turkid,condition,replicate,startdate,enddate,week,Content,Duration,Frequency,Location,choicestimes
5c913839a6e0aa00162c2ca5,Increasing,2,12:28:01 AM,12:30:19 AM,4,0,0,2,0,12:29:31 AM
5c913839a6e0aa00162c2ca5,Increasing,2,12:28:01 AM,12:30:19 AM,5,0,3,0,0,12:29:40 AM
5c913839a6e0aa00162c2ca5,Increasing,2,12:28:01 AM,12:30:19 AM,6,0,1,0,2,12:29:53 AM
5c913839a6e0aa00162c2ca5,Increasing,2,12:28:01 AM,12:30:19 AM,7,0,2,0,2,12:30:03 AM
5c913839a6e0aa00162c2ca5,Increasing,2,12:28:01 AM,12:30:19 AM,8,0,3,0,2,12:30:10 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,1,0,0,0,0,12:26:12 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,2,0,1,0,0,12:26:20 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,3,1,0,0,0,12:26:26 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,4,1,0,0,2,12:26:35 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,5,2,0,0,0,12:26:41 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,6,1,0,1,0,12:26:47 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,7,0,0,1,0,12:26:55 AM
5c96c61d9e64c70001944a5e,Flat,3,12:26:04 AM,12:27:07 AM,8,0,0,2,0,12:27:01 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,1,1,0,0,0,12:49:06 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,2,0,0,1,0,12:49:28 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,3,0,1,0,0,12:49:52 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,4,1,1,0,1,12:50:28 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,5,0,0,1,0,12:50:39 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,6,0,0,1,0,12:50:46 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,7,0,0,0,0,12:50:57 AM
5c98c51774cc7f0001e67c8c,Increasing,3,12:48:50 AM,12:51:08 AM,8,0,0,0,0,12:51:02 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,1,0,0,0,0,12:36:16 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,2,1,1,1,1,12:36:26 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,3,2,2,2,2,12:36:35 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,4,0,3,0,0,12:36:48 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,5,0,1,0,0,12:36:57 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,6,1,0,1,1,12:37:07 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,7,0,0,1,2,12:37:15 AM
5caa11e5a15c9800161ad16d,Flat,3,12:35:58 AM,12:37:36 AM,8,1,0,1,0,12:37:31 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,1,0,0,0,0,12:39:52 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,2,1,1,0,1,12:40:06 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,3,1,1,1,2,12:40:20 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,4,0,2,0,2,12:40:32 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,5,1,3,0,1,12:40:42 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,6,2,0,2,1,12:40:55 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,7,0,0,2,1,12:41:03 AM
5cba0e35d7ebf300177ff529,Increasing,4,12:39:41 AM,12:41:15 AM,8,0,0,2,0,12:41:11 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,1,0,0,0,2,12:24:37 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,2,1,1,2,1,12:24:52 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,3,1,1,2,0,12:25:00 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,4,1,0,1,0,12:25:11 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,5,1,1,1,0,12:25:19 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,6,1,1,0,0,12:25:26 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,7,2,1,0,0,12:25:31 AM
5cc29fbea548c00018afb7a0,Increasing,3,12:24:28 AM,12:25:46 AM,8,2,1,0,2,12:25:39 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,1,1,1,2,2,12:26:20 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,2,1,3,1,2,12:26:38 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,3,1,0,2,1,12:26:49 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,4,2,0,2,1,12:27:01 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,5,1,0,2,2,12:27:08 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,6,1,1,2,1,12:27:15 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,7,1,0,2,1,12:27:25 AM
5ccdf9035bcd0800188417d3,Flat,3,12:26:01 AM,12:27:38 AM,8,1,0,2,1,12:27:31 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,1,0,0,2,0,12:39:21 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,2,0,1,1,1,12:39:44 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,3,0,1,0,1,12:40:05 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,4,0,1,2,1,12:40:13 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,5,0,1,2,0,12:40:30 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,6,0,2,1,0,12:40:40 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,7,0,3,1,0,12:40:51 AM
5ccef4423f15b900199e1ec3,Increasing,4,12:39:05 AM,12:41:09 AM,8,0,3,1,1,12:41:01 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,1,0,0,0,0,12:28:03 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,2,0,1,0,0,12:28:44 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,3,0,1,0,1,12:29:21 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,4,0,1,0,2,12:29:52 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,5,1,1,0,1,12:30:20 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,6,2,1,0,1,12:30:51 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,7,0,1,1,1,12:31:28 AM
5cd959b304748d001819f233,Flat,1,12:27:34 AM,12:32:43 AM,8,0,1,1,1,12:32:07 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,1,0,0,2,2,12:42:40 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,2,1,0,2,2,12:42:56 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,3,2,0,2,2,12:43:07 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,4,2,1,1,2,12:43:23 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,5,0,1,1,2,12:43:36 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,6,0,3,0,0,12:43:54 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,7,1,3,0,1,12:44:10 AM
5cdd4befd3651c001950e539,Flat,3,12:42:14 AM,12:44:24 AM,8,0,3,0,1,12:44:17 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,1,0,0,0,0,12:26:16 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,2,0,1,0,0,12:26:21 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,3,0,3,0,0,12:26:25 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,4,0,2,0,0,12:26:29 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,5,0,1,1,0,12:26:33 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,6,0,1,2,0,12:26:39 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,7,1,1,0,0,12:26:44 AM
5cefd79bc37f4f0018de98da,Flat,4,12:26:08 AM,12:26:54 AM,8,1,1,0,1,12:26:50 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,1,1,1,1,1,12:38:52 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,2,1,3,0,0,12:39:08 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,3,0,1,1,2,12:39:20 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,4,1,1,1,2,12:39:27 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,5,2,1,1,2,12:39:33 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,6,1,1,0,0,12:39:44 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,7,0,2,0,2,12:39:52 AM
5cf3fc71cf9293001982d4ea,Flat,2,12:38:42 AM,12:40:03 AM,8,0,2,0,0,12:39:57 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,1,0,0,1,0,12:38:26 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,2,0,0,2,0,12:38:47 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,3,1,0,2,2,12:39:09 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,4,1,1,1,2,12:39:33 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,5,0,0,2,2,12:39:52 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,6,0,0,2,2,12:40:03 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,7,1,0,2,2,12:40:15 AM
5cffb12df6c3fb00157b2f39,Increasing,0,12:37:57 AM,12:40:38 AM,8,1,0,2,0,12:40:25 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,1,1,1,1,0,12:32:32 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,2,1,0,1,0,12:32:47 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,3,1,0,2,2,12:33:11 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,4,0,3,0,2,12:33:44 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,5,1,3,0,0,12:34:21 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,6,2,1,1,0,12:35:02 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,7,1,1,1,1,12:35:34 AM
5d128b2090265e00159ba969,Flat,2,12:31:47 AM,12:36:28 AM,8,1,2,0,0,12:36:00 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,1,1,1,0,0,12:18:40 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,2,0,0,1,2,12:19:00 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,3,0,3,0,1,12:19:15 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,4,0,0,0,1,12:19:29 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,5,0,0,1,2,12:19:36 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,6,1,1,1,1,12:19:50 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,7,2,1,1,0,12:20:03 AM
5d163efd53b9bb0017117638,Increasing,3,12:18:11 AM,12:20:21 AM,8,2,0,0,2,12:20:14 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,1,0,0,2,2,12:31:18 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,2,1,1,1,2,12:32:00 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,3,2,3,0,0,12:32:37 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,4,1,3,0,2,12:33:09 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,5,0,0,0,1,12:33:51 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,6,0,1,0,2,12:34:17 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,7,0,1,1,2,12:34:42 AM
5d1a70c42ba4ad0001d622e1,Increasing,3,12:30:21 AM,12:35:20 AM,8,0,2,1,2,12:35:06 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,1,0,1,1,2,12:38:01 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,2,0,0,1,2,12:38:24 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,3,0,0,2,2,12:38:41 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,4,0,1,2,2,12:39:12 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,5,0,1,0,2,12:39:25 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,6,1,0,2,2,12:39:46 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,7,0,0,2,0,12:40:05 AM
5d3821f0ddea5a0001757f93,Flat,3,12:37:40 AM,12:40:32 AM,8,0,0,2,1,12:40:24 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,1,0,1,0,2,12:33:17 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,2,0,1,1,2,12:33:31 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,3,0,0,1,2,12:33:42 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,4,0,0,1,0,12:33:58 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,5,1,0,1,2,12:34:14 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,6,0,0,2,2,12:34:25 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,7,0,0,1,1,12:34:32 AM
5d3caf9429130a00015cd0e3,Flat,0,12:32:57 AM,12:34:50 AM,8,0,3,1,2,12:34:46 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,1,0,0,2,1,12:29:09 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,2,1,0,2,1,12:29:21 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,3,0,0,2,0,12:29:29 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,4,0,1,2,0,12:29:39 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,5,1,0,2,0,12:29:47 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,6,1,0,2,0,12:29:52 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,7,2,0,2,0,12:29:59 AM
5d542c3a5af5900019bc80c4,Increasing,3,12:28:52 AM,12:30:18 AM,8,2,0,2,0,12:30:08 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,1,0,0,1,2,12:23:32 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,2,1,1,1,0,12:23:47 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,3,1,0,2,1,12:24:27 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,4,0,2,1,2,12:24:42 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,5,1,1,1,0,12:24:57 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,6,1,1,1,1,12:25:03 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,7,1,2,1,1,12:25:10 AM
5d545c4618ca41001c7c3268,Increasing,4,12:23:18 AM,12:25:35 AM,8,1,3,0,1,12:25:28 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,1,0,0,0,0,12:18:19 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,2,0,1,0,0,12:18:29 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,3,0,1,1,0,12:18:37 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,4,1,1,1,0,12:18:43 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,5,2,1,1,0,12:18:50 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,6,0,1,1,1,12:18:56 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,7,0,2,1,2,12:19:06 AM
5d56e5a6ed4dff00155112ea,Flat,1,12:18:11 AM,12:19:35 AM,8,0,2,2,0,12:19:26 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,1,1,1,1,2,12:41:47 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,2,0,3,0,0,12:42:09 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,3,1,3,1,0,12:42:26 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,4,2,2,2,1,12:42:35 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,5,0,0,2,2,12:42:47 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,6,0,1,1,2,12:42:58 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,7,0,3,0,2,12:43:08 AM
5d604ce86288010001e8df36,Flat,4,12:41:13 AM,12:43:22 AM,8,0,3,0,2,12:43:15 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,1,0,0,2,2,12:29:12 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,2,1,0,2,2,12:29:26 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,3,0,0,2,0,12:29:41 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,4,1,0,2,0,12:29:51 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,5,2,0,2,0,12:29:55 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,6,0,1,0,0,12:30:10 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,7,0,1,2,0,12:30:19 AM
5d67fe32070cbd0001d15ffd,Flat,3,12:28:54 AM,12:30:36 AM,8,0,1,2,2,12:30:25 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,1,0,0,0,0,12:27:28 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,2,0,0,0,1,12:27:59 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,3,1,0,0,0,12:28:27 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,4,0,0,1,0,12:28:43 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,5,0,0,1,1,12:28:56 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,6,0,1,0,1,12:29:10 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,7,0,0,2,1,12:29:24 AM
5d692cf290cade0018695dfb,Flat,0,12:26:45 AM,12:29:44 AM,8,0,0,0,2,12:29:42 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,1,1,1,0,2,12:08:35 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,2,0,3,0,0,12:08:49 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,3,2,0,2,0,12:09:03 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,4,0,3,2,0,12:09:14 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,5,0,3,1,1,12:09:25 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,6,1,1,2,0,12:09:39 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,7,1,0,2,0,12:09:44 AM
5d790c98242bbf0017c128ee,Increasing,3,12:08:18 AM,12:09:56 AM,8,1,0,1,0,12:09:50 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,1,0,0,0,0,12:16:53 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,2,0,0,1,0,12:18:08 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,3,0,2,0,0,12:18:20 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,4,0,1,1,2,12:18:59 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,5,0,1,1,0,12:19:05 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,6,0,3,0,0,12:19:11 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,7,0,0,2,0,12:19:17 AM
5d869a57c38e8100012f3c29,Flat,3,12:16:42 AM,12:19:44 AM,8,0,1,1,0,12:19:37 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,1,1,3,0,0,12:31:59 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,2,1,0,0,0,12:32:09 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,3,1,0,2,0,12:32:17 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,4,2,0,2,0,12:32:25 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,5,0,0,0,1,12:32:38 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,6,1,0,0,2,12:32:45 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,7,1,3,0,2,12:32:53 AM
5d9029dab1a0f00017dac7b9,Flat,4,12:31:34 AM,12:33:10 AM,8,0,0,0,0,12:33:04 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,1,0,0,0,0,12:38:52 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,2,0,3,0,0,12:39:04 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,3,0,3,1,0,12:39:12 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,4,0,3,2,0,12:39:18 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,5,1,2,0,0,12:39:34 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,6,1,1,0,0,12:39:42 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,7,1,1,0,2,12:39:52 AM
5d95dfca33f8930017e85486,Increasing,4,12:38:42 AM,12:40:46 AM,8,1,1,1,2,12:40:15 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,1,0,0,0,0,12:21:27 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,2,1,0,1,0,12:21:47 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,3,2,0,0,2,12:22:29 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,4,0,2,0,2,12:23:26 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,5,1,0,2,2,12:23:50 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,6,1,0,1,0,12:24:28 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,7,0,0,2,2,12:24:58 AM
5d960ffd35a770001a9a0592,Flat,4,12:21:14 AM,12:25:34 AM,8,0,0,2,2,12:25:21 AM
5da9bb00ef4ab500179c645f,Flat,4,12:31:37 AM,12:33:52 AM,1,0,0,0,0,12:31:57 AM
5da9bb00ef4ab500179c645f,Flat,4,12:31:37 AM,12:33:52 AM,2,1,1,0,0,12:32:19 AM
5da9bb00ef4ab500179c645f,Flat,4,12:31:37 AM,12:33:52 AM,3,0,1,0,0,12:32:32 AM
