turkid,condition,replicate,startdate,enddate,week,chosen_duration,chosen_frequency,chosen_content,chosen_location,choicestimes,time_to_choose,n_matching_best,n_matching_worst,n_changed
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,1,0,0,0,0,2024-04-22T19:19:52Z,0,1,3,0
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,2,0,2,0,0,2024-04-22T19:20:37Z,44.454999923706055,0,2,1
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,3,3,0,0,0,2024-04-22T19:20:53Z,16.216000080108643,1,4,2
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,4,1,1,0,0,2024-04-22T19:21:12Z,19.32800006866455,1,2,2
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,5,1,0,1,0,2024-04-22T19:21:43Z,31.13599991798401,2,2,2
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,6,1,0,2,0,2024-04-22T19:21:55Z,12.008000135421753,3,2,1
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,7,1,0,2,2,2024-04-22T19:22:14Z,18.575999975204468,4,1,1
5c1431dcd47b0000014a16ad,Increasing,4,2024-04-22 19:19:40,2024-04-22 19:22:58,8,0,2,2,2,2024-04-22T19:22:37Z,22.567999839782715,2,0,2
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,1,0,2,1,1,2024-04-22T19:27:07Z,0,0,2,0
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,2,3,0,1,1,2024-04-22T19:27:30Z,22.936999797821045,2,2,2
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,3,0,0,2,1,2024-04-22T19:27:52Z,22.125,1,0,2
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,4,0,2,2,1,2024-04-22T19:28:15Z,22.686000108718872,0,1,1
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,5,3,0,1,1,2024-04-22T19:28:37Z,21.562000036239624,2,2,3
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,6,3,0,2,1,2024-04-22T19:28:48Z,11.111999988555908,2,1,1
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,7,3,0,0,1,2024-04-22T19:28:55Z,7.572000026702881,3,1,1
5fb3d0c3f2ff18016df4934d,Flat,2,2024-04-22 19:25:38,2024-04-22 19:29:13,8,3,0,0,0,2024-04-22T19:29:03Z,7.746000051498413,3,2,1
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,1,1,1,2,2,2024-04-22T19:33:45Z,0,2,0,0
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,2,2,0,1,2,2024-04-22T19:34:39Z,54.54100012779236,1,1,3
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,3,1,1,1,2,2024-04-22T19:35:26Z,46.87599992752075,1,1,2
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,4,1,1,1,1,2024-04-22T19:36:02Z,35.40499997138977,0,2,1
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,5,1,1,0,2,2024-04-22T19:36:45Z,43.699000120162964,1,0,2
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,6,0,2,1,2,2024-04-22T19:37:34Z,48.980000019073486,3,2,3
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,7,0,2,2,2,2024-04-22T19:39:12Z,97.52300000190735,4,1,1
6287818abba6a55b1d5db5c7,Flat,3,2024-04-22 19:32:38,2024-04-22 19:40:59,8,0,2,2,2,2024-04-22T19:40:53Z,101.03999996185303,4,1,0
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,1,0,0,0,0,2024-04-22T19:30:20Z,0,2,1,0
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,2,0,0,1,2,2024-04-22T19:30:37Z,16.447999954223633,2,0,2
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,3,0,1,1,2,2024-04-22T19:30:52Z,15.138000011444092,3,0,1
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,4,1,0,1,2,2024-04-22T19:31:03Z,11.312999963760376,1,1,2
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,5,0,1,1,0,2024-04-22T19:31:19Z,15.394000053405762,2,1,3
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,6,0,2,1,2,2024-04-22T19:31:31Z,11.90499997138977,2,1,2
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,7,0,1,0,2,2024-04-22T19:31:42Z,11.402999877929688,4,0,2
58bc46e24cdfd90001778235,Increasing,0,2024-04-22 19:30:01,2024-04-22 19:31:58,8,0,1,0,2,2024-04-22T19:31:49Z,7.0970001220703125,4,0,0
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,1,0,0,0,0,2024-04-22T19:22:16Z,0,0,2,0
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,2,3,0,0,0,2024-04-22T19:22:25Z,9.669999837875366,1,1,1
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,3,3,1,0,0,2024-04-22T19:22:32Z,6.680000066757202,2,1,1
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,4,3,2,0,0,2024-04-22T19:22:41Z,9.01799988746643,1,2,1
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,5,3,1,1,0,2024-04-22T19:22:51Z,9.917999982833862,2,2,2
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,6,3,1,2,0,2024-04-22T19:22:59Z,7.66700005531311,3,1,1
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,7,3,1,2,2,2024-04-22T19:23:05Z,6.065000057220459,3,0,1
6525f403858fe5cdc54aa01f,Increasing,1,2024-04-22 19:22:02,2024-04-22 19:23:15,8,3,1,2,1,2024-04-22T19:23:11Z,6.7829999923706055,4,0,1
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,1,0,0,0,0,2024-04-22T19:26:40Z,0,2,2,0
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,2,1,0,0,2,2024-04-22T19:26:53Z,13.18999981880188,2,1,2
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,3,2,0,0,0,2024-04-22T19:27:15Z,21.79200005531311,2,3,2
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,4,3,0,0,1,2024-04-22T19:27:28Z,13.40499997138977,1,1,2
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,5,1,1,0,1,2024-04-22T19:27:37Z,9.184000015258789,1,2,2
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,6,1,0,0,1,2024-04-22T19:27:49Z,11.29699993133545,2,1,1
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,7,2,0,1,0,2024-04-22T19:28:05Z,16.020000219345093,3,2,3
5ed91ca79e50c2472f4045a2,Flat,4,2024-04-22 19:27:48,2024-04-22 19:29:56,8,2,0,0,0,2024-04-22T19:28:17Z,11.944999933242798,2,3,1
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,1,1,1,0,2,2024-04-22T19:22:16Z,0,4,1,0
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,2,0,2,1,2,2024-04-22T19:22:29Z,13.662999868392944,1,2,3
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,3,1,0,2,2,2024-04-22T19:22:42Z,12.730000019073486,2,3,3
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,4,3,0,1,2,2024-04-22T19:22:51Z,8.883000135421753,1,2,2
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,5,0,2,0,2,2024-04-22T19:22:59Z,7.806999921798706,2,2,3
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,6,0,2,0,2,2024-04-22T19:23:06Z,7.138000011444092,2,2,0
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,7,3,0,1,2,2024-04-22T19:23:13Z,7.430000066757202,1,2,3
5fcfa3168335430d143b4431,Increasing,4,2024-04-22 19:21:59,2024-04-22 19:23:23,8,3,0,1,2,2024-04-22T19:23:16Z,2.8469998836517334,1,2,0
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,1,0,0,1,0,2024-04-22T19:28:04Z,0,0,1,0
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,2,1,1,1,0,2024-04-22T19:28:15Z,11.5,1,0,2
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,3,1,2,1,0,2024-04-22T19:28:26Z,10.816999912261963,0,0,1
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,4,1,2,1,2,2024-04-22T19:28:31Z,4.450000047683716,0,1,1
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,5,2,2,1,0,2024-04-22T19:28:41Z,10.569999933242798,0,1,2
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,6,1,2,1,1,2024-04-22T19:28:50Z,9.200999975204468,1,0,2
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,7,1,2,0,1,2024-04-22T19:28:58Z,7.084000110626221,2,0,1
603f5a050ff5a80e5d1ca9df,Increasing,1,2024-04-22 19:27:51,2024-04-22 19:29:18,8,3,2,0,1,2024-04-22T19:29:12Z,14.898000001907349,3,0,1
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,1,0,0,0,0,2024-04-22T19:28:29Z,0,1,3,0
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,2,1,1,1,0,2024-04-22T19:28:39Z,10.21399998664856,3,2,3
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,3,1,2,1,0,2024-04-22T19:28:46Z,6.42300009727478,4,1,1
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,4,2,1,2,0,2024-04-22T19:28:54Z,8.748999834060669,1,2,3
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,5,2,1,1,0,2024-04-22T19:29:00Z,5.232000112533569,2,2,1
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,6,3,0,0,0,2024-04-22T19:29:07Z,7.851000070571899,1,2,3
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,7,3,0,1,0,2024-04-22T19:29:11Z,3.611999988555908,2,1,1
662004840cf5731b955a2d0f,Flat,1,2024-04-22 19:27:59,2024-04-22 19:29:18,8,3,0,2,0,2024-04-22T19:29:15Z,3.7289998531341553,1,1,1
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,1,0,0,0,0,2024-04-22T19:21:59Z,0,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,2,0,0,0,0,2024-04-22T19:22:16Z,16.53600001335144,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,3,0,0,0,0,2024-04-22T19:22:36Z,20.23099994659424,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,4,0,0,0,0,2024-04-22T19:22:49Z,12.89900016784668,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,5,0,0,0,0,2024-04-22T19:23:03Z,13.82200002670288,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,6,0,0,0,0,2024-04-22T19:23:18Z,15.041999816894531,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,7,0,0,0,0,2024-04-22T19:23:51Z,33.51800012588501,4,0,0
652d7f42ece5cec67355a4b8,Increasing,0,2024-04-22 19:21:16,2024-04-22 19:24:10,8,0,0,0,0,2024-04-22T19:24:11Z,20.12999987602234,4,0,0
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,1,1,1,0,0,2024-04-22T19:22:51Z,0,3,0,0
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,2,1,2,0,0,2024-04-22T19:23:06Z,14.58299994468689,4,0,1
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,3,1,2,1,0,2024-04-22T19:23:17Z,11.592000007629395,3,1,1
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,4,1,2,1,1,2024-04-22T19:23:32Z,14.696000099182129,2,2,1
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,5,1,2,0,0,2024-04-22T19:23:41Z,8.989000082015991,4,0,2
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,6,1,2,1,1,2024-04-22T19:23:51Z,9.942999839782715,2,2,2
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,7,1,2,0,0,2024-04-22T19:24:00Z,9.378999948501587,4,0,2
63062f7d8fb591eee9806333,Flat,2,2024-04-22 19:22:19,2024-04-22 19:24:18,8,2,2,0,0,2024-04-22T19:24:10Z,9.966000080108643,3,0,1
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,1,0,1,1,0,2024-04-22T19:23:20Z,0,3,0,0
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,2,0,2,0,0,2024-04-22T19:23:33Z,13.25600004196167,1,2,2
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,3,1,2,2,0,2024-04-22T19:23:42Z,8.927000045776367,2,1,2
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,4,1,1,0,0,2024-04-22T19:23:52Z,10.132999897003174,3,1,2
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,5,1,2,1,0,2024-04-22T19:23:59Z,6.932000160217285,3,1,2
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,6,3,0,1,0,2024-04-22T19:24:12Z,12.339999914169312,2,1,2
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,7,1,1,1,0,2024-04-22T19:24:19Z,7.4100000858306885,4,0,2
5c76474e3348af00159191e4,Flat,2,2024-04-22 19:23:01,2024-04-22 19:24:32,8,1,1,0,0,2024-04-22T19:24:27Z,7.616999864578247,3,1,1
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,1,0,0,0,0,2024-04-22T19:23:24Z,0,1,3,0
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,2,0,2,1,0,2024-04-22T19:23:43Z,18.38599991798401,3,1,2
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,3,0,2,1,2,2024-04-22T19:23:50Z,7.577000141143799,4,0,1
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,4,0,2,0,2,2024-04-22T19:23:56Z,5.328999996185303,3,1,1
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,5,0,2,2,2,2024-04-22T19:24:02Z,6.4709999561309814,3,0,1
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,6,1,2,1,2,2024-04-22T19:24:14Z,11.440999984741211,3,0,2
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,7,0,1,1,2,2024-04-22T19:24:23Z,9.867000102996826,3,0,2
63ea44a0adefd2af8e13015c,Flat,0,2024-04-22 19:23:10,2024-04-22 19:24:38,8,0,2,1,2,2024-04-22T19:24:33Z,9.830999851226807,4,0,1
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,1,1,0,2,0,2024-04-22T19:23:49Z,0,3,0,0
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,2,0,0,2,0,2024-04-22T19:24:01Z,12.57099986076355,3,0,1
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,3,2,0,2,0,2024-04-22T19:24:17Z,15.83400011062622,4,0,1
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,4,2,1,2,0,2024-04-22T19:24:25Z,7.539999961853027,3,0,1
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,5,2,2,2,0,2024-04-22T19:24:29Z,4.316999912261963,3,1,1
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,6,2,0,1,0,2024-04-22T19:24:36Z,7.364000082015991,3,1,2
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,7,2,0,2,2,2024-04-22T19:24:42Z,5.898000001907349,3,0,2
64355650160b57904c13cf3e,Flat,1,2024-04-22 19:23:25,2024-04-22 19:24:50,8,2,0,2,0,2024-04-22T19:24:49Z,6.988999843597412,4,0,1
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,1,3,0,0,0,2024-04-22T19:23:45Z,0,2,1,0
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,2,0,0,0,0,2024-04-22T19:23:53Z,7.385999917984009,3,0,1
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,3,0,1,0,0,2024-04-22T19:24:04Z,10.963000059127808,4,0,1
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,4,0,2,0,0,2024-04-22T19:24:10Z,6.403000116348267,3,1,1
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,5,0,1,0,1,2024-04-22T19:24:25Z,15.38099980354309,3,1,2
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,6,0,1,1,0,2024-04-22T19:24:33Z,7.134000062942505,3,1,2
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,7,0,1,2,0,2024-04-22T19:24:37Z,4.25,3,0,1
60b85becc8a6814025bc03f6,Flat,0,2024-04-22 19:23:29,2024-04-22 19:24:56,8,0,1,0,2,2024-04-22T19:24:50Z,13.16700005531311,3,0,2
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,1,0,1,1,0,2024-04-22T19:24:05Z,0,3,0,0
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,2,0,2,1,0,2024-04-22T19:24:14Z,8.608000040054321,2,1,1
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,3,0,2,1,1,2024-04-22T19:24:26Z,11.884000062942505,1,2,1
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,4,0,2,1,2,2024-04-22T19:24:30Z,4.580999851226807,1,1,1
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,5,0,2,2,0,2024-04-22T19:24:35Z,5.299000024795532,1,2,2
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,6,1,2,1,0,2024-04-22T19:24:45Z,9.490999937057495,3,1,2
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,7,1,1,1,0,2024-04-22T19:24:52Z,6.89300012588501,4,0,1
5bd6c7a7abc5ee00017a5928,Flat,4,2024-04-22 19:23:54,2024-04-22 19:25:07,8,2,1,1,0,2024-04-22T19:25:01Z,9.539000034332275,3,0,1
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,1,0,0,0,0,2024-04-22T19:24:07Z,0,3,2,0
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,2,0,0,0,0,2024-04-22T19:24:25Z,18.689000129699707,3,2,0
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,3,0,0,0,1,2024-04-22T19:24:37Z,11.783999919891357,2,3,1
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,4,0,0,1,0,2024-04-22T19:24:55Z,18.27500009536743,2,3,2
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,5,0,1,0,0,2024-04-22T19:25:07Z,11.532999992370605,2,1,2
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,6,1,0,0,0,2024-04-22T19:25:18Z,11.138999938964844,3,1,2
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,7,2,0,0,0,2024-04-22T19:25:26Z,7.541000127792358,4,1,1
5849916abb147f0001786ac5,Flat,4,2024-04-22 19:23:32,2024-04-22 19:25:39,8,3,0,0,0,2024-04-22T19:25:31Z,5.74399995803833,3,1,1
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,1,0,0,0,0,2024-04-22T19:23:44Z,0,2,0,0
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,2,0,1,0,0,2024-04-22T19:24:16Z,31.255000114440918,3,0,1
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,3,0,1,2,0,2024-04-22T19:24:59Z,43.44000005722046,3,1,1
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,4,1,0,0,0,2024-04-22T19:25:39Z,40.25599980354309,1,1,3
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,5,0,1,0,2,2024-04-22T19:26:21Z,42.04700016975403,2,1,3
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,6,0,2,0,0,2024-04-22T19:26:46Z,25.080999851226807,2,1,2
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,7,0,1,1,0,2024-04-22T19:27:06Z,19.271000146865845,4,0,2
5e93b11003fcc31e98668579,Flat,4,2024-04-22 19:23:06,2024-04-22 19:27:59,8,0,0,0,1,2024-04-22T19:27:47Z,41.73699998855591,1,0,3
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,1,1,0,1,1,2024-04-22T19:28:07Z,0,0,1,0
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,2,0,0,0,2,2024-04-22T19:28:18Z,10.861999988555908,2,0,3
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,3,0,0,0,0,2024-04-22T19:28:33Z,14.848999977111816,3,0,1
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,4,2,0,0,0,2024-04-22T19:28:46Z,12.776999950408936,2,0,1
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,5,0,0,0,0,2024-04-22T19:28:52Z,6.772000074386597,3,0,1
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,6,0,0,0,0,2024-04-22T19:28:57Z,4.809000015258789,3,0,0
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,7,1,1,0,2,2024-04-22T19:29:10Z,12.480999946594238,2,0,3
5a7cb83a000dab00018c530b,Increasing,0,2024-04-22 19:27:48,2024-04-22 19:29:25,8,2,1,0,0,2024-04-22T19:29:19Z,9.543999910354614,3,0,2
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,1,0,1,1,2,2024-04-22T19:28:03Z,0,2,1,0
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,2,0,1,0,2,2024-04-22T19:28:16Z,13.604000091552734,3,0,1
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,3,0,1,2,2,2024-04-22T19:28:25Z,8.447999954223633,2,0,1
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,4,0,2,0,2,2024-04-22T19:28:37Z,12.365000009536743,2,0,2
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,5,0,2,2,2,2024-04-22T19:28:44Z,7.14300012588501,1,0,1
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,6,0,2,2,1,2024-04-22T19:28:52Z,8.01199984550476,0,1,1
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,7,0,2,2,0,2024-04-22T19:29:00Z,7.71399998664856,0,0,1
5a93e14b89de8200013ebd26,Increasing,0,2024-04-22 19:27:43,2024-04-22 19:29:27,8,1,1,0,2,2024-04-22T19:29:19Z,19.28700017929077,4,0,4
