StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,CouldLearn_1,CouldLearn_2,CouldLearn_3,Confidence_NC,Confidence_MS,Confidence_CV,Confidence_NC,Confidence_CV,Confidence_MS,turkid,condid,target
1/22/2025 21:06,1/22/2025 21:07,0,100,38,1,1/22/2025 21:07,R_8zuSuWSEtGsiHjF,1,0,0,4,4,,,,,6708da9c62672d0fe65b6683,-2,valuation
1/22/2025 21:06,1/22/2025 21:07,0,100,47,1,1/22/2025 21:07,R_2fDd30rBrpDyr8d,1,1,1,,,,,5,3,6659beb07a900f403259c2d9,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,33,1,1/22/2025 21:07,R_1FICxgPLMU5nZst,1,2,2,,,,,2,3,6763ac3ea0980f39cc6b28f7,2,competitors
1/22/2025 21:07,1/22/2025 21:07,0,100,31,1,1/22/2025 21:07,R_8XgSqvlwamnDDE8,1,1,1,4,2,,,,,5cae6a77b38ea60016e54889,2,valuation
1/22/2025 21:06,1/22/2025 21:07,0,100,80,1,1/22/2025 21:07,R_8e935fwzorSxTGh,-2,2,-2,,,4,3,,,5b07e80e9d397e0001919fba,2,customers
1/22/2025 21:07,1/22/2025 21:07,0,100,23,1,1/22/2025 21:07,R_1q2wfBCjNNjWoto,0,-1,-1,1,2,,,,,64016b31c3a34648748168d1,2,valuation
1/22/2025 21:07,1/22/2025 21:07,0,100,20,1,1/22/2025 21:07,R_2ahjROMv0tn84XD,-2,-2,-2,,,,,2,2,5c5b4e360f2bab0001f01ffa,-2,competitors
1/22/2025 21:07,1/22/2025 21:07,0,100,34,1,1/22/2025 21:07,R_3uF9HF7AGJ4cXIZ,1,2,0,,,,,4,5,6783aa040b8dc64051e96fda,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,46,1,1/22/2025 21:07,R_2V7k2u26pnFJKuQ,1,1,0,,,4,3,,,677bac0927b3d530e2192d37,-2,customers
1/22/2025 21:05,1/22/2025 21:07,0,100,130,1,1/22/2025 21:07,R_5l3FKixzfp6NMKC,-1,-1,-1,,,,,2,2,608aede3203836ab453453a0,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,57,1,1/22/2025 21:07,R_2nOCoOZqGV4ndku,1,-1,-1,5,3,,,,,5f2ea9c0a638c92312e4ae5c,-2,valuation
1/22/2025 21:07,1/22/2025 21:07,0,100,34,1,1/22/2025 21:07,R_6ZHEvsNw9UNZvb3,1,1,0,,,,,3,5,678fbef5eb9af90690018075,-2,competitors
1/22/2025 21:07,1/22/2025 21:07,0,100,35,1,1/22/2025 21:07,R_8N4jpEPyEoPRsAV,2,1,2,5,4,,,,,6282c37f7341c46d63a3ae94,2,valuation
1/22/2025 21:07,1/22/2025 21:07,0,100,57,1,1/22/2025 21:07,R_8K2b150n3RUow9l,1,0,0,,,,,1,4,5ca102f57114700016da340d,-2,competitors
1/22/2025 21:07,1/22/2025 21:07,0,100,49,1,1/22/2025 21:07,R_8jd3cUgzkiGBR8i,1,1,1,,,3,4,,,58954e2dc88c680001dd4b7e,2,customers
1/22/2025 21:06,1/22/2025 21:08,0,100,60,1,1/22/2025 21:08,R_8q9h9JqJzzhuYVH,1,1,1,3,3,,,,,65bba50f57f05c7489082a7e,2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,23,1,1/22/2025 21:08,R_1J7KgP8mKcvg609,0,0,0,4,2,,,,,671e8a1e55becb8595564b4d,-2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,46,1,1/22/2025 21:08,R_6lIQNv3D0Oie8Hn,-1,-1,-1,1,1,,,,,668d08202c64c06fc4c0fbd6,2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,42,1,1/22/2025 21:08,R_2s63xSGRuZDNROk,-2,-1,-2,2,3,,,,,54f844c0fdf99b2bd032e149,2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,34,1,1/22/2025 21:08,R_1mr8plZAoCVJU6B,1,1,1,,,,,2,4,6789942e79cb0a9de4c9a317,2,competitors
1/22/2025 21:07,1/22/2025 21:08,0,100,66,1,1/22/2025 21:08,R_2rJ2LSEosSPnSoN,1,1,1,,,4,4,,,6672d8e448c47131ea7bae78,-2,customers
1/22/2025 21:07,1/22/2025 21:08,0,100,25,1,1/22/2025 21:08,R_2FPxEFRC3dj2dRr,1,1,1,5,5,,,,,5cf6e4aae289a80019b6e032,2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,28,1,1/22/2025 21:08,R_6eXFFXVYpEmTswj,1,1,1,,,4,4,,,673768a283f44d1350cd9bd5,2,customers
1/22/2025 21:07,1/22/2025 21:08,0,100,36,1,1/22/2025 21:08,R_6GyvBKO6ofWUd7s,1,1,0,,,3,5,,,65772f73dffc4bd50cc5dada,2,customers
1/22/2025 21:08,1/22/2025 21:08,0,100,23,1,1/22/2025 21:08,R_5f42frdLY7CHVRj,2,1,1,4,4,,,,,67683d2ef4617ea5d90b7539,2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,32,1,1/22/2025 21:08,R_5Km7Pjv1Th3YGtl,1,1,1,,,2,3,,,675f5deebe43cb1972881ce8,2,customers
1/22/2025 21:07,1/22/2025 21:08,0,100,43,1,1/22/2025 21:08,R_3kA456CkonqNDjz,1,1,1,3,4,,,,,675ade2455859022202a3688,-2,valuation
1/22/2025 21:07,1/22/2025 21:08,0,100,45,1,1/22/2025 21:08,R_2ZAwSJKBtHkLrJn,-2,-1,-1,,,1,1,,,55cf7e8b34e906000ee56498,-2,customers
1/22/2025 21:08,1/22/2025 21:08,0,100,19,1,1/22/2025 21:08,R_2AFOendrpCmsgpQ,-2,-2,-2,,,3,5,,,665238fa649b5bb421a8451c,-2,customers
1/22/2025 21:07,1/22/2025 21:08,0,100,63,1,1/22/2025 21:08,R_1qRrCEaQFOg1kyd,2,1,2,,,4,2,,,678c01b6b2da6239b3f5521c,-2,customers
1/22/2025 21:07,1/22/2025 21:08,0,100,44,1,1/22/2025 21:08,R_2h0ijn7DWwfptnC,-2,-2,-2,,,2,4,,,62e3f7b224ec70641fd86b7b,-2,customers
1/22/2025 21:07,1/22/2025 21:08,0,100,52,1,1/22/2025 21:08,R_6YbPcNdW1uOra3e,-2,-1,-1,,,3,3,,,5e6687c2666c4a40886ebc43,-2,customers
1/22/2025 21:08,1/22/2025 21:08,0,100,27,1,1/22/2025 21:08,R_60vKM5bzLGWGLw4,1,1,1,5,5,,,,,678e69996debb07354f037ed,2,valuation
1/22/2025 21:08,1/22/2025 21:08,0,100,37,1,1/22/2025 21:08,R_7KqfxhcAkH65vDr,1,1,1,,,,,2,4,6736cd9a54b7adfcf6cceb0a,2,competitors
1/22/2025 21:07,1/22/2025 21:08,0,100,47,1,1/22/2025 21:08,R_3R7JHQiKgCWGemE,-1,-1,-1,,,,,1,2,6110b901d3037af4edb435c5,2,competitors
1/22/2025 21:08,1/22/2025 21:08,0,100,39,1,1/22/2025 21:08,R_8OlhrzITWFE2E6y,1,0,0,3,4,,,,,572bac993437df0008444fba,2,valuation
1/22/2025 21:08,1/22/2025 21:08,0,100,36,1,1/22/2025 21:08,R_2OiuLxxs7l2puZX,2,2,2,,,,,2,4,67448c09bf370ccdb1d31733,2,competitors
1/22/2025 21:07,1/22/2025 21:08,0,100,71,1,1/22/2025 21:08,R_2rhLIjYlTPcOG7D,2,2,2,,,,,2,4,676d6f4824ef799610ccdb5e,2,competitors
1/22/2025 21:08,1/22/2025 21:08,0,100,14,1,1/22/2025 21:08,R_87lP68idciPeL9g,1,1,1,,,,,3,4,66a1fc85343b3affee39f729,2,competitors
1/22/2025 21:08,1/22/2025 21:08,0,100,21,1,1/22/2025 21:08,R_3kKURrHegRgypfX,-1,0,0,,,4,2,,,5815369b94ecc900010b014e,-2,customers
1/22/2025 21:08,1/22/2025 21:09,0,100,18,1,1/22/2025 21:09,R_8RRqFknk0zvIXpP,1,0,-1,,,,,4,2,62b38331e0ef38710a5b0c78,-2,competitors
1/22/2025 21:08,1/22/2025 21:09,0,100,47,1,1/22/2025 21:09,R_6rNGSnphJmTSgBs,0,0,0,,,4,5,,,66a7d333f80136463207c16b,2,customers
1/22/2025 21:08,1/22/2025 21:09,0,100,34,1,1/22/2025 21:09,R_25Tv5XbPuTdLzY5,1,2,1,,,,,3,2,6658d06ebb57e6360147fbd6,-2,competitors
1/22/2025 21:08,1/22/2025 21:09,0,100,19,1,1/22/2025 21:09,R_73PudDRXuGNcqvT,2,1,2,,,,,5,4,6728c777ac5debe12695fae7,2,competitors
1/22/2025 21:08,1/22/2025 21:09,0,100,53,1,1/22/2025 21:09,R_6Nzz9l9NF4rJ9XB,0,1,0,2,3,,,,,677291c23aa68a4bf2fa14a0,2,valuation
1/22/2025 21:07,1/22/2025 21:09,0,100,81,1,1/22/2025 21:09,R_2CPc3H1qHFGvGIn,-1,-1,1,,,3,3,,,67425ff05a1e573622ade37a,-2,customers
1/22/2025 21:08,1/22/2025 21:09,0,100,68,1,1/22/2025 21:09,R_2jCPPDrK1RHvjAR,-2,0,-2,4,4,,,,,674587b5e9524180a1cb7151,-2,valuation
1/22/2025 21:08,1/22/2025 21:09,0,100,61,1,1/22/2025 21:09,R_7ducmUd1mAnHJ9n,1,1,0,,,4,2,,,676dee2a5a4a590c1fdd6139,2,customers
1/22/2025 21:08,1/22/2025 21:09,0,100,43,1,1/22/2025 21:09,R_86hiWK5IDGeg2Kf,2,2,2,4,4,,,,,5e7fa0e918b10804bb87eb63,2,valuation
1/22/2025 21:09,1/22/2025 21:09,0,100,20,1,1/22/2025 21:09,R_1mQoIie1v5fd3Gd,2,2,2,,,,,3,4,6362933cc15f7c71629efee1,2,competitors
1/22/2025 21:08,1/22/2025 21:09,0,100,46,1,1/22/2025 21:09,R_2REoFRZV0RfdB6x,1,1,1,,,,,4,2,65de30b34b701c678a13c75b,2,competitors
1/22/2025 21:09,1/22/2025 21:09,0,100,29,1,1/22/2025 21:09,R_50AHvkdp9MZhFG1,1,-1,-1,,,3,3,,,5d88f2f8cefb52001a83f1b2,-2,customers
1/22/2025 21:09,1/22/2025 21:09,0,100,42,1,1/22/2025 21:09,R_3IE3ACeGi3pQLCP,1,1,1,4,4,,,,,678f931fca7b7c0c440338c6,2,valuation
1/22/2025 21:08,1/22/2025 21:10,0,100,79,1,1/22/2025 21:10,R_769hJ0MOm6CBbwm,-1,-2,-2,,,2,2,,,5e792ec8adefaa4e8c5a72bc,-2,customers
1/22/2025 21:09,1/22/2025 21:10,0,100,27,1,1/22/2025 21:10,R_5dKKHFtmluRbNcf,1,2,1,,,3,4,,,671cffd7571b813cbce0c17d,-2,customers
1/22/2025 21:09,1/22/2025 21:10,0,100,27,1,1/22/2025 21:10,R_8Ii8SPtuCQDlvQ5,1,1,1,4,4,,,,,644bdfbf6078442ff277a4bb,2,valuation
1/22/2025 21:09,1/22/2025 21:10,0,100,51,1,1/22/2025 21:10,R_83ByP9NILg3kVdA,0,1,1,,,2,4,,,5c5cad876d0fe50001f0390c,2,customers
1/22/2025 21:09,1/22/2025 21:10,0,100,41,1,1/22/2025 21:10,R_8EuEkLlAiYegAlJ,-2,-2,-2,4,3,,,,,66ba0a36f72be4a1de5f2e38,2,valuation
1/22/2025 21:09,1/22/2025 21:10,0,100,31,1,1/22/2025 21:10,R_8lSua1omQ5tSf3o,1,1,1,,,1,2,,,5f540fc665e3b6148c04f10e,2,customers
1/22/2025 21:09,1/22/2025 21:10,0,100,58,1,1/22/2025 21:10,R_7Gv0bRIcpQ4LvwS,2,2,1,3,5,,,,,671ca9bc636291c06f043d7f,-2,valuation
1/22/2025 21:09,1/22/2025 21:10,0,100,41,1,1/22/2025 21:10,R_8fS58FKGkYAh4u5,2,2,2,,,4,5,,,673f6ffebce20832346325de,2,customers
1/22/2025 21:09,1/22/2025 21:10,0,100,40,1,1/22/2025 21:10,R_6AoXxtzKCjQQPx7,-1,-1,-1,,,,,1,4,668d854cab7b089e4d618526,-2,competitors
1/22/2025 21:09,1/22/2025 21:10,0,100,33,1,1/22/2025 21:10,R_58CkMXNX89FTQrt,0,0,0,,,,,3,4,66f1c7f19e5bb2ff5ceaf99e,-2,competitors
1/22/2025 21:10,1/22/2025 21:10,0,100,12,1,1/22/2025 21:10,R_2wjJ2k9V6Xm18Yw,1,-1,1,,,3,1,,,66904bbd1eb9bb790b9b0f6f,-2,customers
1/22/2025 21:09,1/22/2025 21:10,0,100,59,1,1/22/2025 21:10,R_1iJVvAYbiWOKbwW,2,2,2,,,4,4,,,678ec5c7326b4854e4b58b05,-2,customers
1/22/2025 21:08,1/22/2025 21:10,0,100,132,1,1/22/2025 21:10,R_8tKrPCgPecMPHgt,0,1,1,,,,,3,3,5c44b3fe1bbffd0001014286,-2,competitors
1/22/2025 21:10,1/22/2025 21:11,0,100,48,1,1/22/2025 21:11,R_2TljGbHZK69kLnj,-1,-1,-1,3,4,,,,,5bb0e35556161d0001feccdc,2,valuation
1/22/2025 21:10,1/22/2025 21:11,0,100,18,1,1/22/2025 21:11,R_7w3dWxihKPrMGS5,1,1,1,,,,,4,4,6784652589e3f78e0e08d5b1,-2,competitors
1/22/2025 21:10,1/22/2025 21:11,0,100,45,1,1/22/2025 21:11,R_6CjeAeWSuuTuZyu,-2,-2,-2,,,2,3,,,6782b60a292180f358dd8c0b,-2,customers
1/22/2025 21:09,1/22/2025 21:11,0,100,88,1,1/22/2025 21:11,R_3idiAbD3GDFHPLb,2,2,2,,,,,4,5,677839ffddee87c96149eef0,-2,competitors
1/22/2025 21:09,1/22/2025 21:11,0,100,81,1,1/22/2025 21:11,R_2Q4QHe00XqE4hKJ,2,2,1,,,,,5,4,672804c3e58317a7bbf092ed,-2,competitors
1/22/2025 21:10,1/22/2025 21:11,0,100,33,1,1/22/2025 21:11,R_8iU9jEuq1ci4mQw,0,0,0,,,3,3,,,63b5aa16123c924d9f4c4f76,-2,customers
1/22/2025 21:10,1/22/2025 21:11,0,100,74,1,1/22/2025 21:11,R_8ARqJg89phzUlIU,2,2,1,,,,,4,4,67813a5be14f45bd0761bc2c,-2,competitors
1/22/2025 21:10,1/22/2025 21:11,0,100,24,1,1/22/2025 21:11,R_8K75c4Zr944oyRl,1,1,1,,,,,5,4,5bbc3d95f1f9ba000141d855,2,competitors
1/22/2025 21:10,1/22/2025 21:11,0,100,26,1,1/22/2025 21:11,R_8HZnOWlGdcU2LM5,0,0,0,1,1,,,,,5efb8358f81cbe0f08950fe4,2,valuation
1/22/2025 21:10,1/22/2025 21:11,0,100,62,1,1/22/2025 21:11,R_8g7JxEr44cT7J3T,0,1,0,,,,,5,5,673789bed0ce05cea7ae8a9f,-2,competitors
1/22/2025 21:09,1/22/2025 21:11,0,100,82,1,1/22/2025 21:11,R_39uIdNCHmm9nGef,1,1,1,,,,,2,5,672813ba215d826236f3e22d,2,competitors
1/22/2025 21:10,1/22/2025 21:11,0,100,49,1,1/22/2025 21:11,R_2qevqiumPkiAgqB,0,-1,-1,,,2,3,,,67465273494c2b78202fb189,-2,customers
1/22/2025 21:10,1/22/2025 21:11,0,100,35,1,1/22/2025 21:11,R_8sYFf2Z0VODaqE4,-1,-1,-1,4,4,,,,,67163908d163cdb3d7a8012a,-2,valuation
1/22/2025 21:10,1/22/2025 21:11,0,100,43,1,1/22/2025 21:11,R_3TpeycGTqwdi1i7,2,2,1,,,1,4,,,678ea9dd77503f48aa28ef57,2,customers
1/22/2025 21:10,1/22/2025 21:11,0,100,69,1,1/22/2025 21:11,R_5F3UTAbXmjNh9Ee,-1,-1,-1,,,,,2,3,5ce1f31a27efac0018821eed,-2,competitors
1/22/2025 21:11,1/22/2025 21:11,0,100,22,1,1/22/2025 21:11,R_2RGApTfbNGmu52h,1,1,1,,,,,4,4,5d13d6a2d4888600182efdd6,2,competitors
1/22/2025 21:11,1/22/2025 21:11,0,100,26,1,1/22/2025 21:11,R_2i2PO4JYx1Ae2jd,0,0,-1,,,4,3,,,6087dd9f8bd2ba7a4217314f,-2,customers
1/22/2025 21:10,1/22/2025 21:11,0,100,68,1,1/22/2025 21:11,R_3ikyOiZl3Lurhgr,2,1,1,3,4,,,,,6712e4c59d25bbcc52736da8,-2,valuation
1/22/2025 21:11,1/22/2025 21:11,0,100,39,1,1/22/2025 21:11,R_8qffp0CVf9R49l4,0,1,1,,,4,4,,,5bec8053b6b5ab00017c7349,-2,customers
1/22/2025 21:10,1/22/2025 21:12,0,100,99,1,1/22/2025 21:12,R_8AGO8GTDpV8Xg0v,0,-1,1,3,4,,,,,675ae23f81fa47092ed82ec0,-2,valuation
1/22/2025 21:10,1/22/2025 21:12,0,100,97,1,1/22/2025 21:12,R_8TzYvIq1IcDGKWC,1,1,1,,,2,4,,,66f2af1a92b699dab88d33ed,2,customers
1/22/2025 21:11,1/22/2025 21:12,0,100,31,1,1/22/2025 21:12,R_5EXzfg0J2oShdo5,1,1,2,1,5,,,,,67728d6d222652b55720aa06,-2,valuation
1/22/2025 21:11,1/22/2025 21:12,0,100,44,1,1/22/2025 21:12,R_2PS9bTykyKXmLS1,-2,-2,-2,,,1,1,,,6613eaa8e44e25e801f85215,-2,customers
1/22/2025 21:11,1/22/2025 21:12,0,100,37,1,1/22/2025 21:12,R_5zG4sPJHCWrQDcx,-1,-1,-1,,,,,3,3,5ceb685da7afdc00166f8391,-2,competitors
1/22/2025 21:11,1/22/2025 21:12,0,100,75,1,1/22/2025 21:12,R_7jm5NL2UC466B2J,1,1,1,,,,,3,4,678e95cd0223979c8b1ae696,2,competitors
1/22/2025 21:10,1/22/2025 21:12,0,100,127,1,1/22/2025 21:12,R_2SpD6zmwNR69wEy,1,0,1,4,4,,,,,6763061fb2cc65ed6ff52b98,2,valuation
1/22/2025 21:11,1/22/2025 21:12,0,100,63,1,1/22/2025 21:12,R_7MRrfr7njz6vj6j,1,1,1,,,4,3,,,674601fb34f324fdff9216a3,2,customers
1/22/2025 21:11,1/22/2025 21:12,0,100,52,1,1/22/2025 21:12,R_1fAwkWne7y50o9P,-2,-2,-2,,,,,2,4,6779ab5812b493de7e6e86c9,-2,competitors
1/22/2025 21:11,1/22/2025 21:12,0,100,59,1,1/22/2025 21:12,R_6062SEpEwewWCm1,1,1,1,4,4,,,,,678f4890fad2d369a3d1b530,-2,valuation
1/22/2025 21:12,1/22/2025 21:12,0,100,33,1,1/22/2025 21:12,R_74dddTRVHbXg3AC,1,1,1,,,4,2,,,6149f9813e3249642704b2eb,2,customers
1/22/2025 21:12,1/22/2025 21:13,0,100,39,1,1/22/2025 21:13,R_7mCWIHFk6aNpWtr,1,1,1,,,,,2,4,662bfda7bb2d2c60655f3c40,2,competitors
1/22/2025 21:12,1/22/2025 21:13,0,100,47,1,1/22/2025 21:13,R_2Vk0DVYZ66eh6xi,1,2,1,,,4,3,,,678f8a48229cccfb53902c71,2,customers
1/22/2025 21:12,1/22/2025 21:13,0,100,42,1,1/22/2025 21:13,R_7X1k8rRaApB5rk0,2,2,2,2,5,,,,,67607eec23fcaaaf105d3ee2,2,valuation
1/22/2025 21:12,1/22/2025 21:13,0,100,54,1,1/22/2025 21:13,R_21ACDVCkidiz0Kf,1,1,1,4,4,,,,,637f8322729ade58ec7229ba,2,valuation
1/22/2025 21:11,1/22/2025 21:13,0,100,92,1,1/22/2025 21:13,R_5C25UoMp2nP5Y1X,1,1,1,,,4,4,,,678eb5caebf4be908ba818cd,2,customers
1/22/2025 21:12,1/22/2025 21:13,0,100,46,1,1/22/2025 21:13,R_5VEeKeDfWQUMVnR,1,1,1,,,,,4,4,6759c03096ce79ade974d9a3,2,competitors
1/22/2025 21:13,1/22/2025 21:13,0,100,27,1,1/22/2025 21:13,R_7MYeMXf307DWX1A,-1,-1,-1,,,,,4,4,65db8502777ec1a5dfe4d608,-2,competitors
1/22/2025 21:12,1/22/2025 21:13,0,100,61,1,1/22/2025 21:13,R_8g5Sv4Mk9mS4wdH,1,0,0,5,4,,,,,668a4af729a96f94df7e5c6e,2,valuation
1/22/2025 21:12,1/22/2025 21:14,0,100,119,1,1/22/2025 21:14,R_768Ee79u8LWxE6B,1,1,1,,,4,2,,,678b077bf2be50f732e48c3d,2,customers
1/22/2025 21:13,1/22/2025 21:14,0,100,19,1,1/22/2025 21:14,R_8mwpdUGliconW0Z,2,2,2,,,,,4,4,62b6eacb30532251b7eb05c1,2,competitors
1/22/2025 21:13,1/22/2025 21:14,0,100,50,1,1/22/2025 21:14,R_2HqcMll9j7njFQ1,1,1,1,,,,,4,4,677c11bc346d7ba49dae4d55,2,competitors
1/22/2025 21:13,1/22/2025 21:14,0,100,42,1,1/22/2025 21:14,R_8JEhrMHh85yU92h,0,1,0,,,,,4,3,672a57f001263d65e0a989d7,-2,competitors
1/22/2025 21:13,1/22/2025 21:14,0,100,47,1,1/22/2025 21:14,R_81oX2QxNFXnC0Sk,0,0,0,4,4,,,,,5ea320452d77060f49a6de2c,-2,valuation
1/22/2025 21:14,1/22/2025 21:14,0,100,15,1,1/22/2025 21:14,R_5mxnxkiOlMRpw9r,2,2,2,,,,,5,5,6759c03096ce79ade974d9a3,2,competitors
1/22/2025 21:13,1/22/2025 21:14,0,100,66,1,1/22/2025 21:14,R_2g6c6HZzsincvIX,1,1,1,,,,,3,3,5c28b31a0091e40001ca5030,-2,competitors
1/22/2025 21:13,1/22/2025 21:14,0,100,66,1,1/22/2025 21:14,R_7BzKZYHTf5OyKVT,2,2,0,,,,,4,1,6647fe44c0f7f1ffa369ac43,-2,competitors
1/22/2025 21:14,1/22/2025 21:14,0,100,20,1,1/22/2025 21:14,R_3iyeSzch2WZ8Wre,-2,-2,-2,,,,,3,3,59a4b7e0c9281e0001c1bc8f,-2,competitors
1/22/2025 21:14,1/22/2025 21:14,0,100,24,1,1/22/2025 21:14,R_8sdimKJWeQZ68o1,-1,-1,-1,,,,,2,4,668173a56ae4ada528986b1d,-2,competitors
1/22/2025 21:11,1/22/2025 21:14,0,100,204,1,1/22/2025 21:14,R_7li6hpMvZtWPeYq,1,0,-2,,,,,3,2,676598c1f6525ec5830bb0cd,-2,competitors
1/22/2025 21:12,1/22/2025 21:14,0,100,118,1,1/22/2025 21:14,R_2NrCiKrlXie6jsc,2,1,1,,,5,1,,,6659735512616c7213f71cce,2,customers
1/22/2025 21:14,1/22/2025 21:14,0,100,24,1,1/22/2025 21:14,R_8JIcMqKlkG0y3KN,1,0,0,,,,,3,3,66759b715db54424734117c5,-2,competitors
1/22/2025 21:14,1/22/2025 21:15,0,100,43,1,1/22/2025 21:15,R_2is93kl1DDqQW1O,2,1,1,,,5,1,,,673f29691d070410c81ce5f0,2,customers
1/22/2025 21:13,1/22/2025 21:15,0,100,80,1,1/22/2025 21:15,R_86rblBw2UA5KRTb,2,2,2,2,5,,,,,66a41543adadffb17baf40b8,-2,valuation
1/22/2025 21:14,1/22/2025 21:15,0,100,54,1,1/22/2025 21:15,R_6mOW4o9U0WqvkPx,-2,-1,-1,,,,,1,3,651c2cc23704dc10500ae77c,-2,competitors
1/22/2025 21:13,1/22/2025 21:15,0,100,84,1,1/22/2025 21:15,R_3OP7NGVA4Y3ypl9,2,1,2,,,,,5,4,674083da048a73d78070ea5b,-2,competitors
1/22/2025 21:14,1/22/2025 21:15,0,100,41,1,1/22/2025 21:15,R_777pELtmTE4X7YB,1,1,1,,,,,4,4,6787de7d7ba858268b4add09,2,competitors
1/22/2025 21:13,1/22/2025 21:15,0,100,160,1,1/22/2025 21:15,R_562yi7s8MoeoezM,-1,-1,-1,,,5,5,,,676cdc19e46f9dc90e66c26d,-2,customers
1/22/2025 21:14,1/22/2025 21:15,0,100,71,1,1/22/2025 21:15,R_6mxncFxh4oqLPS9,1,1,1,2,5,,,,,6738737373bf93fdec63581c,-2,valuation
1/22/2025 21:14,1/22/2025 21:15,0,100,73,1,1/22/2025 21:15,R_3hyeU3iX20O7MJp,-1,-1,-1,,,2,2,,,675f3be0be195f020b9fc600,-2,customers
1/22/2025 21:15,1/22/2025 21:15,0,100,23,1,1/22/2025 21:15,R_8cYacuTdqerdVTa,-1,0,-1,,,,,3,4,59fa3f3705d1d60001f149da,2,competitors
1/22/2025 21:14,1/22/2025 21:15,0,100,76,1,1/22/2025 21:15,R_8FL9uTRW5gvj0B3,1,1,0,4,2,,,,,6777aa2f0a10489eefc81c3d,2,valuation
1/22/2025 21:14,1/22/2025 21:15,0,100,69,1,1/22/2025 21:15,R_25ROKIe6U8gHsOF,2,2,2,,,4,5,,,678b75bd091d0dffba5a2e34,2,customers
1/22/2025 21:05,1/22/2025 21:16,0,100,645,1,1/22/2025 21:16,R_8oyAt9rkonUEa92,1,0,1,,,3,3,,,5883d68d300c0b000113db56,2,customers
1/22/2025 21:14,1/22/2025 21:16,0,100,66,1,1/22/2025 21:16,R_8NdjB4QTV1nUI6t,-1,1,1,,,,,4,4,67193f9198e6b0ae2feec6cb,-2,competitors
1/22/2025 21:15,1/22/2025 21:16,0,100,24,1,1/22/2025 21:16,R_3gYKTVZc93sXEgJ,-1,0,-1,,,4,4,,,66660a053b08e2a34f9b945c,-2,customers
1/22/2025 21:14,1/22/2025 21:16,0,100,102,1,1/22/2025 21:16,R_8rWKb0Lb1iO0b3b,1,1,1,,,4,5,,,672c7b4a1c2fb5ff8e15208c,-2,customers
1/22/2025 21:15,1/22/2025 21:16,0,100,43,1,1/22/2025 21:16,R_6e6CXDUhRf3Q9oJ,2,2,2,,,,,4,5,675d3e6aa363f8ece5e412d0,2,competitors
1/22/2025 21:15,1/22/2025 21:16,0,100,27,1,1/22/2025 21:16,R_8kNlyoa0ISq3VN7,-1,-1,-1,3,2,,,,,5a90460d1eda41000135f918,-2,valuation
1/22/2025 21:16,1/22/2025 21:16,0,100,24,1,1/22/2025 21:16,R_55FK9HYupxfvYeq,-1,0,-1,2,2,,,,,6785b753c0a136c4d98ed7a3,-2,valuation
1/22/2025 21:15,1/22/2025 21:17,0,100,76,1,1/22/2025 21:17,R_18AeHixAEmo9N9D,1,1,0,3,4,,,,,677aa475695df13079192139,-2,valuation
1/22/2025 21:16,1/22/2025 21:17,0,100,41,1,1/22/2025 21:17,R_1kuhzgdHR0Y51XP,-1,-1,-1,,,,,1,2,65d405587a8a0927fad54029,2,competitors
1/22/2025 21:16,1/22/2025 21:17,0,100,49,1,1/22/2025 21:17,R_8JFOlGLPkSgSEZr,0,0,0,,,4,3,,,6752122d8bb6cc4aa9fe9e5e,-2,customers
1/22/2025 21:16,1/22/2025 21:17,0,100,58,1,1/22/2025 21:17,R_86hxVWPMCJgMP0E,1,1,1,4,4,,,,,5962a5b29955ee00015bce98,2,valuation
1/22/2025 21:16,1/22/2025 21:17,0,100,39,1,1/22/2025 21:17,R_2uTFR6FLrhZPH2L,-2,-2,-2,,,2,2,,,5c2f587f70d93a000122ac27,2,customers
1/22/2025 21:14,1/22/2025 21:17,0,100,186,1,1/22/2025 21:17,R_2DARn0P0Vr28puF,-1,-1,-1,,,4,3,,,665adfcc9f26520c4307e228,-2,customers
1/22/2025 21:16,1/22/2025 21:17,0,100,66,1,1/22/2025 21:17,R_5pMZzdsghSa0uVH,-1,2,0,,,,,2,4,678f4e90d125c13585af4a4a,-2,competitors
1/22/2025 21:16,1/22/2025 21:18,0,100,91,1,1/22/2025 21:18,R_5FYArUaFuiuVkXv,1,2,0,5,2,,,,,673f119dd0373a3fb0d324f5,2,valuation
1/22/2025 21:17,1/22/2025 21:18,0,100,53,1,1/22/2025 21:18,R_5k0ogsQB5KkHqxD,1,1,1,,,,,3,4,671ff1697821f469f9b665f8,-2,competitors
1/22/2025 21:17,1/22/2025 21:18,0,100,26,1,1/22/2025 21:18,R_8VJU26Kn2yck4KM,0,-1,-1,4,4,,,,,66477005eafd0918c63ed325,2,valuation
