turkid,choice,round,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion
361E2725C24249A7AE18EA1937A16F6F,1,18,0,Flat,2025-09-12 19:10:41,2025-09-12 19:18:31,2025-09-12T19:17:35Z,18.378000020980835,470
361E2725C24249A7AE18EA1937A16F6F,2,19,0,Flat,2025-09-12 19:10:41,2025-09-12 19:18:31,2025-09-12T19:18:04Z,28.990000009536743,470
361E2725C24249A7AE18EA1937A16F6F,1,20,0,Flat,2025-09-12 19:10:41,2025-09-12 19:18:31,2025-09-12T19:18:23Z,19.41599988937378,470
E550F88BE6CE4D0894E8A7A0F2817EAD,2,1,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:15:46Z,0,263
E550F88BE6CE4D0894E8A7A0F2817EAD,1,2,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:15:57Z,11.001999855041504,263
E550F88BE6CE4D0894E8A7A0F2817EAD,0,3,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:16:12Z,14.446000099182129,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,4,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:16:20Z,8.327999830245972,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,5,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:16:35Z,15.183000087738037,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,6,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:16:57Z,21.13100004196167,263
E550F88BE6CE4D0894E8A7A0F2817EAD,0,7,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:17:09Z,12.90499997138977,263
E550F88BE6CE4D0894E8A7A0F2817EAD,0,8,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:17:20Z,10.980000019073486,263
E550F88BE6CE4D0894E8A7A0F2817EAD,1,9,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:17:29Z,8.977999925613403,263
E550F88BE6CE4D0894E8A7A0F2817EAD,0,10,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:17:42Z,13.032000064849854,263
E550F88BE6CE4D0894E8A7A0F2817EAD,1,11,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:17:54Z,11.963000059127808,263
E550F88BE6CE4D0894E8A7A0F2817EAD,0,12,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:18:04Z,9.63699984550476,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,13,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:18:31Z,26.59600019454956,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,14,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:18:37Z,6.172999858856201,263
E550F88BE6CE4D0894E8A7A0F2817EAD,1,15,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:18:48Z,11.370000123977661,263
E550F88BE6CE4D0894E8A7A0F2817EAD,0,16,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:19:01Z,12.347999811172485,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,17,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:19:11Z,10.166000127792358,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,18,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:19:24Z,12.825000047683716,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,19,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:19:39Z,15.078999996185303,263
E550F88BE6CE4D0894E8A7A0F2817EAD,2,20,0,Flat,2025-09-12 19:15:39,2025-09-12 19:20:02,2025-09-12T19:19:54Z,15.700999975204468,263
5EBF332C075D45F79B182475C7704A38,2,1,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:10:13Z,0,693
5EBF332C075D45F79B182475C7704A38,1,2,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:13:12Z,179.05000019073486,693
5EBF332C075D45F79B182475C7704A38,1,3,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:14:29Z,77.51799988746643,693
5EBF332C075D45F79B182475C7704A38,2,4,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:16:41Z,132.0329999923706,693
5EBF332C075D45F79B182475C7704A38,0,5,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:17:33Z,52.085999965667725,693
5EBF332C075D45F79B182475C7704A38,0,6,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:18:25Z,52.062999963760376,693
5EBF332C075D45F79B182475C7704A38,2,7,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:18:36Z,10.671000003814697,693
5EBF332C075D45F79B182475C7704A38,1,8,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:19:03Z,27.23900008201599,693
5EBF332C075D45F79B182475C7704A38,0,9,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:19:11Z,7.519999980926514,693
5EBF332C075D45F79B182475C7704A38,2,10,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:19:28Z,17.19700002670288,693
5EBF332C075D45F79B182475C7704A38,2,11,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:19:44Z,16.052000045776367,693
5EBF332C075D45F79B182475C7704A38,1,12,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:19:52Z,8.431999921798706,693
5EBF332C075D45F79B182475C7704A38,1,13,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:01Z,9.019000053405762,693
5EBF332C075D45F79B182475C7704A38,2,14,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:07Z,5.7149999141693115,693
5EBF332C075D45F79B182475C7704A38,0,15,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:17Z,10.1010000705719,693
5EBF332C075D45F79B182475C7704A38,2,16,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:25Z,7.4709999561309814,693
5EBF332C075D45F79B182475C7704A38,0,17,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:32Z,6.979000091552734,693
5EBF332C075D45F79B182475C7704A38,2,18,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:43Z,11.25,693
5EBF332C075D45F79B182475C7704A38,0,19,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:49Z,6.233000040054321,693
5EBF332C075D45F79B182475C7704A38,1,20,0,Flat,2025-09-12 19:09:25,2025-09-12 19:20:58,2025-09-12T19:20:54Z,4.849999904632568,693
1F11392E191E461C9499760D3ED2A5B7,2,1,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:08:00Z,0,1117
1F11392E191E461C9499760D3ED2A5B7,0,2,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:09:26Z,86.3309998512268,1117
1F11392E191E461C9499760D3ED2A5B7,2,3,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:10:33Z,66.51500010490417,1117
1F11392E191E461C9499760D3ED2A5B7,0,4,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:11:20Z,46.835999965667725,1117
1F11392E191E461C9499760D3ED2A5B7,1,5,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:12:22Z,62.38300013542175,1117
1F11392E191E461C9499760D3ED2A5B7,2,6,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:13:17Z,54.69999980926514,1117
1F11392E191E461C9499760D3ED2A5B7,1,7,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:14:23Z,66.7020001411438,1117
1F11392E191E461C9499760D3ED2A5B7,1,8,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:15:13Z,49.11299991607666,1117
1F11392E191E461C9499760D3ED2A5B7,0,9,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:15:58Z,45.13000011444092,1117
1F11392E191E461C9499760D3ED2A5B7,0,10,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:16:42Z,44.52199983596802,1117
1F11392E191E461C9499760D3ED2A5B7,1,11,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:17:24Z,41.587000131607056,1117
1F11392E191E461C9499760D3ED2A5B7,2,12,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:18:03Z,39.62999987602234,1117
1F11392E191E461C9499760D3ED2A5B7,2,13,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:18:39Z,35.46300005912781,1117
1F11392E191E461C9499760D3ED2A5B7,2,14,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:19:22Z,43.098000049591064,1117
1F11392E191E461C9499760D3ED2A5B7,0,15,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:20:08Z,45.639999866485596,1117
1F11392E191E461C9499760D3ED2A5B7,0,16,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:21:09Z,61.13300013542175,1117
1F11392E191E461C9499760D3ED2A5B7,0,17,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:21:58Z,49.388999938964844,1117
1F11392E191E461C9499760D3ED2A5B7,2,18,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:23:00Z,61.45300006866455,1117
1F11392E191E461C9499760D3ED2A5B7,0,19,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:23:35Z,35.70099997520447,1117
1F11392E191E461C9499760D3ED2A5B7,2,20,1,Increasing,2025-09-12 19:06:16,2025-09-12 19:24:53,2025-09-12T19:24:21Z,46.08200001716614,1117
C1517D46BA0548F09877CF49EA6C56A7,1,1,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:26Z,0,101
C1517D46BA0548F09877CF49EA6C56A7,1,2,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:33Z,6.434999942779541,101
C1517D46BA0548F09877CF49EA6C56A7,2,3,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:37Z,3.9660000801086426,101
C1517D46BA0548F09877CF49EA6C56A7,2,4,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:41Z,4.162999868392944,101
C1517D46BA0548F09877CF49EA6C56A7,2,5,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:45Z,4.236999988555908,101
C1517D46BA0548F09877CF49EA6C56A7,2,6,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:49Z,4.134999990463257,101
C1517D46BA0548F09877CF49EA6C56A7,2,7,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:54Z,4.818000078201294,101
C1517D46BA0548F09877CF49EA6C56A7,1,8,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:32:58Z,4.457000017166138,101
C1517D46BA0548F09877CF49EA6C56A7,1,9,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:03Z,4.507999897003174,101
C1517D46BA0548F09877CF49EA6C56A7,0,10,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:07Z,3.873000144958496,101
C1517D46BA0548F09877CF49EA6C56A7,1,11,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:10Z,3.5329999923706055,101
C1517D46BA0548F09877CF49EA6C56A7,2,12,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:15Z,5.050999879837036,101
C1517D46BA0548F09877CF49EA6C56A7,2,13,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:19Z,3.740000009536743,101
C1517D46BA0548F09877CF49EA6C56A7,2,14,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:24Z,4.962000131607056,101
C1517D46BA0548F09877CF49EA6C56A7,0,15,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:29Z,4.586999893188477,101
C1517D46BA0548F09877CF49EA6C56A7,0,16,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:35Z,6.700000047683716,101
C1517D46BA0548F09877CF49EA6C56A7,1,17,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:39Z,3.9549999237060547,101
C1517D46BA0548F09877CF49EA6C56A7,2,18,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:44Z,4.83899998664856,101
C1517D46BA0548F09877CF49EA6C56A7,1,19,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:48Z,4.236999988555908,101
C1517D46BA0548F09877CF49EA6C56A7,2,20,0,Flat,2025-09-12 19:32:17,2025-09-12 19:33:58,2025-09-12T19:33:53Z,4.607000112533569,101
78A80DD289D442C09F8ED5FD1FE7D3A9,1,1,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:26:29Z,0,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,2,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:26:37Z,8.519999980926514,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,3,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:26:47Z,9.407999992370605,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,4,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:26:52Z,4.920000076293945,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,5,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:26:58Z,6.375999927520752,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,6,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:04Z,6.198999881744385,132
78A80DD289D442C09F8ED5FD1FE7D3A9,0,7,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:10Z,5.323000192642212,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,8,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:15Z,5.174000024795532,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,9,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:21Z,6.375999927520752,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,10,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:26Z,4.53600001335144,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,11,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:30Z,3.942999839782715,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,12,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:33Z,3.8000001907348633,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,13,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:39Z,5.968999862670898,132
78A80DD289D442C09F8ED5FD1FE7D3A9,0,14,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:48Z,8.551000118255615,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,15,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:27:54Z,6.016000032424927,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,16,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:28:00Z,6.167999982833862,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,17,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:28:06Z,5.583999872207642,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,18,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:28:11Z,5.449000120162964,132
78A80DD289D442C09F8ED5FD1FE7D3A9,1,19,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:28:17Z,5.431999921798706,132
78A80DD289D442C09F8ED5FD1FE7D3A9,2,20,0,Flat,2025-09-12 19:26:14,2025-09-12 19:28:26,2025-09-12T19:28:21Z,4.286999940872192,132
B5900B0808DD42ED83FC37F090CEEECA,2,1,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:34:55Z,0,192
B5900B0808DD42ED83FC37F090CEEECA,0,2,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:05Z,9.963000059127808,192
B5900B0808DD42ED83FC37F090CEEECA,1,3,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:14Z,8.717999935150146,192
B5900B0808DD42ED83FC37F090CEEECA,2,4,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:20Z,6.676000118255615,192
B5900B0808DD42ED83FC37F090CEEECA,0,5,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:28Z,7.563999891281128,192
B5900B0808DD42ED83FC37F090CEEECA,2,6,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:35Z,6.835999965667725,192
B5900B0808DD42ED83FC37F090CEEECA,1,7,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:44Z,9.5,192
B5900B0808DD42ED83FC37F090CEEECA,1,8,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:35:54Z,9.891000032424927,192
B5900B0808DD42ED83FC37F090CEEECA,2,9,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:03Z,8.865000009536743,192
B5900B0808DD42ED83FC37F090CEEECA,0,10,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:11Z,8.194999933242798,192
B5900B0808DD42ED83FC37F090CEEECA,2,11,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:18Z,6.301000118255615,192
B5900B0808DD42ED83FC37F090CEEECA,0,12,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:32Z,14.08299994468689,192
B5900B0808DD42ED83FC37F090CEEECA,2,13,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:41Z,8.946000099182129,192
B5900B0808DD42ED83FC37F090CEEECA,0,14,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:46Z,5.735999822616577,192
B5900B0808DD42ED83FC37F090CEEECA,2,15,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:36:53Z,6.766999959945679,192
B5900B0808DD42ED83FC37F090CEEECA,1,16,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:37:01Z,7.69100022315979,192
B5900B0808DD42ED83FC37F090CEEECA,0,17,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:37:12Z,11.163999795913696,192
B5900B0808DD42ED83FC37F090CEEECA,2,18,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:37:18Z,5.892000198364258,192
B5900B0808DD42ED83FC37F090CEEECA,0,19,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:37:25Z,7.164999961853027,192
B5900B0808DD42ED83FC37F090CEEECA,0,20,1,Increasing,2025-09-12 19:34:38,2025-09-12 19:37:50,2025-09-12T19:37:30Z,5.430999994277954,192
6624AD9B1C9045258B912C9EA8A8FACC,2,1,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:14Z,0,141
6624AD9B1C9045258B912C9EA8A8FACC,1,2,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:26Z,11.864000082015991,141
6624AD9B1C9045258B912C9EA8A8FACC,1,3,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:34Z,7.996999979019165,141
6624AD9B1C9045258B912C9EA8A8FACC,2,4,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:40Z,5.450000047683716,141
6624AD9B1C9045258B912C9EA8A8FACC,0,5,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:45Z,4.852999925613403,141
6624AD9B1C9045258B912C9EA8A8FACC,1,6,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:50Z,5.700999975204468,141
6624AD9B1C9045258B912C9EA8A8FACC,1,7,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:34:57Z,6.440999984741211,141
6624AD9B1C9045258B912C9EA8A8FACC,1,8,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:03Z,5.924999952316284,141
6624AD9B1C9045258B912C9EA8A8FACC,2,9,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:09Z,5.943000078201294,141
6624AD9B1C9045258B912C9EA8A8FACC,2,10,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:13Z,4.125,141
6624AD9B1C9045258B912C9EA8A8FACC,1,11,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:18Z,5.477999925613403,141
6624AD9B1C9045258B912C9EA8A8FACC,2,12,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:23Z,5.272000074386597,141
6624AD9B1C9045258B912C9EA8A8FACC,2,13,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:28Z,4.648999929428101,141
6624AD9B1C9045258B912C9EA8A8FACC,2,14,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:34Z,6.071000099182129,141
6624AD9B1C9045258B912C9EA8A8FACC,0,15,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:39Z,4.601000070571899,141
6624AD9B1C9045258B912C9EA8A8FACC,1,16,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:44Z,5.746999979019165,141
6624AD9B1C9045258B912C9EA8A8FACC,2,17,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:51Z,6.567999839782715,141
6624AD9B1C9045258B912C9EA8A8FACC,2,18,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:35:55Z,4.337000131607056,141
6624AD9B1C9045258B912C9EA8A8FACC,0,19,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:36:00Z,4.132999897003174,141
6624AD9B1C9045258B912C9EA8A8FACC,2,20,0,Flat,2025-09-12 19:33:47,2025-09-12 19:36:08,2025-09-12T19:36:03Z,3.752000093460083,141
77870BB55C9245CEA85BCFEC0481DD32,0,1,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:34:48Z,0,121
77870BB55C9245CEA85BCFEC0481DD32,0,2,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:34:54Z,6.310999870300293,121
77870BB55C9245CEA85BCFEC0481DD32,1,3,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:01Z,6.424000024795532,121
77870BB55C9245CEA85BCFEC0481DD32,0,4,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:07Z,6.135999917984009,121
77870BB55C9245CEA85BCFEC0481DD32,0,5,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:13Z,5.927999973297119,121
77870BB55C9245CEA85BCFEC0481DD32,0,6,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:19Z,6.312000036239624,121
77870BB55C9245CEA85BCFEC0481DD32,2,7,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:29Z,10.160000085830688,121
77870BB55C9245CEA85BCFEC0481DD32,1,8,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:34Z,4.776000022888184,121
77870BB55C9245CEA85BCFEC0481DD32,1,9,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:41Z,6.941999912261963,121
77870BB55C9245CEA85BCFEC0481DD32,1,10,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:45Z,3.8570001125335693,121
77870BB55C9245CEA85BCFEC0481DD32,1,11,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:51Z,5.830999851226807,121
77870BB55C9245CEA85BCFEC0481DD32,1,12,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:35:57Z,5.777000188827515,121
77870BB55C9245CEA85BCFEC0481DD32,0,13,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:02Z,5.303999900817871,121
77870BB55C9245CEA85BCFEC0481DD32,0,14,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:06Z,4.11899995803833,121
77870BB55C9245CEA85BCFEC0481DD32,0,15,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:11Z,5.265000104904175,121
77870BB55C9245CEA85BCFEC0481DD32,0,16,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:15Z,4.031999826431274,121
77870BB55C9245CEA85BCFEC0481DD32,0,17,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:20Z,5.192000150680542,121
77870BB55C9245CEA85BCFEC0481DD32,0,18,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:25Z,4.0950000286102295,121
77870BB55C9245CEA85BCFEC0481DD32,0,19,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:30Z,4.9679999351501465,121
77870BB55C9245CEA85BCFEC0481DD32,0,20,1,Increasing,2025-09-12 19:34:36,2025-09-12 19:36:37,2025-09-12T19:36:34Z,4.697000026702881,121
0B7EA3BD810140FCA3ACD39A85FC2352,2,1,1,Increasing,2025-09-12 19:33:35,2025-09-12 19:38:39,2025-09-12T19:33:58Z,0,304
0B7EA3BD810140FCA3ACD39A85FC2352,1,2,1,Increasing,2025-09-12 19:33:35,2025-09-12 19:38:39,2025-09-12T19:34:06Z,7.374000072479248,304
