turkid,choice,round,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion,project,project_chosen,valuation,activity,customers,competitors
F126803249334922BA0AC903107A47A4,0,4,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:12Z,14.884000062942505,282,0,1,2500000,Robotics,14000,7
F126803249334922BA0AC903107A47A4,0,4,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:12Z,14.884000062942505,282,1,0,2100000,Electronics,7000,7
F126803249334922BA0AC903107A47A4,2,5,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:29Z,16.384000062942505,282,2,1,1000000,Robotics,6000,6
F126803249334922BA0AC903107A47A4,2,5,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:29Z,16.384000062942505,282,0,0,500000,Robotics,3000,14
F126803249334922BA0AC903107A47A4,2,5,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:29Z,16.384000062942505,282,1,0,1100000,Electronics,2000,9
F126803249334922BA0AC903107A47A4,1,6,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:35Z,6.134999990463257,282,2,0,900000,Robotics,14000,6
F126803249334922BA0AC903107A47A4,1,6,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:35Z,6.134999990463257,282,0,0,500000,Biotechnology,2000,7
F126803249334922BA0AC903107A47A4,1,6,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:35Z,6.134999990463257,282,1,1,1800000,Electronics,8000,5
F126803249334922BA0AC903107A47A4,2,7,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:42Z,7.132999897003174,282,2,1,2900000,Electronics,9000,9
F126803249334922BA0AC903107A47A4,2,7,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:42Z,7.132999897003174,282,0,0,2900000,Biotechnology,12000,6
F126803249334922BA0AC903107A47A4,2,7,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:05:42Z,7.132999897003174,282,1,0,2400000,Robotics,8000,5
F126803249334922BA0AC903107A47A4,1,8,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:00Z,17.998000144958496,282,2,0,2100000,Robotics,4000,13
F126803249334922BA0AC903107A47A4,1,8,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:00Z,17.998000144958496,282,0,0,800000,Electronics,12000,8
F126803249334922BA0AC903107A47A4,1,8,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:00Z,17.998000144958496,282,1,1,2600000,Electronics,4000,7
F126803249334922BA0AC903107A47A4,2,9,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:10Z,9.684999942779541,282,2,1,800000,Biotechnology,5000,5
F126803249334922BA0AC903107A47A4,2,9,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:10Z,9.684999942779541,282,0,0,1600000,Electronics,3000,10
F126803249334922BA0AC903107A47A4,2,9,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:10Z,9.684999942779541,282,1,0,700000,Electronics,12000,7
F126803249334922BA0AC903107A47A4,0,10,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:18Z,7.898999929428101,282,2,0,3000000,Biotechnology,14000,8
F126803249334922BA0AC903107A47A4,0,10,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:18Z,7.898999929428101,282,0,1,700000,Robotics,3000,2
F126803249334922BA0AC903107A47A4,0,10,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:18Z,7.898999929428101,282,1,0,1000000,Electronics,7000,5
F126803249334922BA0AC903107A47A4,0,11,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:25Z,7.884000062942505,282,2,0,1800000,Biotechnology,11000,12
F126803249334922BA0AC903107A47A4,0,11,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:25Z,7.884000062942505,282,0,1,2000000,Robotics,6000,9
F126803249334922BA0AC903107A47A4,0,11,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:25Z,7.884000062942505,282,1,0,800000,Biotechnology,9000,2
F126803249334922BA0AC903107A47A4,0,12,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:31Z,5.132999897003174,282,2,0,2600000,Electronics,5000,12
F126803249334922BA0AC903107A47A4,0,12,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:31Z,5.132999897003174,282,0,1,2000000,Biotechnology,4000,9
F126803249334922BA0AC903107A47A4,0,12,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:31Z,5.132999897003174,282,1,0,1800000,Electronics,2000,9
F126803249334922BA0AC903107A47A4,1,13,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:46Z,15.287000179290771,282,2,0,2700000,Biotechnology,14000,2
F126803249334922BA0AC903107A47A4,1,13,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:46Z,15.287000179290771,282,0,0,1800000,Robotics,11000,9
F126803249334922BA0AC903107A47A4,1,13,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:06:46Z,15.287000179290771,282,1,1,2100000,Robotics,14000,5
F126803249334922BA0AC903107A47A4,0,14,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:00Z,13.995999813079834,282,2,0,2200000,Robotics,6000,3
F126803249334922BA0AC903107A47A4,0,14,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:00Z,13.995999813079834,282,0,1,700000,Robotics,3000,12
F126803249334922BA0AC903107A47A4,0,14,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:00Z,13.995999813079834,282,1,0,1200000,Biotechnology,5000,10
F126803249334922BA0AC903107A47A4,0,15,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:10Z,9.900000095367432,282,2,0,1900000,Biotechnology,6000,8
F126803249334922BA0AC903107A47A4,0,15,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:10Z,9.900000095367432,282,0,1,500000,Biotechnology,6000,5
F126803249334922BA0AC903107A47A4,0,15,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:10Z,9.900000095367432,282,1,0,1500000,Electronics,11000,8
F126803249334922BA0AC903107A47A4,1,16,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:18Z,8.717999935150146,282,2,0,1600000,Electronics,7000,4
F126803249334922BA0AC903107A47A4,1,16,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:18Z,8.717999935150146,282,0,0,1900000,Electronics,7000,4
F126803249334922BA0AC903107A47A4,1,16,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:18Z,8.717999935150146,282,1,1,800000,Electronics,11000,8
F126803249334922BA0AC903107A47A4,2,17,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:26Z,7.631999969482422,282,2,1,1600000,Robotics,14000,5
F126803249334922BA0AC903107A47A4,2,17,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:26Z,7.631999969482422,282,0,0,1300000,Robotics,4000,2
F126803249334922BA0AC903107A47A4,2,17,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:26Z,7.631999969482422,282,1,0,2900000,Electronics,8000,2
F126803249334922BA0AC903107A47A4,1,18,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:37Z,10.917999982833862,282,2,0,1800000,Robotics,6000,3
F126803249334922BA0AC903107A47A4,1,18,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:37Z,10.917999982833862,282,0,0,1300000,Biotechnology,3000,4
F126803249334922BA0AC903107A47A4,1,18,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:07:37Z,10.917999982833862,282,1,1,1400000,Biotechnology,14000,4
F126803249334922BA0AC903107A47A4,0,19,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:08:27Z,49.717000007629395,282,2,0,900000,Robotics,12000,8
F126803249334922BA0AC903107A47A4,0,19,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:08:27Z,49.717000007629395,282,0,1,800000,Robotics,8000,6
F126803249334922BA0AC903107A47A4,0,19,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:08:27Z,49.717000007629395,282,1,0,2000000,Robotics,12000,11
F126803249334922BA0AC903107A47A4,0,20,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:08:34Z,7.549000024795532,282,2,0,2700000,Electronics,8000,9
F126803249334922BA0AC903107A47A4,0,20,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:08:34Z,7.549000024795532,282,0,1,1300000,Robotics,2000,10
F126803249334922BA0AC903107A47A4,0,20,0,Flat,2025-09-12 19:03:58,2025-09-12 19:08:40,2025-09-12T19:08:34Z,7.549000024795532,282,1,0,500000,Biotechnology,12000,11
AD4BA5DB93584466808304FC02155D29,2,1,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:04Z,0,183,2,1,1200000,Robotics,3000,5
AD4BA5DB93584466808304FC02155D29,2,1,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:04Z,0,183,0,0,1000000,Electronics,11000,7
AD4BA5DB93584466808304FC02155D29,2,1,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:04Z,0,183,1,0,2300000,Electronics,8000,10
AD4BA5DB93584466808304FC02155D29,1,2,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:17Z,13.246000051498413,183,2,0,2000000,Electronics,13000,12
AD4BA5DB93584466808304FC02155D29,1,2,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:17Z,13.246000051498413,183,0,0,1900000,Robotics,14000,12
AD4BA5DB93584466808304FC02155D29,1,2,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:17Z,13.246000051498413,183,1,1,2600000,Electronics,2000,9
AD4BA5DB93584466808304FC02155D29,1,3,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:23Z,5.968999862670898,183,2,0,500000,Biotechnology,11000,14
AD4BA5DB93584466808304FC02155D29,1,3,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:23Z,5.968999862670898,183,0,0,800000,Robotics,9000,9
AD4BA5DB93584466808304FC02155D29,1,3,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:23Z,5.968999862670898,183,1,1,500000,Electronics,5000,7
AD4BA5DB93584466808304FC02155D29,2,4,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:30Z,6.930999994277954,183,2,1,2100000,Biotechnology,3000,5
AD4BA5DB93584466808304FC02155D29,2,4,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:30Z,6.930999994277954,183,0,0,2500000,Robotics,14000,7
AD4BA5DB93584466808304FC02155D29,2,4,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:30Z,6.930999994277954,183,1,0,2100000,Electronics,7000,7
AD4BA5DB93584466808304FC02155D29,0,5,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:36Z,5.9710001945495605,183,2,0,1000000,Robotics,6000,6
AD4BA5DB93584466808304FC02155D29,0,5,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:36Z,5.9710001945495605,183,0,1,500000,Robotics,3000,14
AD4BA5DB93584466808304FC02155D29,0,5,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:36Z,5.9710001945495605,183,1,0,1100000,Electronics,2000,9
AD4BA5DB93584466808304FC02155D29,2,6,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:44Z,8.73799991607666,183,2,1,900000,Robotics,14000,6
AD4BA5DB93584466808304FC02155D29,2,6,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:44Z,8.73799991607666,183,0,0,500000,Biotechnology,2000,7
AD4BA5DB93584466808304FC02155D29,2,6,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:44Z,8.73799991607666,183,1,0,1800000,Electronics,8000,5
AD4BA5DB93584466808304FC02155D29,0,7,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:56Z,11.32800006866455,183,2,0,2900000,Electronics,9000,9
AD4BA5DB93584466808304FC02155D29,0,7,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:56Z,11.32800006866455,183,0,1,2900000,Biotechnology,12000,6
AD4BA5DB93584466808304FC02155D29,0,7,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:06:56Z,11.32800006866455,183,1,0,2400000,Robotics,8000,5
AD4BA5DB93584466808304FC02155D29,0,8,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:11Z,14.90399980545044,183,2,0,2100000,Robotics,4000,13
AD4BA5DB93584466808304FC02155D29,0,8,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:11Z,14.90399980545044,183,0,1,800000,Electronics,12000,8
AD4BA5DB93584466808304FC02155D29,0,8,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:11Z,14.90399980545044,183,1,0,2600000,Electronics,4000,7
AD4BA5DB93584466808304FC02155D29,0,9,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:18Z,7.170000076293945,183,2,0,800000,Biotechnology,5000,5
AD4BA5DB93584466808304FC02155D29,0,9,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:18Z,7.170000076293945,183,0,1,1600000,Electronics,3000,10
AD4BA5DB93584466808304FC02155D29,0,9,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:18Z,7.170000076293945,183,1,0,700000,Electronics,12000,7
AD4BA5DB93584466808304FC02155D29,0,10,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:24Z,6.292999982833862,183,2,0,3000000,Biotechnology,14000,8
AD4BA5DB93584466808304FC02155D29,0,10,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:24Z,6.292999982833862,183,0,1,700000,Robotics,3000,2
AD4BA5DB93584466808304FC02155D29,0,10,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:24Z,6.292999982833862,183,1,0,1000000,Electronics,7000,5
AD4BA5DB93584466808304FC02155D29,1,11,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:29Z,4.482000112533569,183,2,0,1800000,Biotechnology,11000,12
AD4BA5DB93584466808304FC02155D29,1,11,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:29Z,4.482000112533569,183,0,0,2000000,Robotics,6000,9
AD4BA5DB93584466808304FC02155D29,1,11,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:29Z,4.482000112533569,183,1,1,800000,Biotechnology,9000,2
AD4BA5DB93584466808304FC02155D29,0,12,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:37Z,8.037999868392944,183,2,0,2600000,Electronics,5000,12
AD4BA5DB93584466808304FC02155D29,0,12,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:37Z,8.037999868392944,183,0,1,2000000,Biotechnology,4000,9
AD4BA5DB93584466808304FC02155D29,0,12,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:37Z,8.037999868392944,183,1,0,1800000,Electronics,2000,9
AD4BA5DB93584466808304FC02155D29,2,13,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:42Z,4.963000059127808,183,2,1,2700000,Biotechnology,14000,2
AD4BA5DB93584466808304FC02155D29,2,13,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:42Z,4.963000059127808,183,0,0,1800000,Robotics,11000,9
AD4BA5DB93584466808304FC02155D29,2,13,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:42Z,4.963000059127808,183,1,0,2100000,Robotics,14000,5
AD4BA5DB93584466808304FC02155D29,2,14,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:49Z,6.976000070571899,183,2,1,2200000,Robotics,6000,3
AD4BA5DB93584466808304FC02155D29,2,14,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:49Z,6.976000070571899,183,0,0,700000,Robotics,3000,12
AD4BA5DB93584466808304FC02155D29,2,14,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:49Z,6.976000070571899,183,1,0,1200000,Biotechnology,5000,10
AD4BA5DB93584466808304FC02155D29,0,15,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:54Z,5.83299994468689,183,2,0,1900000,Biotechnology,6000,8
AD4BA5DB93584466808304FC02155D29,0,15,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:54Z,5.83299994468689,183,0,1,500000,Biotechnology,6000,5
AD4BA5DB93584466808304FC02155D29,0,15,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:07:54Z,5.83299994468689,183,1,0,1500000,Electronics,11000,8
AD4BA5DB93584466808304FC02155D29,0,16,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:03Z,8.52999997138977,183,2,0,1600000,Electronics,7000,4
AD4BA5DB93584466808304FC02155D29,0,16,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:03Z,8.52999997138977,183,0,1,1900000,Electronics,7000,4
AD4BA5DB93584466808304FC02155D29,0,16,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:03Z,8.52999997138977,183,1,0,800000,Electronics,11000,8
AD4BA5DB93584466808304FC02155D29,1,17,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:10Z,6.885999917984009,183,2,0,1600000,Robotics,14000,5
AD4BA5DB93584466808304FC02155D29,1,17,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:10Z,6.885999917984009,183,0,0,1300000,Robotics,4000,2
AD4BA5DB93584466808304FC02155D29,1,17,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:10Z,6.885999917984009,183,1,1,2900000,Electronics,8000,2
AD4BA5DB93584466808304FC02155D29,1,18,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:30Z,20.453999996185303,183,2,0,1800000,Robotics,6000,3
AD4BA5DB93584466808304FC02155D29,1,18,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:30Z,20.453999996185303,183,0,0,1300000,Biotechnology,3000,4
AD4BA5DB93584466808304FC02155D29,1,18,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:30Z,20.453999996185303,183,1,1,1400000,Biotechnology,14000,4
AD4BA5DB93584466808304FC02155D29,0,19,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:37Z,6.361999988555908,183,2,0,900000,Robotics,12000,8
AD4BA5DB93584466808304FC02155D29,0,19,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:37Z,6.361999988555908,183,0,1,800000,Robotics,8000,6
AD4BA5DB93584466808304FC02155D29,0,19,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:37Z,6.361999988555908,183,1,0,2000000,Robotics,12000,11
AD4BA5DB93584466808304FC02155D29,0,20,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:43Z,6.045000076293945,183,2,0,2700000,Electronics,8000,9
AD4BA5DB93584466808304FC02155D29,0,20,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:43Z,6.045000076293945,183,0,1,1300000,Robotics,2000,10
AD4BA5DB93584466808304FC02155D29,0,20,0,Flat,2025-09-12 19:05:43,2025-09-12 19:08:46,2025-09-12T19:08:43Z,6.045000076293945,183,1,0,500000,Biotechnology,12000,11
416EBD8D331F46B39221A4C38A815F35,0,1,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:15Z,0,166,2,0,1200000,Robotics,3000,5
416EBD8D331F46B39221A4C38A815F35,0,1,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:15Z,0,166,0,1,1000000,Electronics,11000,7
416EBD8D331F46B39221A4C38A815F35,0,1,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:15Z,0,166,1,0,2300000,Electronics,8000,10
416EBD8D331F46B39221A4C38A815F35,0,2,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:21Z,5.9649999141693115,166,2,0,2000000,Electronics,13000,12
416EBD8D331F46B39221A4C38A815F35,0,2,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:21Z,5.9649999141693115,166,0,1,1900000,Robotics,14000,12
416EBD8D331F46B39221A4C38A815F35,0,2,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:21Z,5.9649999141693115,166,1,0,2600000,Electronics,2000,9
416EBD8D331F46B39221A4C38A815F35,1,3,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:26Z,5.1570000648498535,166,2,0,500000,Biotechnology,11000,14
416EBD8D331F46B39221A4C38A815F35,1,3,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:26Z,5.1570000648498535,166,0,0,800000,Robotics,9000,9
416EBD8D331F46B39221A4C38A815F35,1,3,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:26Z,5.1570000648498535,166,1,1,500000,Electronics,5000,7
416EBD8D331F46B39221A4C38A815F35,2,4,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:38Z,11.184999942779541,166,2,1,2100000,Biotechnology,3000,5
416EBD8D331F46B39221A4C38A815F35,2,4,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:38Z,11.184999942779541,166,0,0,2500000,Robotics,14000,7
416EBD8D331F46B39221A4C38A815F35,2,4,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:38Z,11.184999942779541,166,1,0,2100000,Electronics,7000,7
416EBD8D331F46B39221A4C38A815F35,1,5,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:44Z,6.446000099182129,166,2,0,1000000,Robotics,6000,6
416EBD8D331F46B39221A4C38A815F35,1,5,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:44Z,6.446000099182129,166,0,0,500000,Robotics,3000,14
416EBD8D331F46B39221A4C38A815F35,1,5,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:44Z,6.446000099182129,166,1,1,1100000,Electronics,2000,9
416EBD8D331F46B39221A4C38A815F35,0,6,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:47Z,3.069999933242798,166,2,0,900000,Robotics,14000,6
416EBD8D331F46B39221A4C38A815F35,0,6,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:47Z,3.069999933242798,166,0,1,500000,Biotechnology,2000,7
416EBD8D331F46B39221A4C38A815F35,0,6,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:47Z,3.069999933242798,166,1,0,1800000,Electronics,8000,5
416EBD8D331F46B39221A4C38A815F35,2,7,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:50Z,3.2890000343322754,166,2,1,2900000,Electronics,9000,9
416EBD8D331F46B39221A4C38A815F35,2,7,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:50Z,3.2890000343322754,166,0,0,2900000,Biotechnology,12000,6
416EBD8D331F46B39221A4C38A815F35,2,7,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:50Z,3.2890000343322754,166,1,0,2400000,Robotics,8000,5
416EBD8D331F46B39221A4C38A815F35,1,8,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:53Z,2.8970000743865967,166,2,0,2100000,Robotics,4000,13
416EBD8D331F46B39221A4C38A815F35,1,8,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:53Z,2.8970000743865967,166,0,0,800000,Electronics,12000,8
416EBD8D331F46B39221A4C38A815F35,1,8,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:06:53Z,2.8970000743865967,166,1,1,2600000,Electronics,4000,7
416EBD8D331F46B39221A4C38A815F35,0,9,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:00Z,6.5329999923706055,166,2,0,800000,Biotechnology,5000,5
416EBD8D331F46B39221A4C38A815F35,0,9,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:00Z,6.5329999923706055,166,0,1,1600000,Electronics,3000,10
416EBD8D331F46B39221A4C38A815F35,0,9,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:00Z,6.5329999923706055,166,1,0,700000,Electronics,12000,7
416EBD8D331F46B39221A4C38A815F35,0,10,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:04Z,4.483000040054321,166,2,0,3000000,Biotechnology,14000,8
416EBD8D331F46B39221A4C38A815F35,0,10,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:04Z,4.483000040054321,166,0,1,700000,Robotics,3000,2
416EBD8D331F46B39221A4C38A815F35,0,10,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:04Z,4.483000040054321,166,1,0,1000000,Electronics,7000,5
416EBD8D331F46B39221A4C38A815F35,0,11,0,Flat,2025-09-12 19:06:01,2025-09-12 19:08:47,2025-09-12T19:07:07Z,2.8309998512268066,166,2,0,1800000,Biotechnology,11000,12
