Duration_Post,StartDate_Post,EndDate_Post,CouldLearn_1,CouldLearn_2,CouldLearn_3,Confidence_NC,Confidence_MS,Confidence_CV,Slope,turkid,condid
55,9/12/2025 21:39,9/12/2025 21:39,1,1,1,2,4,5,2,EAE68B50BF554BB98887D33DA5649699,0
42,9/12/2025 21:39,9/12/2025 21:39,1,0,1,3,4,3,2,B8C332A22CDC4490857B5A753E5CEFE5,0
47,9/12/2025 21:39,9/12/2025 21:40,1,0,1,3,4,2,2,554BDE3767C84AF2875123A0CF05F93F,0
42,9/12/2025 21:39,9/12/2025 21:40,0,0,-1,4,2,2,1,AD8917AA8F984AC58297D9DE8437A53B,1
47,9/12/2025 21:39,9/12/2025 21:40,-1,-1,-1,3,3,1,2,126288A90D6942B1BD6AF60887D265C8,0
79,9/12/2025 21:39,9/12/2025 21:40,2,1,0,5,5,4,1,55164443558F448B84B9393452B53167,0
24,9/12/2025 21:40,9/12/2025 21:40,1,1,1,1,4,4,1,460377C84D3544BBB6455F0B95CA7119,1
198,9/12/2025 21:37,9/12/2025 21:40,1,1,1,4,2,2,2,F274AA97815F47B3830C355BC4EE7BE9,0
48,9/12/2025 21:39,9/12/2025 21:40,-1,-1,-2,2,3,2,1,B473D3A2EBFE40B49DC6F6AD49BD8365,0
46,9/12/2025 21:39,9/12/2025 21:40,1,0,0,4,4,1,1,EC24DBE6E1BD427EB21D392A35955224,1
89,9/12/2025 21:39,9/12/2025 21:40,1,1,1,3,4,3,1,20BBD8537EB741D0908AFFF0683DE8FA,0
51,9/12/2025 21:39,9/12/2025 21:40,1,0,1,3,4,2,1,840C2E8902B042A4A305A4A7A17E8A0B,1
43,9/12/2025 21:39,9/12/2025 21:40,1,1,0,4,3,3,2,080C5341810B4EB5A1F4006E1424291D,0
37,9/12/2025 21:40,9/12/2025 21:40,2,1,2,4,5,2,1,708F558790154727BB299AD112BBF140,1
147,9/12/2025 21:38,9/12/2025 21:40,0,0,0,1,3,1,1,3411B9294FDF4916AFB5B94FD439C954,0
73,9/12/2025 21:39,9/12/2025 21:40,-1,-1,-1,4,4,4,2,D033CE056825486F978F8F9AA8414D6F,0
52,9/12/2025 21:39,9/12/2025 21:40,1,1,1,5,5,3,1,6229CAB9B37748198D6BE87AA745B14F,1
45,9/12/2025 21:40,9/12/2025 21:40,-1,-1,-1,4,4,2,1,B0816C11EF7D49E887F8D5A820C01CAA,1
53,9/12/2025 21:40,9/12/2025 21:40,1,1,1,3,5,5,1,B75F7557D57144459561F904A6749205,1
45,9/12/2025 21:40,9/12/2025 21:40,2,2,2,5,5,5,2,937393C33E48471F89017634B44839BC,1
79,9/12/2025 21:39,9/12/2025 21:41,1,1,1,2,4,4,1,13C07934492248F6AFD9373F32C6992B,0
80,9/12/2025 21:39,9/12/2025 21:41,1,1,1,2,4,4,1,8B5A533B4DAE49779A8FB33FC19D2AC3,1
58,9/12/2025 21:40,9/12/2025 21:41,1,1,0,4,4,3,1,757A0F561B334FA1880A22D268D6861B,1
66,9/12/2025 21:40,9/12/2025 21:41,1,1,1,3,4,5,1,8B03ECB66D804B37965AC5C6A5226B52,1
26,9/12/2025 21:40,9/12/2025 21:41,1,1,1,2,5,3,1,5FFB8757456B4C0BA2615EBF53D6BB32,1
53,9/12/2025 21:40,9/12/2025 21:41,-1,-1,-2,2,2,3,2,C4C2CFA0EC8D47A7896C7F7F484ECB3C,0
30,9/12/2025 21:40,9/12/2025 21:41,1,1,0,4,4,4,1,860367F0A6834CFAB9DAB9928E7C6108,1
32,9/12/2025 21:40,9/12/2025 21:41,1,1,1,4,4,2,1,A84491FD56F94C5C97FB801DFEFABBAD,1
26,9/12/2025 21:41,9/12/2025 21:41,-1,-1,-1,2,2,5,2,79A6CA4A11904E1A92F92385D609E206,1
68,9/12/2025 21:40,9/12/2025 21:41,1,2,2,1,5,3,1,D97AC09DC37641E181B59192611BB132,1
28,9/12/2025 21:41,9/12/2025 21:41,1,2,1,4,4,5,2,AD780FCAC1644177A2FE5F0AB3262F7C,0
64,9/12/2025 21:40,9/12/2025 21:41,-1,-1,-1,2,4,2,2,FC568F2D9B40404E8431EE0B02D663BB,0
31,9/12/2025 21:41,9/12/2025 21:41,-2,-2,-2,1,1,1,1,619C1DE380C64DC08BEEA5E3E1B5DA05,1
60,9/12/2025 21:40,9/12/2025 21:41,1,1,1,5,5,3,2,3C07AD5EA91D453AAFFA3FD5EA7F29A4,0
65,9/12/2025 21:40,9/12/2025 21:41,1,2,1,4,4,2,1,17B78DBDD1364BE981C21F5A8363E0EB,0
85,9/12/2025 21:40,9/12/2025 21:41,-1,-2,-1,5,3,2,2,E2AAE76EB95F47B496A683F7896FE96A,0
188,9/12/2025 21:38,9/12/2025 21:42,1,2,1,2,4,5,2,809C476C92A04A67851DF9E52C91C204,1
77,9/12/2025 21:40,9/12/2025 21:42,1,1,2,1,3,5,1,EEBEE33F685E4D04B4A9DAA9D76D7DC2,1
66,9/12/2025 21:40,9/12/2025 21:42,-1,-1,1,4,4,2,2,28DD8527B33D4ADA9FD1E0F3BE4C3463,0
46,9/12/2025 21:41,9/12/2025 21:42,1,2,1,3,3,2,1,6F7A7C36760D4127B5C6188429C267D9,1
27,9/12/2025 21:41,9/12/2025 21:42,-2,-2,-2,1,1,1,2,0E7E5B21DF7544188397958003572AC3,0
76,9/12/2025 21:40,9/12/2025 21:42,2,1,1,4,4,3,2,E2FC50F88EE84CACB478957B2772C1ED,1
38,9/12/2025 21:41,9/12/2025 21:42,0,0,1,2,4,3,1,F6586134F687435A9064E1C721EBC99F,1
152,9/12/2025 21:39,9/12/2025 21:42,1,1,-1,4,3,2,1,E01C9210356646AA9185414ECC61C26D,0
56,9/12/2025 21:41,9/12/2025 21:42,1,1,1,2,4,4,1,42789844776D4326AD915C5559D7F776,1
71,9/12/2025 21:41,9/12/2025 21:42,1,1,1,2,4,4,1,8DEA6617F99B49438DB23EDF868D80E1,0
70,9/12/2025 21:41,9/12/2025 21:42,1,1,1,5,4,4,2,D752C7685F7C495E89B4B1EA4422EE6D,1
31,9/12/2025 21:41,9/12/2025 21:42,2,2,2,5,5,5,2,B7BCC484B8354EA690EA40756B9A34C6,1
46,9/12/2025 21:41,9/12/2025 21:42,-1,-1,-1,3,3,3,1,13AA4A7F419C4C999AF5377E6EDB7C6E,1
138,9/12/2025 21:40,9/12/2025 21:42,-1,-1,-2,2,4,3,1,29D0B8A97C2B44449DB8F3A27D485287,1
26,9/12/2025 21:42,9/12/2025 21:42,1,1,1,4,3,4,1,8EF4D8DE818943E7BA305EA1CF63C089,1
51,9/12/2025 21:41,9/12/2025 21:42,-1,-1,-1,3,1,1,1,5F026F06CA5A4400B8DA7A0EFBAB72D5,1
45,9/12/2025 21:42,9/12/2025 21:42,-1,1,-1,4,4,2,2,9727383E1C4C4211ACFF11573E283254,0
47,9/12/2025 21:42,9/12/2025 21:42,1,1,1,2,4,4,1,A642B145D1B744B488FB2B11DBD89C9D,1
63,9/12/2025 21:42,9/12/2025 21:43,-1,-1,-1,4,5,3,2,55932BB3515D41AB982F0BCEBC4261EC,0
105,9/12/2025 21:41,9/12/2025 21:43,1,1,1,3,4,5,2,F1F2488251E4446D9D79DF1E9BC2B3F4,0
30,9/12/2025 21:42,9/12/2025 21:43,1,1,1,3,5,4,1,ED9A8849B97549E7B49FF01230BC550F,1
60,9/12/2025 21:42,9/12/2025 21:43,2,2,2,4,4,5,1,9495EA7224D1497AA9C08D2BFB46CC87,0
62,9/12/2025 21:42,9/12/2025 21:43,0,0,0,4,4,2,1,68D3742DAADC4F7B941EBBE62BE3F527,1
42,9/12/2025 21:42,9/12/2025 21:43,1,1,1,1,4,4,1,92DB030D4C3D4663AC3752B4270D808B,1
84,9/12/2025 21:42,9/12/2025 21:43,1,2,1,5,4,2,1,231BD625B1704D03A63AA0AB0AC84ADC,0
43,9/12/2025 21:42,9/12/2025 21:43,1,1,1,2,2,2,1,76B4C3F69B37417CABF3D8F6DB1D82EF,0
38,9/12/2025 21:43,9/12/2025 21:43,-1,-1,-1,2,2,3,1,0616071B54B448B49AA23C6BB441282B,0
37,9/12/2025 21:43,9/12/2025 21:43,-2,-2,-2,3,2,3,2,1013D53ACC8A4A2099E0C9A7734B84F8,0
59,9/12/2025 21:42,9/12/2025 21:43,0,-1,-1,2,2,2,2,3C4425C7BF0D401DB736A8D78F581AD3,0
84,9/12/2025 21:42,9/12/2025 21:43,-2,-2,-2,1,4,3,1,7A335C41F7094ACCB109D7088BB721E2,0
43,9/12/2025 21:43,9/12/2025 21:43,2,2,2,5,5,5,1,C5EA467FAB7F4CDEADEFADCADB131F09,1
78,9/12/2025 21:42,9/12/2025 21:44,1,1,2,4,3,2,1,68B562F235304806B30C73C176B2399B,0
37,9/12/2025 21:43,9/12/2025 21:44,-1,0,0,1,3,3,2,1DB8F24720134D3D907C34B702DD656A,0
44,9/12/2025 21:43,9/12/2025 21:44,1,1,1,5,5,1,1,1511B9CA5B0646E2AECE5A3E7D217C29,1
56,9/12/2025 21:43,9/12/2025 21:44,1,1,1,3,4,1,1,92944B3EB86A4422A06A06D4FB57D112,0
106,9/12/2025 21:42,9/12/2025 21:44,-1,0,0,3,3,4,2,534F2B101F664EB2AB534067042C57AB,0
80,9/12/2025 21:43,9/12/2025 21:44,1,1,1,4,4,2,1,1559DD7678244AEA8CFDA9397C55CA2A,0
90,9/12/2025 21:42,9/12/2025 21:44,1,1,1,2,2,4,1,8E9D7C803E554A97A657CDAD5D714B7B,1
72,9/12/2025 21:43,9/12/2025 21:44,1,1,1,4,4,3,1,5A33B776584B475DB145F0DEE5B16C44,1
114,9/12/2025 21:42,9/12/2025 21:44,1,1,1,2,5,2,1,AC7FD11EA4A54CE5AACCB32A699A5862,1
61,9/12/2025 21:43,9/12/2025 21:44,1,1,1,4,2,3,1,D7CB90C4EFA042AB97E0FDEEAA205E65,1
68,9/12/2025 21:43,9/12/2025 21:44,1,1,0,1,1,5,1,D612A00EB538480F9012212E0CC9C72F,1
35,9/12/2025 21:44,9/12/2025 21:45,-1,-1,-1,3,3,2,2,635EC2A1964344FE93620483820E4305,0
45,9/12/2025 21:44,9/12/2025 21:45,1,1,1,4,4,3,2,1EABC0497D484815A1DE0EC77F5DAF32,0
166,9/12/2025 21:42,9/12/2025 21:45,1,2,1,5,4,4,1,A0FA21C143E1464D92F521CB27463A72,0
79,9/12/2025 21:44,9/12/2025 21:45,2,2,2,5,5,5,1,F30EAF97691740249B85476C966FB7BD,0
78,9/12/2025 21:44,9/12/2025 21:45,2,2,2,5,5,5,1,9631D94BFE0745079B20E87B3CEE4072,1
94,9/12/2025 21:44,9/12/2025 21:45,-1,-1,-2,4,3,4,2,FFC4B454D7694DBA8F627CAF97E748E3,0
239,9/12/2025 21:41,9/12/2025 21:45,1,1,0,3,4,3,2,C7CA6638B70749B293C4BF68B6EF7109,0
38,9/12/2025 21:45,9/12/2025 21:45,-1,-1,-1,4,3,3,2,0C188561AD274D32B5D05A3DE63F1D30,0
42,9/12/2025 21:45,9/12/2025 21:45,1,1,1,3,3,3,1,8282811F761745C3895809B34040AA3A,1
31,9/12/2025 21:45,9/12/2025 21:45,-1,-2,-1,4,2,2,1,6386C0D91F204E84905DA7A3D3B236E5,0
63,9/12/2025 21:44,9/12/2025 21:45,1,0,1,2,4,4,1,E9098861FBE84B67AF796D0E0A548941,0
39,9/12/2025 21:45,9/12/2025 21:45,-1,-1,-1,4,3,1,1,9B761B849D674C2D9B7824E232B95E8A,1
32,9/12/2025 21:45,9/12/2025 21:45,-1,-1,-1,4,2,2,1,AF5338AE72204B2898AD2B09F9AC8812,1
54,9/12/2025 21:45,9/12/2025 21:45,1,1,1,4,4,4,1,A2F22EC3EC5E4BD4922F8CBD7620A524,0
38,9/12/2025 21:45,9/12/2025 21:46,2,2,2,5,5,3,1,393CA5BE33C841CB9FEBC3BD7441A338,1
82,9/12/2025 21:44,9/12/2025 21:46,1,1,1,5,4,5,1,355E4343A8D246D99655FDAC769AD74B,1
80,9/12/2025 21:44,9/12/2025 21:46,2,2,2,5,5,5,2,29C42E6911FB402B9E0D7F667893E898,1
71,9/12/2025 21:44,9/12/2025 21:46,1,1,1,5,5,4,1,B0525260D0F8488D8D4695DD76FF64A8,0
189,9/12/2025 21:43,9/12/2025 21:46,1,1,1,3,4,1,1,BE40A747DDDC4C159920E7D896B0C43B,1
41,9/12/2025 21:45,9/12/2025 21:46,1,1,1,3,4,4,2,6EDE52107D6749A480FEBCA166F8AD08,0
9,9/12/2025 21:46,9/12/2025 21:46,0,0,0,3,3,3,1,5933472DF22A4E678F3692088908BF95,0
62,9/12/2025 21:45,9/12/2025 21:46,1,1,0,4,4,2,1,097FFC7B3577402D81204314EB7F750D,0
151,9/12/2025 21:43,9/12/2025 21:46,1,1,1,4,1,4,1,CB90B0DF0ADF49B3A06248593DBE7360,0
66,9/12/2025 21:45,9/12/2025 21:46,-1,-1,-1,4,3,4,1,EEC1B671FC4C4C4BBA59C4C618C1CEB0,0
52,9/12/2025 21:45,9/12/2025 21:46,1,1,1,4,5,3,2,4C906ACB19764635A2683367A6374361,1
156,9/12/2025 21:44,9/12/2025 21:46,-1,-1,-1,4,2,4,2,A654D5DCA6D64A8BB3BC0BD2A4C026DC,0
72,9/12/2025 21:45,9/12/2025 21:46,0,-1,-1,4,3,2,1,3D7D72CEA1F6413D961CE185176CE502,1
47,9/12/2025 21:46,9/12/2025 21:47,1,1,1,3,2,2,1,FD559273D7D6486B98E0EDD389F3E2DC,0
46,9/12/2025 21:46,9/12/2025 21:47,-1,-1,-1,3,3,2,1,71B5DA509362447F9E6DA988F9034B4E,0
61,9/12/2025 21:46,9/12/2025 21:47,-1,0,1,4,4,4,2,1ABE35F1BCE44A618E26D84483B7C165,0
65,9/12/2025 21:46,9/12/2025 21:47,1,1,1,2,3,2,1,0686681D58FD408386C9B48908F88CBE,1
38,9/12/2025 21:46,9/12/2025 21:47,2,2,2,5,5,3,1,B2BE3CC91CF44DBE8A61406D34E9CDC8,1
38,9/12/2025 21:46,9/12/2025 21:47,1,2,1,4,4,4,1,1532DED02F6C40FD888A4BE9CA3033FA,1
49,9/12/2025 21:46,9/12/2025 21:47,1,0,0,4,4,2,2,D8F75C14EAF24D879F6D31BBCCB9D69B,0
32,9/12/2025 21:47,9/12/2025 21:47,0,-1,-1,3,3,2,1,26D2C6FC66BC4D798F845DFA179B34D8,1
309,9/12/2025 21:42,9/12/2025 21:47,1,1,1,2,4,4,1,D9BBE83C331247A9BDED98E705980BE1,1
118,9/12/2025 21:46,9/12/2025 21:48,2,2,2,5,5,5,1,30607DBDDE0544F7A0798D2473800F1E,1
51,9/12/2025 21:47,9/12/2025 21:48,0,-1,-1,4,2,4,1,931DC23029FA454B806FA0B7F7AC3BCF,1
56,9/12/2025 21:47,9/12/2025 21:48,1,0,-1,4,4,3,1,F549A815D08C4FADBABB28A4AD1B861B,1
135,9/12/2025 21:46,9/12/2025 21:48,2,2,2,4,4,2,1,ED0140E0071A4ACBA4A821244ED622E8,1
42,9/12/2025 21:48,9/12/2025 21:48,0,0,0,4,3,3,2,F5765B1A63BA4237AB4BCEC9C9B7A862,0
21,9/12/2025 21:48,9/12/2025 21:48,-1,-1,-1,2,3,3,1,4351BE12EDE34AC2840FE0FB9ACC97F2,0
29,9/12/2025 21:48,9/12/2025 21:49,-2,-2,-2,3,2,4,1,68BD778BDC944F2E85246625A6EEBAAF,0
36,9/12/2025 21:48,9/12/2025 21:49,0,0,1,4,4,4,1,994D1CEA852B4DAABCCEFB20DA3899EF,1
214,9/12/2025 21:45,9/12/2025 21:49,1,2,-1,2,4,4,1,91F1505FEA324A42A61FB05854D318B5,1
42,9/12/2025 21:48,9/12/2025 21:49,1,0,2,2,4,4,2,4E14A6278C814163ACAAD85973FD3121,1
56,9/12/2025 21:48,9/12/2025 21:49,1,2,2,5,5,4,1,C889145A8BDC4522AB29E4F67C56E211,1
43,9/12/2025 21:48,9/12/2025 21:49,1,1,1,4,3,4,2,0F07CDB90B904FB79C385106E46337DE,1
60,9/12/2025 21:48,9/12/2025 21:49,-2,-2,-2,3,4,3,1,3E9A4A2D381C45359172DE1BB0811084,0
68,9/12/2025 21:48,9/12/2025 21:49,1,1,1,4,4,4,1,3AA3523F472C49FE9E5BFD874854EB75,1
38,9/12/2025 21:49,9/12/2025 21:49,0,1,1,3,4,4,1,83C8FE3EB9E3469D83535B896911162A,1
46,9/12/2025 21:48,9/12/2025 21:49,1,1,-1,2,4,2,1,3419F60060514200BBDF9BDD310B8D77,1
114,9/12/2025 21:47,9/12/2025 21:49,2,1,1,5,5,3,1,F8275F861BD5499B8D2CC40B4E068353,0
197,9/12/2025 21:46,9/12/2025 21:50,2,2,2,3,3,5,1,AC2D28BBA5624FCF9843416ECC57DFB9,1
129,9/12/2025 21:48,9/12/2025 21:50,1,2,1,5,4,4,1,C2F7CB3D260348C983BB145353F62FF2,1
55,9/12/2025 21:49,9/12/2025 21:50,1,1,1,2,4,4,2,D1DB52035DA44D2299EF920A5BE63D37,0
86,9/12/2025 21:49,9/12/2025 21:50,1,1,1,4,4,3,1,85593860D1EE44CAA07CD014FD26575C,1
60,9/12/2025 21:50,9/12/2025 21:51,1,1,1,3,4,4,1,6A2C689FE43848C4A08BD8B6082EE617,0
37,9/12/2025 21:50,9/12/2025 21:51,1,0,1,4,3,2,1,00BF748F7FAE440A8D7632B7455FF9AC,1
49,9/12/2025 21:50,9/12/2025 21:51,0,-1,-1,1,4,2,1,C26E207D61F94497895EF589F2E6CF26,1
98,9/12/2025 21:49,9/12/2025 21:51,1,1,1,5,5,5,1,B986319450854FF19E95BE5C51FD0253,1
31,9/12/2025 21:51,9/12/2025 21:51,-1,-1,-1,3,4,4,1,FE313B9D50C84BAFBE18D1622E268C73,1
59,9/12/2025 21:50,9/12/2025 21:51,-1,-1,-1,4,3,4,1,0A48A8101B2F4F3485F8126D364FFEF2,0
85,9/12/2025 21:50,9/12/2025 21:51,1,1,1,3,4,2,2,51F53A5431D64895ABED3AD90D2CA8D0,0
53,9/12/2025 21:50,9/12/2025 21:51,1,1,1,5,2,3,1,214196FD07F34EA4ABC01897EED82FA1,1
68,9/12/2025 21:51,9/12/2025 21:52,0,0,1,2,4,4,1,52DF52FBB6AD49A29493A7C785BCD37D,1
36,9/12/2025 21:51,9/12/2025 21:52,-2,-2,-2,3,3,3,1,F6C2C2975E2D47A29BB1DC4817243718,1
54,9/12/2025 21:51,9/12/2025 21:52,1,1,-1,3,4,3,1,F9C29A8623CE450FBB8DA4AEE999CB2A,0
192,9/12/2025 21:49,9/12/2025 21:52,1,1,1,5,2,2,2,F912FD3035524EB480484ECCE316873B,0
53,9/12/2025 21:51,9/12/2025 21:52,-1,-1,-1,2,3,3,2,6DD3F01138B1437F84357DA4197312F9,0
305,9/12/2025 21:47,9/12/2025 21:53,1,1,2,4,4,3,1,C27F3300D75D4915877833889EA5ACF9,0
137,9/12/2025 21:51,9/12/2025 21:53,1,1,1,3,4,2,1,0F9A5EA330144F24AD68D7294D63D156,1
103,9/12/2025 21:51,9/12/2025 21:53,0,-1,1,2,3,4,1,D13D9277D5374091983C7DD73C0F110C,1
220,9/12/2025 21:50,9/12/2025 21:53,2,2,1,2,5,4,1,2A3A522275684245AAD18A68BACB3FCC,1
23,9/12/2025 21:53,9/12/2025 21:53,1,2,1,4,4,3,1,470651D066D8476B9402B8C70B78140C,0
49,9/12/2025 21:52,9/12/2025 21:53,-2,-2,-2,3,1,3,2,15EB6544E82146C6906119BA25BF5CD4,0
45,9/12/2025 21:53,9/12/2025 21:54,1,1,1,3,4,2,2,ED19DDF31D2C4884BED51128199919E6,0
120,9/12/2025 21:52,9/12/2025 21:54,1,0,1,5,4,4,1,8C9EDDF860284A838F00A706D6AB2E5C,0
88,9/12/2025 21:52,9/12/2025 21:54,1,1,0,4,4,4,2,D416C97F072A4FF8B4BB8E90FFA16A35,0
45,9/12/2025 21:53,9/12/2025 21:54,1,2,0,2,4,4,1,987CF2856422433FB2A27A023490E74E,0
53,9/12/2025 21:53,9/12/2025 21:54,1,1,1,4,4,2,1,093803F2CA7D4E789FB1E1F64FACD058,1
50,9/12/2025 21:54,9/12/2025 21:55,-1,-1,-1,4,3,2,2,625E9C4ADE9D46D5966BDD8C8BEECAE0,0
45,9/12/2025 21:54,9/12/2025 21:55,1,0,1,4,4,2,1,C712CC8BECDE4FD1BCAE7A9795A2AAD5,0
89,9/12/2025 21:54,9/12/2025 21:56,0,0,0,5,2,1,1,C83B9D7C80D2466FAE4096B730E44772,0
84,9/12/2025 21:54,9/12/2025 21:56,2,2,2,3,5,2,1,BABC69F5664D49F2A9E5FD516D118041,1
138,9/12/2025 21:54,9/12/2025 21:56,0,0,0,3,3,2,1,963E3B2D1BDE40A5B8BCDAAE175D508B,1
34,9/12/2025 21:56,9/12/2025 21:57,1,1,0,4,2,4,1,F4E7BDBA153C43C490C9ED9B36FAA8D7,1
34,9/12/2025 21:57,9/12/2025 21:58,-1,-1,-1,2,2,2,1,ABB50572D6744D5A91E6C00CB78F34E4,0
46,9/12/2025 21:57,9/12/2025 21:58,0,1,1,2,4,4,1,1B2AA1A05DFE45608602A31E88EBD9D8,1
114,9/12/2025 21:56,9/12/2025 21:58,1,1,1,4,4,3,1,2C3D842ACDF24315ABF2324B34B4EA72,0
44,9/12/2025 21:57,9/12/2025 21:58,1,2,1,1,5,5,1,02C1A928234247CAA0CCC756BA3E1A5C,1
66,9/12/2025 21:57,9/12/2025 21:58,-1,-1,-1,2,4,3,2,2284CFD9254A4037B906C5838D380E51,0
41,9/12/2025 21:58,9/12/2025 21:59,1,1,1,2,4,4,1,2C9AF02F32E74B3CB12A9FF465453E50,0
174,9/12/2025 21:56,9/12/2025 21:59,1,1,2,4,3,4,1,3C9C697C74824E9982347871276B8B64,0
31,9/12/2025 21:59,9/12/2025 22:00,-1,-1,-1,5,4,3,1,CF7D60F1D92B43D683B7D44F3616BEEF,0
119,9/12/2025 21:59,9/12/2025 22:01,1,1,1,4,4,3,2,A9715F35428A446697407C0B37EFD4F0,1
44,9/12/2025 22:02,9/12/2025 22:03,1,1,1,4,4,2,1,62E62E4106F44E1590A00F9FC2B1572F,1
48,9/12/2025 22:04,9/12/2025 22:05,-2,-2,-2,4,3,3,1,617C12DEA8454D779C34D9CF2B32E6CF,1
55,9/12/2025 22:04,9/12/2025 22:05,-1,-1,-1,4,4,2,2,789D3F6B472343DAB89F42E8595DF2D4,0
37,9/12/2025 22:05,9/12/2025 22:05,1,1,1,3,2,4,1,7FF5A24F8A074BBFA908D7E96C37E3AF,1
49,9/12/2025 22:06,9/12/2025 22:06,1,1,1,5,2,4,1,312642AC1BAC48A98BCA5FF4078B3859,1
37,9/12/2025 22:06,9/12/2025 22:07,1,1,1,5,3,3,2,96759999D48A478482946E2ABC04E515,0
54,9/12/2025 22:06,9/12/2025 22:07,1,1,1,2,5,4,1,429551409DCF4CAFAFC6D806D9737D22,1
38,9/12/2025 22:06,9/12/2025 22:07,2,2,2,5,5,5,1,688794988E5749ACA1DD5B5C8CB7E75C,0
