turkid,round,choice,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion,project,project_chosen,valuation,activity,customers,competitors
AM7Y47LTJKDAN,19,1,2,Strongly Increasing,2019-09-24 19:40:38,2019-09-24 19:44:01,2019-09-24T19:43:48Z,10.562999963760376,203,1,1,2000000,Robotics,12000,11
AM7Y47LTJKDAN,20,2,2,Strongly Increasing,2019-09-24 19:40:38,2019-09-24 19:44:01,2019-09-24T19:43:55Z,6.819999933242798,203,2,1,2700000,Artificial Intelligence,8000,9
AM7Y47LTJKDAN,20,2,2,Strongly Increasing,2019-09-24 19:40:38,2019-09-24 19:44:01,2019-09-24T19:43:55Z,6.819999933242798,203,0,0,1300000,Artificial Intelligence,2000,10
AM7Y47LTJKDAN,20,2,2,Strongly Increasing,2019-09-24 19:40:38,2019-09-24 19:44:01,2019-09-24T19:43:55Z,6.819999933242798,203,1,0,500000,Biotechnology,12000,11
AK3L1YS2HAYL7,1,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:40:55Z,0,102,2,0,1200000,Robotics,3000,5
AK3L1YS2HAYL7,1,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:40:55Z,0,102,0,0,1000000,Electronics,11000,7
AK3L1YS2HAYL7,1,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:40:55Z,0,102,1,1,2300000,Electronics,8000,10
AK3L1YS2HAYL7,2,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:00Z,4.93999981880188,102,2,1,2000000,Artificial Intelligence,13000,12
AK3L1YS2HAYL7,2,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:00Z,4.93999981880188,102,0,0,1900000,Artificial Intelligence,14000,12
AK3L1YS2HAYL7,2,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:00Z,4.93999981880188,102,1,0,2600000,Electronics,2000,9
AK3L1YS2HAYL7,3,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:02Z,2.2070000171661377,102,2,0,500000,Biotechnology,11000,14
AK3L1YS2HAYL7,3,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:02Z,2.2070000171661377,102,0,1,800000,Artificial Intelligence,9000,9
AK3L1YS2HAYL7,3,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:02Z,2.2070000171661377,102,1,0,500000,Artificial Intelligence,5000,7
AK3L1YS2HAYL7,4,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:04Z,2.13700008392334,102,2,0,2100000,Artificial Intelligence,3000,5
AK3L1YS2HAYL7,4,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:04Z,2.13700008392334,102,0,0,2500000,Artificial Intelligence,14000,7
AK3L1YS2HAYL7,4,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:04Z,2.13700008392334,102,1,1,2100000,Artificial Intelligence,7000,7
AK3L1YS2HAYL7,5,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:07Z,2.759000062942505,102,2,1,1000000,Artificial Intelligence,6000,6
AK3L1YS2HAYL7,5,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:07Z,2.759000062942505,102,0,0,500000,Robotics,3000,14
AK3L1YS2HAYL7,5,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:07Z,2.759000062942505,102,1,0,1100000,Artificial Intelligence,2000,9
AK3L1YS2HAYL7,6,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:09Z,2.2799999713897705,102,2,0,900000,Robotics,14000,6
AK3L1YS2HAYL7,6,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:09Z,2.2799999713897705,102,0,1,500000,Biotechnology,2000,7
AK3L1YS2HAYL7,6,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:09Z,2.2799999713897705,102,1,0,1800000,Electronics,8000,5
AK3L1YS2HAYL7,7,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:11Z,2.2269999980926514,102,2,0,2900000,Artificial Intelligence,9000,9
AK3L1YS2HAYL7,7,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:11Z,2.2269999980926514,102,0,0,2900000,Biotechnology,12000,6
AK3L1YS2HAYL7,7,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:11Z,2.2269999980926514,102,1,1,2400000,Robotics,8000,5
AK3L1YS2HAYL7,8,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:14Z,2.7269999980926514,102,2,1,2100000,Artificial Intelligence,4000,13
AK3L1YS2HAYL7,8,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:14Z,2.7269999980926514,102,0,0,800000,Electronics,12000,8
AK3L1YS2HAYL7,8,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:14Z,2.7269999980926514,102,1,0,2600000,Electronics,4000,7
AK3L1YS2HAYL7,9,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:17Z,3.0880000591278076,102,2,0,800000,Electronics,5000,5
AK3L1YS2HAYL7,9,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:17Z,3.0880000591278076,102,0,1,1600000,Electronics,3000,10
AK3L1YS2HAYL7,9,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:17Z,3.0880000591278076,102,1,0,700000,Electronics,12000,7
AK3L1YS2HAYL7,10,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:20Z,2.745999813079834,102,2,0,3000000,Artificial Intelligence,14000,8
AK3L1YS2HAYL7,10,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:20Z,2.745999813079834,102,0,0,700000,Robotics,3000,2
AK3L1YS2HAYL7,10,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:20Z,2.745999813079834,102,1,1,1000000,Electronics,7000,5
AK3L1YS2HAYL7,11,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:22Z,2.1510000228881836,102,2,1,1800000,Biotechnology,11000,12
AK3L1YS2HAYL7,11,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:22Z,2.1510000228881836,102,0,0,2000000,Artificial Intelligence,6000,9
AK3L1YS2HAYL7,11,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:22Z,2.1510000228881836,102,1,0,800000,Biotechnology,9000,2
AK3L1YS2HAYL7,12,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:26Z,3.486999988555908,102,2,0,2600000,Electronics,5000,12
AK3L1YS2HAYL7,12,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:26Z,3.486999988555908,102,0,0,2000000,Biotechnology,4000,9
AK3L1YS2HAYL7,12,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:26Z,3.486999988555908,102,1,1,1800000,Artificial Intelligence,2000,9
AK3L1YS2HAYL7,13,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:28Z,2.2880001068115234,102,2,0,2700000,Biotechnology,14000,2
AK3L1YS2HAYL7,13,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:28Z,2.2880001068115234,102,0,1,1800000,Robotics,11000,9
AK3L1YS2HAYL7,13,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:28Z,2.2880001068115234,102,1,0,2100000,Artificial Intelligence,14000,5
AK3L1YS2HAYL7,14,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:30Z,2.2239999771118164,102,2,0,2200000,Robotics,6000,3
AK3L1YS2HAYL7,14,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:30Z,2.2239999771118164,102,0,0,700000,Biotechnology,3000,12
AK3L1YS2HAYL7,14,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:30Z,2.2239999771118164,102,1,1,1200000,Biotechnology,5000,10
AK3L1YS2HAYL7,15,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:32Z,2.0959999561309814,102,2,1,1900000,Biotechnology,6000,8
AK3L1YS2HAYL7,15,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:32Z,2.0959999561309814,102,0,0,500000,Biotechnology,6000,5
AK3L1YS2HAYL7,15,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:32Z,2.0959999561309814,102,1,0,1500000,Electronics,11000,8
AK3L1YS2HAYL7,16,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:34Z,2.0959999561309814,102,2,0,1600000,Electronics,7000,4
AK3L1YS2HAYL7,16,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:34Z,2.0959999561309814,102,0,0,1900000,Electronics,7000,4
AK3L1YS2HAYL7,16,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:34Z,2.0959999561309814,102,1,1,800000,Artificial Intelligence,11000,8
AK3L1YS2HAYL7,17,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:37Z,3.111999988555908,102,2,0,1600000,Artificial Intelligence,14000,5
AK3L1YS2HAYL7,17,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:37Z,3.111999988555908,102,0,0,1300000,Robotics,4000,2
AK3L1YS2HAYL7,17,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:37Z,3.111999988555908,102,1,1,2900000,Artificial Intelligence,8000,2
AK3L1YS2HAYL7,18,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:40Z,2.9120001792907715,102,2,0,1800000,Robotics,6000,3
AK3L1YS2HAYL7,18,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:40Z,2.9120001792907715,102,0,0,1300000,Biotechnology,3000,4
AK3L1YS2HAYL7,18,1,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:40Z,2.9120001792907715,102,1,1,1400000,Biotechnology,14000,4
AK3L1YS2HAYL7,19,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:43Z,2.4159998893737793,102,2,1,900000,Robotics,12000,8
AK3L1YS2HAYL7,19,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:43Z,2.4159998893737793,102,0,0,800000,Robotics,8000,6
AK3L1YS2HAYL7,19,2,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:43Z,2.4159998893737793,102,1,0,2000000,Robotics,12000,11
AK3L1YS2HAYL7,20,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:45Z,2.4790000915527344,102,2,0,2700000,Artificial Intelligence,8000,9
AK3L1YS2HAYL7,20,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:45Z,2.4790000915527344,102,0,1,1300000,Artificial Intelligence,2000,10
AK3L1YS2HAYL7,20,0,0,Flat,2019-09-24 19:40:16,2019-09-24 19:41:58,2019-09-24T19:41:45Z,2.4790000915527344,102,1,0,500000,Biotechnology,12000,11
A17TKHT8FEVH0R,1,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:35Z,0,275,2,0,1200000,Robotics,3000,5
A17TKHT8FEVH0R,1,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:35Z,0,275,0,1,1000000,Electronics,11000,7
A17TKHT8FEVH0R,1,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:35Z,0,275,1,0,2300000,Electronics,8000,10
A17TKHT8FEVH0R,2,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:48Z,12.759999990463257,275,2,0,2000000,Artificial Intelligence,13000,12
A17TKHT8FEVH0R,2,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:48Z,12.759999990463257,275,0,0,1900000,Artificial Intelligence,14000,12
A17TKHT8FEVH0R,2,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:48Z,12.759999990463257,275,1,1,2600000,Electronics,2000,9
A17TKHT8FEVH0R,3,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:57Z,9.58400011062622,275,2,0,500000,Biotechnology,11000,14
A17TKHT8FEVH0R,3,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:57Z,9.58400011062622,275,0,1,800000,Artificial Intelligence,9000,9
A17TKHT8FEVH0R,3,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:40:57Z,9.58400011062622,275,1,0,500000,Artificial Intelligence,5000,7
A17TKHT8FEVH0R,4,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:06Z,8.496999979019165,275,2,1,2100000,Artificial Intelligence,3000,5
A17TKHT8FEVH0R,4,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:06Z,8.496999979019165,275,0,0,2500000,Artificial Intelligence,14000,7
A17TKHT8FEVH0R,4,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:06Z,8.496999979019165,275,1,0,2100000,Artificial Intelligence,7000,7
A17TKHT8FEVH0R,5,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:17Z,11.297999858856201,275,2,1,1000000,Artificial Intelligence,6000,6
A17TKHT8FEVH0R,5,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:17Z,11.297999858856201,275,0,0,500000,Robotics,3000,14
A17TKHT8FEVH0R,5,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:17Z,11.297999858856201,275,1,0,1100000,Artificial Intelligence,2000,9
A17TKHT8FEVH0R,6,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:28Z,11.308000087738037,275,2,0,900000,Robotics,14000,6
A17TKHT8FEVH0R,6,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:28Z,11.308000087738037,275,0,0,500000,Biotechnology,2000,7
A17TKHT8FEVH0R,6,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:28Z,11.308000087738037,275,1,1,1800000,Electronics,8000,5
A17TKHT8FEVH0R,7,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:43Z,14.283999919891357,275,2,0,2900000,Artificial Intelligence,9000,9
A17TKHT8FEVH0R,7,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:43Z,14.283999919891357,275,0,1,2900000,Biotechnology,12000,6
A17TKHT8FEVH0R,7,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:41:43Z,14.283999919891357,275,1,0,2400000,Robotics,8000,5
A17TKHT8FEVH0R,8,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:10Z,27.740000009536743,275,2,0,2100000,Artificial Intelligence,4000,13
A17TKHT8FEVH0R,8,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:10Z,27.740000009536743,275,0,1,800000,Electronics,12000,8
A17TKHT8FEVH0R,8,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:10Z,27.740000009536743,275,1,0,2600000,Electronics,4000,7
A17TKHT8FEVH0R,9,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:23Z,12.22000002861023,275,2,0,800000,Electronics,5000,5
A17TKHT8FEVH0R,9,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:23Z,12.22000002861023,275,0,0,1600000,Electronics,3000,10
A17TKHT8FEVH0R,9,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:23Z,12.22000002861023,275,1,1,700000,Electronics,12000,7
A17TKHT8FEVH0R,10,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:32Z,9.66100001335144,275,2,1,3000000,Artificial Intelligence,14000,8
A17TKHT8FEVH0R,10,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:32Z,9.66100001335144,275,0,0,700000,Robotics,3000,2
A17TKHT8FEVH0R,10,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:32Z,9.66100001335144,275,1,0,1000000,Electronics,7000,5
A17TKHT8FEVH0R,11,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:43Z,11.259000062942505,275,2,0,1800000,Biotechnology,11000,12
A17TKHT8FEVH0R,11,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:43Z,11.259000062942505,275,0,1,2000000,Artificial Intelligence,6000,9
A17TKHT8FEVH0R,11,0,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:43Z,11.259000062942505,275,1,0,800000,Biotechnology,9000,2
A17TKHT8FEVH0R,12,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:54Z,10.41700005531311,275,2,1,2600000,Electronics,5000,12
A17TKHT8FEVH0R,12,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:54Z,10.41700005531311,275,0,0,2000000,Biotechnology,4000,9
A17TKHT8FEVH0R,12,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:42:54Z,10.41700005531311,275,1,0,1800000,Artificial Intelligence,2000,9
A17TKHT8FEVH0R,13,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:03Z,9.601999998092651,275,2,1,2700000,Biotechnology,14000,2
A17TKHT8FEVH0R,13,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:03Z,9.601999998092651,275,0,0,1800000,Robotics,11000,9
A17TKHT8FEVH0R,13,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:03Z,9.601999998092651,275,1,0,2100000,Artificial Intelligence,14000,5
A17TKHT8FEVH0R,14,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:13Z,9.931999921798706,275,2,1,2200000,Robotics,6000,3
A17TKHT8FEVH0R,14,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:13Z,9.931999921798706,275,0,0,700000,Biotechnology,3000,12
A17TKHT8FEVH0R,14,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:13Z,9.931999921798706,275,1,0,1200000,Biotechnology,5000,10
A17TKHT8FEVH0R,15,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:22Z,8.683000087738037,275,2,0,1900000,Biotechnology,6000,8
A17TKHT8FEVH0R,15,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:22Z,8.683000087738037,275,0,0,500000,Biotechnology,6000,5
A17TKHT8FEVH0R,15,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:22Z,8.683000087738037,275,1,1,1500000,Electronics,11000,8
A17TKHT8FEVH0R,16,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:27Z,4.4659998416900635,275,2,1,1600000,Electronics,7000,4
A17TKHT8FEVH0R,16,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:27Z,4.4659998416900635,275,0,0,1900000,Electronics,7000,4
A17TKHT8FEVH0R,16,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:27Z,4.4659998416900635,275,1,0,800000,Artificial Intelligence,11000,8
A17TKHT8FEVH0R,17,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:39Z,12.799999952316284,275,2,0,1600000,Artificial Intelligence,14000,5
A17TKHT8FEVH0R,17,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:39Z,12.799999952316284,275,0,0,1300000,Robotics,4000,2
A17TKHT8FEVH0R,17,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:39Z,12.799999952316284,275,1,1,2900000,Artificial Intelligence,8000,2
A17TKHT8FEVH0R,18,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:53Z,13.82800006866455,275,2,1,1800000,Robotics,6000,3
A17TKHT8FEVH0R,18,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:53Z,13.82800006866455,275,0,0,1300000,Biotechnology,3000,4
A17TKHT8FEVH0R,18,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:43:53Z,13.82800006866455,275,1,0,1400000,Biotechnology,14000,4
A17TKHT8FEVH0R,19,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:44:11Z,17.460000038146973,275,2,0,900000,Robotics,12000,8
A17TKHT8FEVH0R,19,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:44:11Z,17.460000038146973,275,0,0,800000,Robotics,8000,6
A17TKHT8FEVH0R,19,1,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:44:11Z,17.460000038146973,275,1,1,2000000,Robotics,12000,11
A17TKHT8FEVH0R,20,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:44:16Z,5.640000104904175,275,2,1,2700000,Artificial Intelligence,8000,9
A17TKHT8FEVH0R,20,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:44:16Z,5.640000104904175,275,0,0,1300000,Artificial Intelligence,2000,10
A17TKHT8FEVH0R,20,2,0,Flat,2019-09-24 19:40:10,2019-09-24 19:44:45,2019-09-24T19:44:16Z,5.640000104904175,275,1,0,500000,Biotechnology,12000,11
A87D3K9YVKTQ7,1,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:30Z,0,284,2,0,1200000,Robotics,3000,5
A87D3K9YVKTQ7,1,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:30Z,0,284,0,0,1000000,Electronics,11000,7
A87D3K9YVKTQ7,1,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:30Z,0,284,1,1,2300000,Electronics,8000,10
A87D3K9YVKTQ7,2,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:37Z,7.321000099182129,284,2,1,2000000,Artificial Intelligence,13000,12
A87D3K9YVKTQ7,2,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:37Z,7.321000099182129,284,0,0,1900000,Artificial Intelligence,14000,12
A87D3K9YVKTQ7,2,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:37Z,7.321000099182129,284,1,0,2600000,Electronics,2000,9
A87D3K9YVKTQ7,3,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:42Z,5.142999887466431,284,2,0,500000,Biotechnology,11000,14
A87D3K9YVKTQ7,3,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:42Z,5.142999887466431,284,0,0,800000,Artificial Intelligence,9000,9
A87D3K9YVKTQ7,3,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:42Z,5.142999887466431,284,1,1,500000,Artificial Intelligence,5000,7
A87D3K9YVKTQ7,4,0,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:47Z,4.491000175476074,284,2,0,2100000,Artificial Intelligence,3000,5
A87D3K9YVKTQ7,4,0,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:47Z,4.491000175476074,284,0,1,2500000,Artificial Intelligence,14000,7
A87D3K9YVKTQ7,4,0,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:47Z,4.491000175476074,284,1,0,2100000,Artificial Intelligence,7000,7
A87D3K9YVKTQ7,5,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:51Z,4.0259997844696045,284,2,1,1000000,Artificial Intelligence,6000,6
A87D3K9YVKTQ7,5,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:51Z,4.0259997844696045,284,0,0,500000,Robotics,3000,14
A87D3K9YVKTQ7,5,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:51Z,4.0259997844696045,284,1,0,1100000,Artificial Intelligence,2000,9
A87D3K9YVKTQ7,6,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:56Z,5.170000076293945,284,2,1,900000,Robotics,14000,6
A87D3K9YVKTQ7,6,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:56Z,5.170000076293945,284,0,0,500000,Biotechnology,2000,7
A87D3K9YVKTQ7,6,2,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:43:56Z,5.170000076293945,284,1,0,1800000,Electronics,8000,5
A87D3K9YVKTQ7,7,0,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:44:01Z,5.0980000495910645,284,2,0,2900000,Artificial Intelligence,9000,9
A87D3K9YVKTQ7,7,0,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:44:01Z,5.0980000495910645,284,0,1,2900000,Biotechnology,12000,6
A87D3K9YVKTQ7,7,0,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:44:01Z,5.0980000495910645,284,1,0,2400000,Robotics,8000,5
A87D3K9YVKTQ7,8,1,0,Flat,2019-09-24 19:43:17,2019-09-24 19:48:01,2019-09-24T19:44:06Z,5.213000059127808,284,2,0,2100000,Artificial Intelligence,4000,13
