turkid,condition,message_type,startdate,enddate,could_learn_interim_1,could_learn_interim_2,could_learn_interim_3,belief_valuation,belief_market_size,belief_competitors,belief_sector_of_activity,time_to_completion,Duration_Post,StartDate_Post,EndDate_Post,CouldLearn_1,CouldLearn_2,CouldLearn_3,Confidence_NC,Confidence_MS,Confidence_CV,Confidence_SA,Slope,Positive_Test_First,Negative_Test_First,Positive_Test_Second,Negative_Test_Second,condid
67D7C1011797450CA613E3C92A47118F,Increasing,control,2025-11-15 21:53:56,2025-11-15 22:06:16,-1,1,2,2,4,5,3,740,200,11/15/2025 23:06,11/15/2025 23:09,2,2,2,5,4,2,2,1,5,1,5,1,1
E715BF23AC624A35A73B829EDEBA1581,Increasing,control,2025-11-15 21:53:20,2025-11-15 22:06:40,1,1,-1,2,4,3,4,800,336,11/15/2025 23:06,11/15/2025 23:12,1,1,1,4,4,5,2,1,1,1,5,1,1
B25E8A9AB0B147C29431C7B5BF96C335,Increasing,positive_test,2025-11-15 21:49:42,2025-11-15 21:53:46,0,0,0,4,4,4,4,244,64,11/15/2025 22:53,11/15/2025 22:54,0,0,0,4,4,4,4,1,3,3,3,3,1
41EB3FB16BE84CE1A09B55B775F34B14,Flat,control,2025-11-15 21:45:29,2025-11-15 21:53:51,0,1,0,4,4,3,5,502,111,11/15/2025 22:53,11/15/2025 22:55,0,1,0,3,4,4,4,2,5,1,5,1,0
C7CE232983894E35BD5CB68C7068522C,Flat,negative_test,2025-11-15 21:53:28,2025-11-15 21:56:06,-1,-1,-1,3,3,4,4,158,48,11/15/2025 22:56,11/15/2025 22:56,-1,-1,-1,4,3,3,3,2,5,1,1,5,0
50702036006D4A2EB5A1D51F641BEF19,Increasing,negative_test,2025-11-15 21:53:38,2025-11-15 21:56:27,1,0,-1,4,3,4,4,169,41,11/15/2025 22:56,11/15/2025 22:57,1,0,1,4,3,2,4,1,3,3,4,2,1
647F025DB90C431E9B12414BC1987531,Increasing,negative_test,2025-11-15 21:53:59,2025-11-15 21:58:06,0,-1,-1,2,2,2,2,247,44,11/15/2025 22:58,11/15/2025 22:58,-1,-1,-1,2,2,2,3,1,1,2,3,3,1
AB2856A10EF8454FB491817255D1ABE5,Flat,negative_test,2025-11-15 21:53:23,2025-11-15 21:59:01,1,0,0,2,3,2,3,338,65,11/15/2025 22:59,11/15/2025 23:00,1,1,1,3,4,4,2,2,2,4,2,4,0
DCC85FF3F54142CFBE419E868FE3046D,Flat,negative_test,2025-11-15 21:53:10,2025-11-15 21:59:02,1,1,1,3,3,4,2,352,97,11/15/2025 22:59,11/15/2025 23:00,0,0,0,3,3,3,3,2,5,1,2,4,0
E8493B45FD72405995514E892EA371ED,Increasing,control,2025-11-15 21:53:29,2025-11-15 22:00:03,1,1,2,4,4,3,3,394,294,11/15/2025 23:00,11/15/2025 23:04,1,2,1,3,4,3,4,1,4,3,4,3,1
78E5A55F78484238B51F13B6990BFC62,Flat,negative_test,2025-11-15 21:49:38,2025-11-15 21:53:28,1,1,1,4,4,1,4,230,35,11/15/2025 22:53,11/15/2025 22:54,1,2,2,2,4,4,4,1,4,4,2,2,0
9B773C6D2D5245669267511BB7CA8163,Increasing,control,2025-11-15 21:54:07,2025-11-15 22:00:30,2,2,2,5,5,5,5,383,88,11/15/2025 23:00,11/15/2025 23:01,1,2,2,4,4,5,3,2,5,1,5,1,1
AC1E942724634853B836FE457E9D6145,Flat,positive_test,2025-11-15 21:50:00,2025-11-15 21:53:47,2,1,1,2,5,5,3,227,100,11/15/2025 22:53,11/15/2025 22:55,1,2,1,5,4,2,2,2,4,2,5,1,0
F77BBA4E25AB41388786C6582664AA2E,Flat,control,2025-11-15 21:54:29,2025-11-15 22:04:44,1,1,0,3,3,4,4,615,135,11/15/2025 23:04,11/15/2025 23:07,1,1,0,4,4,2,4,3,4,2,4,2,0
8BE49195336341CB894D043D29EB2171,Increasing,positive_test,2025-11-15 21:48:59,2025-11-15 21:54:10,1,1,1,4,2,3,2,311,136,11/15/2025 22:54,11/15/2025 22:56,2,1,2,3,3,5,2,1,5,3,5,2,1
3B9DEAC38AB847BFA5D997ABF55766C9,Increasing,negative_test,2025-11-15 21:49:36,2025-11-15 21:54:20,0,-1,-1,1,1,1,1,284,88,11/15/2025 22:54,11/15/2025 22:55,-2,-2,-2,1,3,2,1,1,5,1,1,5,1
B7E7CF5F90244E7E9DCB1B8B61923993,Increasing,positive_test,2025-11-15 21:48:06,2025-11-15 21:54:25,0,0,0,4,4,4,3,379,65,11/15/2025 22:54,11/15/2025 22:55,1,1,1,4,4,4,3,2,5,1,5,1,1
37833ACD8B984E63AE0BE376647D10F4,Increasing,negative_test,2025-11-15 21:47:17,2025-11-15 21:54:34,1,1,2,4,4,4,4,437,159,11/15/2025 22:54,11/15/2025 22:57,1,1,1,4,4,4,3,1,3,3,3,3,1
620A28295562477C82D2C93347869C3F,Flat,positive_test,2025-11-15 21:48:23,2025-11-15 21:54:34,1,1,1,3,5,5,4,371,129,11/15/2025 22:54,11/15/2025 22:56,1,1,1,5,5,3,4,1,1,4,5,1,0
23CC67D655E247ACADFB500FE96B2674,Flat,positive_test,2025-11-15 21:48:11,2025-11-15 21:54:50,-1,-1,-1,3,4,4,5,399,132,11/15/2025 22:54,11/15/2025 22:57,-1,-1,-1,1,3,1,4,2,5,1,5,1,0
CE3D68BEAB7F4C2692E912DDAEA7894C,Increasing,negative_test,2025-11-15 21:50:16,2025-11-15 21:54:51,2,1,1,3,4,5,2,275,89,11/15/2025 22:54,11/15/2025 22:56,-1,-1,-1,2,4,4,3,1,5,1,1,5,1
634AE41E2B1A4F24A17D716F7BEA7964,Increasing,positive_test,2025-11-15 21:49:31,2025-11-15 21:54:54,-1,-1,-1,4,4,2,4,323,52,11/15/2025 22:54,11/15/2025 22:55,1,1,1,2,5,3,2,1,4,2,4,1,1
3ABC86B91351452587D7F8AD9AE76E59,Flat,negative_test,2025-11-15 21:51:04,2025-11-15 21:54:59,-1,-2,-2,1,1,3,1,235,79,11/15/2025 22:54,11/15/2025 22:56,-1,-2,-2,2,1,1,1,2,5,1,1,5,0
0CFF1F6655B44DF1B3DD62E668F0CE5D,Increasing,positive_test,2025-11-15 21:51:09,2025-11-15 21:55:02,-1,-1,-1,2,3,1,3,233,66,11/15/2025 22:55,11/15/2025 22:56,-1,-1,-1,2,4,4,3,2,3,3,4,2,1
C26E00D8C03B44769426104D00FFF2C5,Flat,positive_test,2025-11-15 21:47:08,2025-11-15 21:55:08,1,0,-1,2,4,4,3,480,120,11/15/2025 22:55,11/15/2025 22:57,1,0,-1,4,4,2,3,1,4,2,4,2,0
DDF9CC347F5D4544A341532EF7995E62,Flat,positive_test,2025-11-15 21:43:57,2025-11-15 21:55:19,1,0,-1,2,2,4,3,682,131,11/15/2025 22:55,11/15/2025 22:57,1,0,0,4,2,2,3,1,2,1,5,1,0
F4435E5AC4394B99BAD1469A45E12C8F,Increasing,negative_test,2025-11-15 21:48:57,2025-11-15 21:55:35,1,2,2,5,5,5,1,398,61,11/15/2025 22:55,11/15/2025 22:56,1,1,1,5,5,5,1,1,3,3,1,5,1
0B8D09A73ED140CF84C5320DAE27F350,Increasing,negative_test,2025-11-15 21:51:27,2025-11-15 21:56:04,2,-1,-1,5,5,4,5,277,85,11/15/2025 22:56,11/15/2025 22:57,-2,-2,-2,1,1,1,1,1,3,3,1,5,1
588669C1B1A44BC89C8A91D7D7926CCF,Increasing,negative_test,2025-11-15 21:59:55,2025-11-15 22:06:26,2,1,1,2,5,5,2,391,123,11/15/2025 23:06,11/15/2025 23:08,1,1,1,4,4,3,1,1,2,4,4,2,1
3C14064188CC433AA91C312978F9095E,Flat,control,2025-11-15 21:51:35,2025-11-15 21:56:32,1,0,0,2,5,4,3,297,86,11/15/2025 22:56,11/15/2025 22:57,1,0,0,4,4,2,3,2,5,1,5,1,0
DBD70B5DC95746B78400306DD0127577,Flat,negative_test,2025-11-15 21:57:27,2025-11-15 22:02:24,1,1,1,4,3,4,5,297,121,11/15/2025 23:02,11/15/2025 23:04,1,1,1,5,5,4,4,1,5,1,2,4,0
180BDA272B474D36AF9FA9EC01779D78,Flat,control,2025-11-15 21:54:22,2025-11-15 22:00:49,1,1,1,2,4,4,4,387,41,11/15/2025 23:00,11/15/2025 23:01,1,1,1,4,4,3,3,2,3,3,3,3,0
EA4CA2C1D0D34687ABEA437BC5ADED5E,Flat,positive_test,2025-11-15 21:51:35,2025-11-15 21:56:58,1,1,0,2,3,4,4,323,67,11/15/2025 22:56,11/15/2025 22:58,-1,0,0,5,3,4,3,2,4,2,4,2,0
DCE159BEC1C64CBA9AA794EC01939247,Flat,negative_test,2025-11-15 21:50:08,2025-11-15 21:57:05,1,-2,-1,4,3,2,2,417,177,11/15/2025 22:57,11/15/2025 23:00,1,-1,-1,4,4,4,5,1,5,1,1,5,0
E3093DBB605C45CD877E60B242C03ABD,Flat,control,2025-11-15 21:57:25,2025-11-15 22:03:15,-1,0,-1,3,4,4,3,350,197,11/15/2025 23:03,11/15/2025 23:06,-1,-1,0,4,3,4,2,2,5,1,4,2,0
BD9777CE1A7B476AABD4479372AF8A71,Increasing,control,2025-11-15 21:48:45,2025-11-15 21:57:50,-1,-1,-1,3,4,2,4,545,70,11/15/2025 22:57,11/15/2025 22:59,-1,-1,-1,4,4,3,4,2,4,2,4,2,1
8D341E74151A4AE28DA87C3C053AAED8,Increasing,control,2025-11-15 21:56:00,2025-11-15 21:59:19,0,1,1,2,4,1,1,199,66,11/15/2025 22:59,11/15/2025 23:00,0,1,1,4,4,1,2,1,4,1,4,2,1
84741BA048C749FB8D3F2290A403AC64,Flat,negative_test,2025-11-15 21:54:53,2025-11-15 21:59:19,0,1,-1,2,3,3,4,266,120,11/15/2025 22:59,11/15/2025 23:01,1,1,0,4,3,2,3,1,5,1,1,5,0
EF2A831487A04CA089AF344E42845AC4,Increasing,control,2025-11-15 21:53:40,2025-11-15 22:00:28,2,2,2,3,3,4,2,408,147,11/15/2025 23:00,11/15/2025 23:02,2,2,2,4,4,3,2,2,4,2,4,2,1
CDD70657430A4D17A058A012FAF2E2C6,Increasing,positive_test,2025-11-15 21:56:54,2025-11-15 22:00:35,1,1,1,1,3,1,3,221,75,11/15/2025 23:00,11/15/2025 23:01,1,1,1,5,5,2,3,2,5,1,5,1,1
171DEC1860E7498A962991D13A17DE21,Flat,negative_test,2025-11-15 21:57:30,2025-11-15 22:00:45,1,1,0,4,5,3,4,195,60,11/15/2025 23:00,11/15/2025 23:01,1,1,0,5,5,4,4,2,4,3,4,3,0
FCA8C63F27B643548A12B27B4181E7E8,Flat,positive_test,2025-11-15 21:55:05,2025-11-15 22:01:00,-1,0,-1,4,4,3,3,355,169,11/15/2025 23:01,11/15/2025 23:03,-1,-1,-1,3,2,3,2,2,4,2,5,1,0
BC83CAE885124BE085D4ABD92EC5A57E,Increasing,positive_test,2025-11-15 21:56:46,2025-11-15 22:01:18,2,1,1,3,4,2,5,272,77,11/15/2025 23:01,11/15/2025 23:02,1,1,0,2,3,5,5,1,3,3,4,2,1
793E1DACD68E4EF2B47E61E474D0E1D2,Flat,control,2025-11-15 21:52:21,2025-11-15 21:56:03,1,2,1,2,4,3,3,222,114,11/15/2025 22:56,11/15/2025 22:57,1,1,1,3,4,2,4,2,4,4,2,3,0
5DFDCEF01EA046DEAA8D8ACD15DBCE93,Flat,negative_test,2025-11-15 21:49:36,2025-11-15 21:56:21,2,2,1,5,5,1,5,405,101,11/15/2025 22:56,11/15/2025 22:58,2,2,2,2,4,4,5,1,3,4,4,4,0
9155D46C12524363AED914942F4ACAF8,Increasing,control,2025-11-15 22:02:50,2025-11-15 22:06:07,-1,-1,-1,2,4,1,3,197,67,11/15/2025 23:06,11/15/2025 23:07,1,1,0,2,5,5,5,1,2,2,3,4,1
D553C222F56E4D609959D36F65148024,Increasing,positive_test,2025-11-15 21:53:00,2025-11-15 21:56:58,-1,-1,-1,1,1,5,3,238,54,11/15/2025 22:56,11/15/2025 22:57,0,0,0,4,3,3,2,1,5,1,5,1,1
BA13AD11119641DE80B8162414B11077,Increasing,negative_test,2025-11-15 22:01:31,2025-11-15 22:08:05,1,-1,1,3,3,3,4,394,102,11/15/2025 23:08,11/15/2025 23:09,1,-1,-1,2,3,3,4,1,4,2,4,2,1
518D2A0A642C460CBCD9BB0E89A51F0C,Flat,positive_test,2025-11-15 22:27:19,2025-11-15 22:32:07,1,0,-1,3,4,4,2,288,67,11/15/2025 23:32,11/15/2025 23:33,2,1,0,4,5,3,2,1,4,2,3,3,0
60955FC6136C46A591DAADDDE2F4E2E1,Increasing,positive_test,2025-11-15 22:02:37,2025-11-15 22:05:34,1,2,1,4,4,5,3,177,64,11/15/2025 23:05,11/15/2025 23:06,2,2,2,5,5,5,4,1,5,1,5,1,1
8DD4DFA3FFA045AFBFC05568AE063E66,Flat,control,2025-11-15 21:53:21,2025-11-15 21:59:09,0,0,0,2,4,4,1,348,92,11/15/2025 22:59,11/15/2025 23:00,-1,-1,-1,4,4,2,4,2,5,1,3,3,0
BF33CCC5C7AE47DD8FF4F83B1C18B843,Increasing,control,2025-11-15 21:55:09,2025-11-15 21:59:32,1,1,0,4,4,4,4,263,80,11/15/2025 22:59,11/15/2025 23:00,1,1,1,4,4,4,4,1,5,2,5,2,1
6E722DFCDA5C41E281C0EFE783168A86,Flat,positive_test,2025-11-15 21:56:49,2025-11-15 22:00:07,1,1,1,4,4,2,4,198,54,11/15/2025 23:00,11/15/2025 23:01,1,1,1,3,3,3,3,2,4,2,4,2,0
C81A573CDE2949E39FE921AC0A0401B4,Increasing,negative_test,2025-11-15 21:56:17,2025-11-15 22:00:22,1,1,1,1,5,4,1,245,76,11/15/2025 23:00,11/15/2025 23:01,1,1,1,4,5,2,2,2,4,2,5,1,1
98154003369247E5915F1856802EE306,Increasing,positive_test,2025-11-15 21:55:44,2025-11-15 22:00:48,1,1,0,1,1,1,1,304,83,11/15/2025 23:00,11/15/2025 23:02,1,0,1,2,1,1,1,1,4,2,4,1,1
2FF0E9504B6C45D4B0B2646794D10C4A,Flat,negative_test,2025-11-15 21:58:14,2025-11-15 22:01:14,1,1,1,1,4,5,1,180,58,11/15/2025 23:01,11/15/2025 23:02,1,1,1,5,5,1,1,1,4,2,1,5,0
FA68BF716AA445A384E204CF28D6CC6D,Flat,positive_test,2025-11-15 21:58:26,2025-11-15 22:01:43,-1,-1,-1,2,3,2,2,197,54,11/15/2025 23:01,11/15/2025 23:02,-1,-1,-1,2,2,3,2,2,4,1,5,1,0
AAE634D3FD574480AEE67558B15B45E7,Increasing,negative_test,2025-11-15 21:47:30,2025-11-15 22:01:44,-1,-1,-1,3,3,1,1,854,115,11/15/2025 23:01,11/15/2025 23:03,-2,-2,-2,1,1,1,1,1,3,3,1,5,1
4ED7DF12DFA8489E8AC59122D7338B51,Increasing,negative_test,2025-11-15 21:58:43,2025-11-15 22:02:53,2,2,2,3,5,1,3,250,88,11/15/2025 23:02,11/15/2025 23:04,1,1,1,1,4,3,3,1,4,4,2,5,1
2649AA17B0054500A9C624077A71F95E,Increasing,positive_test,2025-11-15 21:58:33,2025-11-15 22:03:05,2,1,1,1,2,3,5,272,77,11/15/2025 23:03,11/15/2025 23:04,1,1,1,2,4,4,5,1,5,2,5,1,1
BE815001E76F4D54866D7A3354C39F14,Flat,control,2025-11-15 21:58:55,2025-11-15 22:01:54,-2,-2,-2,3,3,2,1,179,75,11/15/2025 23:01,11/15/2025 23:03,-2,-2,-2,1,2,2,1,2,4,2,2,4,0
C8679D0BEF9D4FBD85EB9DB914515E30,Flat,positive_test,2025-11-15 21:56:00,2025-11-15 22:02:33,1,1,-1,2,4,2,4,393,85,11/15/2025 23:02,11/15/2025 23:03,-1,-1,0,2,3,4,4,2,2,1,2,2,0
A0A44C323E6845848FDAA09B6DB48C73,Increasing,control,2025-11-15 21:59:28,2025-11-15 22:02:40,1,1,1,1,3,4,1,192,53,11/15/2025 23:02,11/15/2025 23:03,2,2,2,5,1,1,1,1,5,1,5,1,1
A709BA0FF9234D6AAB4CA544E0D3EF41,Flat,positive_test,2025-11-15 22:08:48,2025-11-15 22:18:21,1,1,1,3,5,5,3,573,160,11/15/2025 23:18,11/15/2025 23:21,2,2,2,5,5,2,3,1,5,4,5,1,0
3B3D2722115142E4ACF529745433A64B,Increasing,positive_test,2025-11-15 22:02:50,2025-11-15 22:07:56,1,1,0,4,4,4,5,306,37,11/15/2025 23:07,11/15/2025 23:08,2,2,2,5,5,5,5,1,4,2,5,1,1
695E2EEF15404EC7BA4E1AFCC04F022F,Increasing,positive_test,2025-11-15 22:03:58,2025-11-15 22:06:52,2,1,1,3,5,2,1,174,47,11/15/2025 23:06,11/15/2025 23:07,1,1,1,2,5,3,2,1,5,1,5,1,1
557059E7F3DD4AB092A2BA1D52FB62C0,Flat,negative_test,2025-11-15 22:04:14,2025-11-15 22:07:52,1,1,1,4,4,4,3,218,52,11/15/2025 23:07,11/15/2025 23:08,1,1,1,4,4,4,3,1,3,3,3,3,0
4C2EAA9C773C4DC6B67EF36AE75AC1BA,Increasing,negative_test,2025-11-15 22:06:19,2025-11-15 22:09:44,1,1,0,4,4,2,2,205,67,11/15/2025 23:09,11/15/2025 23:10,-1,-2,-2,3,2,2,3,1,4,2,2,4,1
626380C1B3684134AB91983C032F5C87,Flat,positive_test,2025-11-15 22:03:15,2025-11-15 22:04:35,-1,0,1,3,2,1,4,80,31,11/15/2025 23:04,11/15/2025 23:05,-1,0,0,4,4,3,3,2,4,2,4,3,0
D087FE7AF00D49E189475F4A458CC6C5,Increasing,positive_test,2025-11-15 22:02:52,2025-11-15 22:04:38,1,1,1,4,4,5,4,106,46,11/15/2025 23:04,11/15/2025 23:05,1,1,1,3,5,4,2,2,3,2,4,2,1
F5FDC6DC336444FAA9A4012E0F66D095,Flat,negative_test,2025-11-15 21:58:15,2025-11-15 22:04:42,1,0,0,3,4,4,4,387,117,11/15/2025 23:04,11/15/2025 23:06,1,1,1,4,4,4,5,2,4,2,4,2,0
BF9598EFA22B45F6A369CF7EC7CC9917,Flat,control,2025-11-15 22:00:54,2025-11-15 22:05:03,1,1,1,5,2,4,3,249,51,11/15/2025 23:05,11/15/2025 23:05,1,1,1,4,4,5,3,2,4,2,4,2,0
E578EB1DC0DB4590A8F87AAB21240330,Increasing,control,2025-11-15 21:56:24,2025-11-15 22:05:27,1,0,-1,4,2,2,4,543,82,11/15/2025 23:05,11/15/2025 23:06,1,0,1,3,3,3,4,1,5,1,5,1,1
AF45206829544996901C26774EAAFC64,Flat,positive_test,2025-11-15 22:03:33,2025-11-15 22:05:53,1,1,2,4,4,3,4,140,19,11/15/2025 23:05,11/15/2025 23:06,2,1,2,5,4,5,4,1,5,4,4,4,0
BC92BF60913948E999233E63483F9E1D,Increasing,negative_test,2025-11-15 22:03:56,2025-11-15 22:05:56,1,1,2,4,4,2,5,120,76,11/15/2025 23:05,11/15/2025 23:07,0,1,1,3,3,5,5,1,2,4,2,4,1
8C35BF103BFB42DEA46C8568490FB672,Increasing,negative_test,2025-11-15 22:04:03,2025-11-15 22:06:58,0,0,0,1,4,1,3,175,74,11/15/2025 23:06,11/15/2025 23:08,0,0,0,3,2,3,3,1,4,2,2,4,1
A9CE51A1C3E44A16A738ABE4E4E29E58,Flat,control,2025-11-15 21:53:53,2025-11-15 22:07:49,0,1,0,3,3,4,4,836,48,11/15/2025 23:07,11/15/2025 23:08,1,0,1,4,5,3,4,2,3,2,3,4,0
7718C1E05E4648C7840BBCEC85698BE1,Flat,positive_test,2025-11-15 21:59:20,2025-11-15 22:04:24,2,2,2,4,3,5,4,304,69,11/15/2025 23:04,11/15/2025 23:05,2,2,2,5,3,3,3,2,4,1,4,1,0
04870BFB39EA4BB6B216165E1662A071,Flat,negative_test,2025-11-15 22:02:45,2025-11-15 22:05:35,0,-1,-1,3,4,4,4,170,56,11/15/2025 23:05,11/15/2025 23:06,-1,-1,-1,4,4,3,3,1,5,1,1,4,0
344B1BB665B34D72A396EE815A8B50C1,Flat,control,2025-11-15 22:01:37,2025-11-15 22:05:35,1,1,1,2,2,5,2,238,33,11/15/2025 23:05,11/15/2025 23:06,-1,-2,-1,5,2,2,2,3,4,2,4,2,0
828E2A52D0464DA7A578F8E46E3DACCB,Flat,negative_test,2025-11-15 22:05:29,2025-11-15 22:10:07,-1,1,0,3,5,5,4,278,83,11/15/2025 23:10,11/15/2025 23:11,-1,-1,-1,4,4,3,4,2,5,1,1,5,0
E4105B30F1604AE2B90CDD141D0C1B90,Flat,positive_test,2025-11-15 21:53:19,2025-11-15 22:06:37,1,1,-1,2,4,3,4,798,281,11/15/2025 23:06,11/15/2025 23:11,1,1,1,4,5,2,4,1,1,1,1,1,0
3726CCEA5AE04C2DA1DA446AEA81A94D,Flat,negative_test,2025-11-15 22:07:51,2025-11-15 22:12:37,1,1,0,1,5,2,3,286,74,11/15/2025 23:12,11/15/2025 23:13,1,1,1,3,4,3,4,2,5,1,1,2,0
CF797AFA333A4A03A09DB17C4EE61B12,Increasing,positive_test,2025-11-15 22:06:34,2025-11-15 22:10:01,-2,-2,-2,1,1,1,1,207,111,11/15/2025 23:10,11/15/2025 23:11,-2,-2,-2,3,1,1,1,2,5,1,5,1,1
AED1436008FB44F697027A3A0C614EF0,Increasing,negative_test,2025-11-15 22:09:19,2025-11-15 22:16:01,-2,-2,-2,1,1,1,1,402,112,11/15/2025 23:16,11/15/2025 23:17,-2,-2,-2,1,1,1,1,1,5,1,5,1,1
1DA0915ABC8A4FB58E4965733CE95B4A,Flat,positive_test,2025-11-15 22:03:22,2025-11-15 22:07:55,1,1,1,3,4,5,3,273,61,11/15/2025 23:07,11/15/2025 23:08,1,1,1,5,4,3,3,2,4,2,5,1,0
E1332153CE424558BDCBF7E9C8162D00,Increasing,control,2025-11-15 22:03:14,2025-11-15 22:08:31,1,1,1,3,3,2,4,317,75,11/15/2025 23:08,11/15/2025 23:09,1,1,1,2,3,3,4,1,3,2,3,2,1
AE5BB3054A9A46FABF7249C579A08B44,Flat,control,2025-11-15 22:03:05,2025-11-15 22:08:38,1,2,1,3,5,4,4,333,38,11/15/2025 23:08,11/15/2025 23:09,1,2,1,4,4,3,4,1,3,3,3,2,0
0E3D864272CA4B06BD07F88570F523FC,Increasing,control,2025-11-15 22:04:20,2025-11-15 22:09:04,-1,-1,-1,3,3,2,3,284,129,11/15/2025 23:09,11/15/2025 23:11,-1,-1,-1,4,4,4,4,1,5,1,5,1,1
234D27754EB24654B513F8679BDA2126,Flat,negative_test,2025-11-15 22:04:19,2025-11-15 22:09:07,-2,-2,-2,3,2,1,2,288,63,11/15/2025 23:09,11/15/2025 23:10,-1,-1,-1,2,1,3,1,2,5,1,1,5,0
7F8A74D66AAD4C5384E836A7B07EF527,Flat,negative_test,2025-11-15 22:01:38,2025-11-15 22:09:08,1,0,-1,2,3,4,3,450,127,11/15/2025 23:09,11/15/2025 23:11,1,1,1,5,4,3,3,1,3,3,2,4,0
1C3B9B809CA04304A8348ED9F4E7BB4E,Increasing,negative_test,2025-11-15 22:04:47,2025-11-15 22:09:17,1,1,1,4,4,4,2,270,66,11/15/2025 23:09,11/15/2025 23:10,-1,-1,-1,2,3,4,2,1,5,1,1,5,1
256FDC2D30934EB9969016B14062AC6A,Increasing,control,2025-11-15 22:04:48,2025-11-15 22:09:44,1,-1,1,4,3,4,3,296,86,11/15/2025 23:09,11/15/2025 23:11,1,1,1,4,2,4,3,1,3,3,3,3,1
FB5F2A0439EE4B9AB8BD1B1BADA004AB,Flat,negative_test,2025-11-15 22:06:39,2025-11-15 22:09:57,2,0,0,1,1,1,1,198,76,11/15/2025 23:09,11/15/2025 23:11,1,1,1,3,3,3,3,2,1,1,1,1,0
0FCB7FA1FCE74473A139DC1252E08CA5,Increasing,negative_test,2025-11-15 22:08:06,2025-11-15 22:10:57,1,1,-1,2,4,2,1,171,83,11/15/2025 23:10,11/15/2025 23:12,1,1,1,1,1,2,1,2,4,1,3,1,1
3F4934684A524FCA8AEAD6395127FD80,Flat,positive_test,2025-11-15 22:06:38,2025-11-15 22:10:58,1,0,-1,3,4,3,4,260,83,11/15/2025 23:10,11/15/2025 23:12,1,0,1,3,4,3,3,3,4,2,4,2,0
625A2852183B4EEF910FB0F317BC54BB,Flat,control,2025-11-15 22:14:34,2025-11-15 22:19:56,1,1,1,3,5,2,2,322,104,11/15/2025 23:19,11/15/2025 23:21,-1,-2,-1,4,4,3,2,2,3,3,2,4,0
51634C1C19A34F76A9D1A6837C422DDB,Increasing,positive_test,2025-11-15 22:07:53,2025-11-15 22:11:48,2,-1,-1,3,1,1,3,235,104,11/15/2025 23:11,11/15/2025 23:13,-1,-1,-2,1,2,2,3,1,2,4,2,4,1
A587BE2B7E324621AE1C985383048066,Increasing,control,2025-11-15 22:05:58,2025-11-15 22:12:08,1,1,1,3,5,5,1,370,102,11/15/2025 23:12,11/15/2025 23:13,0,1,0,4,3,3,3,1,5,1,3,3,1
8B5AD76E24C349C282D9BAF98F517E54,Flat,positive_test,2025-11-15 22:00:40,2025-11-15 22:12:22,0,1,0,3,2,3,3,702,93,11/15/2025 23:12,11/15/2025 23:13,1,1,0,2,3,3,3,1,2,4,4,2,0
C0473DD400EE4066818106ABFA737641,Flat,positive_test,2025-11-15 22:06:48,2025-11-15 22:12:38,0,0,0,4,5,5,4,350,103,11/15/2025 23:12,11/15/2025 23:14,1,1,1,4,4,3,4,2,5,1,4,2,0
3ABE059BA7E746FCAA4C5B62F21491A4,Increasing,control,2025-11-15 22:13:34,2025-11-15 22:18:08,1,1,1,3,4,4,5,274,90,11/15/2025 23:18,11/15/2025 23:19,1,1,1,3,5,3,5,1,5,2,2,4,1
D92F5DFDB6194D919231B4EFCF34BAF0,Increasing,negative_test,2025-11-15 22:16:57,2025-11-15 22:22:33,1,1,1,3,4,4,3,336,110,11/15/2025 23:22,11/15/2025 23:24,-1,0,-1,3,3,3,3,1,4,1,1,4,1
68DFEC98E3FC47878C5DAB911D0DFA18,Increasing,negative_test,2025-11-15 22:12:38,2025-11-15 22:17:43,1,1,1,3,2,5,4,305,85,11/15/2025 23:17,11/15/2025 23:19,-2,-2,-2,2,2,2,3,1,5,1,2,4,1
236117077413497587AB587EB79F2356,Flat,negative_test,2025-11-15 22:00:29,2025-11-15 22:13:57,1,1,1,3,4,3,4,808,129,11/15/2025 23:13,11/15/2025 23:16,1,1,0,4,4,3,4,2,1,1,4,4,0
154034F1BBCB4FAB9CE9BD5D67E9EA83,Flat,positive_test,2025-11-15 22:11:06,2025-11-15 22:15:11,1,1,0,2,4,2,3,245,73,11/15/2025 23:15,11/15/2025 23:16,1,1,1,2,4,2,5,2,5,1,5,1,0
929322737DF54EF3BA39C153BB553A25,Increasing,negative_test,2025-11-15 22:12:30,2025-11-15 22:16:03,1,1,1,4,3,4,3,213,59,11/15/2025 23:16,11/15/2025 23:17,1,1,1,4,4,4,2,1,4,2,4,2,1
27950E3BFE0141A3BEEF3D6D69454FD2,Increasing,positive_test,2025-11-15 22:10:57,2025-11-15 22:16:50,1,1,0,4,5,4,4,353,75,11/15/2025 23:16,11/15/2025 23:18,1,2,1,5,5,3,4,2,5,2,3,3,1
016AA1FEE25B4A1591AC6210C1714A5F,Increasing,negative_test,2025-11-15 22:11:25,2025-11-15 22:16:58,1,1,1,3,5,5,4,333,342,11/15/2025 23:16,11/15/2025 23:22,2,2,1,5,4,3,4,1,5,1,5,1,1
7D0115E866E04B4DAEB395CF66EE6E93,Increasing,negative_test,2025-11-15 22:12:48,2025-11-15 22:17:06,1,-1,-1,2,4,4,5,258,74,11/15/2025 23:17,11/15/2025 23:18,-1,-2,-2,3,4,4,2,1,5,1,2,4,1
