turkid,condition,replicate,startdate,enddate,day,chosen_color,chosen_shape,chosen_size,chosen_texture,choicestimes,time_to_choose,n_matching_best,n_matching_worst,n_changed
65313bdcb9fd825a8c1d4981,Flat,0,2024-05-08 19:26:02,2024-05-08 19:27:04,7,2,1,0,1,2024-05-08T19:26:52Z,6.980000019073486,2,2,2
65313bdcb9fd825a8c1d4981,Flat,0,2024-05-08 19:26:02,2024-05-08 19:27:04,8,1,1,2,1,2024-05-08T19:26:57Z,5.33299994468689,2,1,2
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,1,0,0,0,0,2024-05-08T19:26:26Z,0,2,1,0
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,2,2,2,2,1,2024-05-08T19:26:39Z,12.461999893188477,2,1,4
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,3,2,1,2,1,2024-05-08T19:26:49Z,10.42900013923645,1,2,1
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,4,1,1,2,1,2024-05-08T19:26:57Z,7.661999940872192,1,1,1
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,5,2,1,1,1,2024-05-08T19:27:03Z,6.098999977111816,1,3,2
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,6,2,1,2,0,2024-05-08T19:27:10Z,6.914999961853027,0,3,2
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,7,2,1,0,0,2024-05-08T19:27:22Z,12.14900016784668,1,3,1
5686a869333cbd000d4e051d,Increasing,1,2024-05-08 19:26:04,2024-05-08 19:27:32,8,0,1,0,0,2024-05-08T19:27:32Z,10.258999824523926,2,2,1
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,1,0,1,1,0,2024-05-08T19:27:48Z,0,0,2,0
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,2,2,2,0,1,2024-05-08T19:27:59Z,10.729000091552734,2,1,4
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,3,2,1,1,1,2024-05-08T19:28:09Z,10.374000072479248,2,0,2
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,4,1,0,2,0,2024-05-08T19:28:17Z,7.483999967575073,2,2,4
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,5,1,0,1,0,2024-05-08T19:28:30Z,13.29099988937378,1,2,1
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,6,1,1,2,1,2024-05-08T19:28:38Z,7.452000141143799,2,0,3
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,7,2,2,1,1,2024-05-08T19:28:45Z,7.0980000495910645,2,0,3
63eb98f4b870ea7b4def6dbb,Increasing,2,2024-05-08 19:27:12,2024-05-08 19:29:22,8,2,0,2,1,2024-05-08T19:28:52Z,7.376999855041504,4,1,2
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,1,0,0,0,0,2024-05-08T19:51:05Z,0,0,2,0
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,2,0,1,0,0,2024-05-08T19:51:13Z,8.684999942779541,0,1,1
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,3,0,2,0,0,2024-05-08T19:51:17Z,3.884999990463257,1,1,1
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,4,1,0,1,0,2024-05-08T19:51:29Z,12.111000061035156,0,4,3
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,5,1,0,2,1,2024-05-08T19:51:36Z,6.986999988555908,2,2,2
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,6,1,1,2,0,2024-05-08T19:51:45Z,8.269000053405762,1,2,2
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,7,2,1,2,1,2024-05-08T19:51:54Z,9.687000036239624,3,0,2
6164701dae20c042120fd305,Flat,0,2024-05-08 19:50:55,2024-05-08 19:52:10,8,2,2,2,0,2024-05-08T19:52:04Z,9.338000059127808,3,1,2
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,1,0,0,0,0,2024-05-08T19:49:16Z,0,1,3,0
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,2,1,0,1,1,2024-05-08T19:49:28Z,12.775000095367432,2,0,3
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,3,2,0,2,1,2024-05-08T19:49:37Z,9.063999891281128,4,0,2
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,4,2,1,2,1,2024-05-08T19:49:46Z,8.480000019073486,3,1,1
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,5,2,2,2,1,2024-05-08T19:49:51Z,5.312000036239624,3,0,1
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,6,2,2,2,0,2024-05-08T19:49:57Z,6.200000047683716,2,1,1
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,7,2,0,2,0,2024-05-08T19:50:03Z,5.119999885559082,3,1,1
5ad091dffb109b0001a3120a,Flat,0,2024-05-08 19:49:06,2024-05-08 19:50:23,8,0,2,2,0,2024-05-08T19:50:17Z,14.351999998092651,1,2,2
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,1,0,0,0,0,2024-05-08T19:50:30Z,0,2,0,0
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,2,1,0,0,0,2024-05-08T19:50:41Z,10.148000001907349,1,0,1
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,3,1,0,1,0,2024-05-08T19:50:49Z,7.9700000286102295,2,0,1
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,4,1,0,1,1,2024-05-08T19:50:53Z,4.807999849319458,1,1,1
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,5,1,0,2,0,2024-05-08T19:50:59Z,5.498000144958496,1,1,2
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,6,2,0,1,0,2024-05-08T19:51:03Z,4.5290000438690186,2,1,2
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,7,1,1,1,0,2024-05-08T19:51:08Z,4.934000015258789,2,1,2
5e66b7cc639d1f4320f07bea,Flat,1,2024-05-08 19:50:21,2024-05-08 19:51:25,8,1,2,1,0,2024-05-08T19:51:17Z,8.296000003814697,3,0,1
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,1,0,0,0,0,2024-05-08T20:18:45Z,0,2,1,0
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,2,1,0,2,1,2024-05-08T20:18:58Z,12.897000074386597,3,1,3
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,3,1,1,2,1,2024-05-08T20:19:08Z,10.323999881744385,2,1,1
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,4,0,1,1,0,2024-05-08T20:19:15Z,6.31000018119812,1,2,3
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,5,2,1,2,1,2024-05-08T20:19:22Z,7.638999938964844,2,0,3
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,6,0,0,1,0,2024-05-08T20:19:30Z,8.168999910354614,2,2,4
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,7,0,0,2,1,2024-05-08T20:19:36Z,5.420000076293945,4,0,2
6400e5057635b91fbfeafd20,Flat,4,2024-05-08 20:18:35,2024-05-08 20:19:49,8,2,0,2,1,2024-05-08T20:19:44Z,7.716000080108643,3,0,1
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,1,0,0,0,0,2024-05-08T19:49:33Z,0,0,4,0
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,2,1,1,1,1,2024-05-08T19:50:10Z,37.03200006484985,3,0,4
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,3,2,2,2,1,2024-05-08T19:50:43Z,33.18300008773804,2,0,3
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,4,2,2,2,0,2024-05-08T19:51:12Z,28.382999897003174,1,1,1
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,5,0,0,2,1,2024-05-08T19:52:45Z,93.31699991226196,1,2,3
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,6,0,0,0,1,2024-05-08T19:52:58Z,13.415000200271606,1,3,1
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,7,0,2,0,1,2024-05-08T19:53:08Z,9.282999992370605,2,2,1
5b65628dcb06ee00015f6c9c,Increasing,3,2024-05-08 19:49:23,2024-05-08 19:53:28,8,1,2,1,1,2024-05-08T19:53:22Z,13.983999967575073,4,0,2
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,1,1,1,1,0,2024-05-08T19:43:56Z,0,3,0,0
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,2,0,0,2,1,2024-05-08T19:44:35Z,38.492000102996826,1,1,4
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,3,2,2,0,1,2024-05-08T19:45:10Z,35.567999839782715,0,4,3
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,4,0,2,2,1,2024-05-08T19:45:38Z,27.688000202178955,0,2,2
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,5,1,0,1,0,2024-05-08T19:46:08Z,30.543999910354614,4,0,4
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,6,1,0,2,1,2024-05-08T19:46:31Z,23.019999980926514,2,1,2
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,7,1,0,1,0,2024-05-08T19:48:00Z,88.12899994850159,4,0,2
5d49bae2428aab001910c21f,Increasing,4,2024-05-08 19:43:01,2024-05-08 19:48:47,8,1,0,2,0,2024-05-08T19:48:28Z,28.312000036239624,3,0,1
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,1,1,2,2,1,2024-05-08T19:49:19Z,0,2,0,0
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,2,1,2,0,1,2024-05-08T19:49:35Z,16.10199999809265,2,0,1
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,3,1,2,2,0,2024-05-08T19:49:43Z,8.027000188827515,1,1,2
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,4,0,2,2,0,2024-05-08T19:49:50Z,6.317999839782715,0,1,1
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,5,2,2,2,0,2024-05-08T19:49:59Z,9.17799997329712,0,2,1
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,6,1,1,2,0,2024-05-08T19:50:06Z,7.485000133514404,2,1,2
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,7,1,0,2,0,2024-05-08T19:50:15Z,8.934999942779541,1,2,1
5d7695cc7ae60f001bc4bde6,Increasing,2,2024-05-08 19:49:01,2024-05-08 19:50:36,8,1,0,2,0,2024-05-08T19:50:25Z,9.411999940872192,1,2,0
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,1,0,0,0,0,2024-05-08T19:48:17Z,0,3,0,0
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,2,1,0,0,0,2024-05-08T19:48:21Z,4.101000070571899,4,0,1
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,3,2,0,0,0,2024-05-08T19:48:24Z,3.062999963760376,3,1,1
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,4,1,2,1,0,2024-05-08T19:48:32Z,7.745000123977661,2,1,3
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,5,1,2,0,0,2024-05-08T19:48:36Z,3.7939999103546143,3,1,1
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,6,1,0,0,1,2024-05-08T19:48:43Z,7.421999931335449,3,1,2
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,7,1,0,0,0,2024-05-08T19:48:50Z,7.125,4,0,1
60fd9b084a91f75f655da04f,Flat,4,2024-05-08 19:47:43,2024-05-08 19:49:06,8,1,0,2,0,2024-05-08T19:49:02Z,11.97000002861023,3,1,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,1,0,0,0,1,2024-05-08T19:48:29Z,0,1,1,0
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,2,0,0,1,1,2024-05-08T19:48:39Z,9.92799997329712,1,1,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,3,0,0,2,1,2024-05-08T19:48:44Z,5.022000074386597,2,2,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,4,2,0,2,1,2024-05-08T19:48:51Z,6.543999910354614,2,3,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,5,1,0,2,1,2024-05-08T19:48:55Z,3.861999988555908,3,2,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,6,1,0,2,0,2024-05-08T19:49:01Z,6.528000116348267,2,3,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,7,1,1,2,0,2024-05-08T19:49:08Z,6.675999879837036,3,2,1
5be9fd84271bf10001525264,Increasing,3,2024-05-08 19:48:18,2024-05-08 19:49:19,8,1,2,2,0,2024-05-08T19:49:14Z,6.380000114440918,2,2,1
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,1,0,0,0,0,2024-05-08T19:48:54Z,0,2,2,0
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,2,1,0,0,0,2024-05-08T19:49:00Z,6.39900016784668,3,3,1
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,3,2,0,0,0,2024-05-08T19:49:03Z,3.3289999961853027,2,2,1
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,4,2,0,1,0,2024-05-08T19:49:08Z,4.016999959945679,1,1,1
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,5,2,0,2,0,2024-05-08T19:49:11Z,3.1689999103546143,1,1,1
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,6,2,0,2,1,2024-05-08T19:49:14Z,3.378000020980835,2,2,1
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,7,0,0,0,1,2024-05-08T19:49:20Z,6.246000051498413,3,3,2
5f5aa75a2cde2b1ac4679a9f,Flat,3,2024-05-08 19:48:31,2024-05-08 19:49:35,8,0,1,0,0,2024-05-08T19:49:30Z,9.802000045776367,1,1,2
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,1,0,0,0,0,2024-05-08T19:48:38Z,0,2,2,0
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,2,0,1,0,0,2024-05-08T19:48:48Z,9.815000057220459,2,2,1
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,3,0,2,0,0,2024-05-08T19:48:52Z,4.213000059127808,3,3,1
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,4,1,2,1,0,2024-05-08T19:49:08Z,15.58299994468689,3,2,2
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,5,2,2,1,0,2024-05-08T19:49:20Z,12.252000093460083,3,3,1
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,6,2,1,1,0,2024-05-08T19:49:27Z,6.896999835968018,2,2,1
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,7,2,0,1,0,2024-05-08T19:49:31Z,4.11899995803833,2,2,1
65240c7431dc54022d9a859e,Flat,1,2024-05-08 19:48:24,2024-05-08 19:49:46,8,1,0,2,1,2024-05-08T19:49:42Z,11.392000198364258,0,0,3
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,1,0,0,0,0,2024-05-08T19:48:15Z,0,0,4,0
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,2,0,0,0,1,2024-05-08T19:48:37Z,22.467000007629395,1,3,1
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,3,0,0,1,1,2024-05-08T19:48:54Z,16.522000074386597,1,2,1
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,4,0,0,2,1,2024-05-08T19:49:08Z,13.842999935150146,2,2,1
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,5,1,0,2,1,2024-05-08T19:49:24Z,16.39299988746643,2,1,1
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,6,1,0,2,1,2024-05-08T19:49:35Z,11.575000047683716,2,1,0
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,7,2,0,2,1,2024-05-08T19:49:51Z,15.272000074386597,3,1,1
5c871ab7de75d4001602869d,Increasing,4,2024-05-08 19:47:54,2024-05-08 19:50:05,8,2,2,2,1,2024-05-08T19:50:11Z,20.358999967575073,4,0,1
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,1,0,0,0,0,2024-05-08T19:46:39Z,0,0,4,0
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,2,0,0,0,1,2024-05-08T19:47:07Z,27.658999919891357,1,3,1
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,3,0,0,1,1,2024-05-08T19:47:45Z,38.82599997520447,2,2,1
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,4,0,0,2,1,2024-05-08T19:48:01Z,16.016000032424927,1,2,1
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,5,1,0,1,1,2024-05-08T19:48:48Z,46.360000133514404,3,1,2
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,6,2,0,1,1,2024-05-08T19:49:08Z,20.51799988746643,2,1,1
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,7,1,1,1,1,2024-05-08T19:49:29Z,20.526000022888184,3,0,2
59e71b497f3d71000171ddb8,Increasing,0,2024-05-08 19:46:13,2024-05-08 19:50:05,8,1,2,1,1,2024-05-08T19:49:49Z,20.062000036239624,4,0,1
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,1,0,1,2,0,2024-05-08T19:48:48Z,0,2,2,0
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,2,1,1,2,0,2024-05-08T19:49:03Z,15.097000122070313,1,3,1
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,3,1,2,2,0,2024-05-08T19:49:14Z,10.919999837875366,2,2,1
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,4,2,0,0,1,2024-05-08T19:49:27Z,12.71500015258789,1,0,4
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,5,2,0,1,0,2024-05-08T19:49:39Z,11.882999897003174,0,2,2
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,6,0,2,2,1,2024-05-08T19:49:48Z,9.157999992370605,4,0,4
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,7,2,1,0,0,2024-05-08T19:49:59Z,11.081000089645386,0,2,4
5f96cb0772cd93035c5914fb,Flat,2,2024-05-08 19:48:27,2024-05-08 19:50:12,8,2,0,1,1,2024-05-08T19:50:06Z,6.855999946594238,1,1,3
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,1,0,0,2,1,2024-05-08T19:49:15Z,0,1,2,0
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,2,0,0,0,1,2024-05-08T19:49:27Z,12.376000165939331,1,1,1
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,3,2,0,0,1,2024-05-08T19:49:37Z,9.889999866485596,1,2,1
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,4,0,1,0,1,2024-05-08T19:49:45Z,8.289000034332275,1,0,2
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,5,0,1,0,0,2024-05-08T19:49:52Z,7.0329999923706055,0,1,1
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,6,0,2,0,0,2024-05-08T19:50:00Z,7.457000017166138,1,1,1
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,7,1,2,1,0,2024-05-08T19:50:07Z,7.2170000076293945,3,1,2
63ea53e0ddf55cd04e5fc984,Increasing,4,2024-05-08 19:48:57,2024-05-08 19:50:15,8,1,2,1,1,2024-05-08T19:50:12Z,4.736000061035156,4,0,1
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,1,0,0,0,0,2024-05-08T19:48:53Z,0,1,1,0
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,2,2,2,1,1,2024-05-08T19:49:11Z,17.484999895095825,0,1,4
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,3,1,1,2,0,2024-05-08T19:49:23Z,12.400000095367432,4,3,4
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,4,2,0,0,1,2024-05-08T19:49:34Z,11.182999849319458,0,0,4
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,5,1,2,2,0,2024-05-08T19:49:46Z,11.983000040054321,3,4,4
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,6,0,1,1,0,2024-05-08T19:49:58Z,11.315999984741211,2,1,3
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,7,0,1,2,1,2024-05-08T19:50:03Z,4.93500018119812,2,1,2
652d35bf8e2f5c57cf0ceaef,Flat,2,2024-05-08 19:48:46,2024-05-08 19:50:17,8,1,2,0,0,2024-05-08T19:50:11Z,8.014999866485596,2,3,4
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,1,0,0,0,0,2024-05-08T19:49:25Z,0,0,4,0
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,2,1,0,0,0,2024-05-08T19:49:32Z,6.628999948501587,0,3,1
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,3,2,0,0,0,2024-05-08T19:49:36Z,3.7309999465942383,1,3,1
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,4,2,0,1,0,2024-05-08T19:49:45Z,9.361000061035156,1,2,1
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,5,2,0,2,0,2024-05-08T19:49:49Z,4.417999982833862,2,2,1
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,6,2,0,2,1,2024-05-08T19:49:53Z,4.1540000438690186,3,1,1
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,7,2,1,2,1,2024-05-08T19:50:01Z,7.686000108718872,4,0,1
609fe745ce68c700663d6339,Increasing,3,2024-05-08 19:49:24,2024-05-08 19:50:17,8,2,2,2,1,2024-05-08T19:50:04Z,3.3550000190734863,3,0,1
5c01262b8d6776000114f8c6,Increasing,3,2024-05-08 19:49:55,2024-05-08 19:50:58,1,0,0,0,0,2024-05-08T19:50:02Z,0,1,3,0
5c01262b8d6776000114f8c6,Increasing,3,2024-05-08 19:49:55,2024-05-08 19:50:58,2,1,0,0,0,2024-05-08T19:50:11Z,9.098000049591064,1,2,1
5c01262b8d6776000114f8c6,Increasing,3,2024-05-08 19:49:55,2024-05-08 19:50:58,3,2,0,0,0,2024-05-08T19:50:15Z,3.9839999675750732,2,2,1
5c01262b8d6776000114f8c6,Increasing,3,2024-05-08 19:49:55,2024-05-08 19:50:58,4,2,0,0,1,2024-05-08T19:50:24Z,8.950000047683716,1,1,1
5c01262b8d6776000114f8c6,Increasing,3,2024-05-08 19:49:55,2024-05-08 19:50:58,5,2,0,1,0,2024-05-08T19:50:32Z,7.616999864578247,2,1,2
