turkid,condition,startdate,enddate,day,chosen_hook,chosen_length,chosen_tone,chosen_content,chosen_cta,choicestimes,time_to_choose,n_matching_best,n_matching_worst,n_changed
5c617b872026f300018082d1,Increasing,2024-04-24 21:51:02,2024-04-24 21:52:34,7,1,0,1,0,1,2024-04-24T21:52:21Z,5.005000114440918,4,2,1
5c617b872026f300018082d1,Increasing,2024-04-24 21:51:02,2024-04-24 21:52:34,8,1,0,1,1,1,2024-04-24T21:52:25Z,4.253999948501587,5,1,1
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,1,1,0,1,1,1,2024-04-24T21:58:35Z,0,4,1,0
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,2,2,0,0,1,1,2024-04-24T21:58:58Z,22.746000051498413,4,1,2
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,3,0,0,0,1,0,2024-04-24T21:59:05Z,7.069999933242798,3,1,2
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,4,1,1,0,2,0,2024-04-24T21:59:16Z,10.891000032424927,2,1,3
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,5,0,1,0,0,1,2024-04-24T21:59:26Z,9.691999912261963,2,1,3
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,6,2,2,1,1,0,2024-04-24T21:59:33Z,7.808000087738037,1,4,5
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,7,0,0,0,1,1,2024-04-24T21:59:44Z,10.600000143051147,4,0,4
5ae1e99638df950001454b0e,Flat,2024-04-24 21:58:03,2024-04-24 21:59:54,8,1,0,0,2,1,2024-04-24T21:59:50Z,5.543999910354614,4,0,2
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,1,0,0,0,1,1,2024-04-24T21:48:49Z,0,3,3,0
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,2,1,0,0,1,1,2024-04-24T21:49:03Z,14.079999923706055,4,2,1
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,3,1,0,0,1,0,2024-04-24T21:49:12Z,8.20300006866455,3,1,1
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,4,1,0,0,2,0,2024-04-24T21:49:18Z,5.932999849319458,4,1,1
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,5,1,0,0,0,0,2024-04-24T21:49:21Z,3.134000062942505,3,2,1
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,6,2,0,0,0,0,2024-04-24T21:49:26Z,5.019000053405762,2,2,1
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,7,0,0,0,0,0,2024-04-24T21:49:29Z,3.4069998264312744,2,3,1
63d7a79e2606216262545e75,Flat,2024-04-24 21:48:41,2024-04-24 21:49:39,8,0,0,0,0,1,2024-04-24T21:49:34Z,4.876000165939331,3,4,1
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,1,0,0,0,0,0,2024-04-24T21:47:13Z,0,2,0,0
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,2,1,1,1,1,1,2024-04-24T21:47:44Z,31.01199984550476,2,4,5
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,3,2,2,1,1,1,2024-04-24T21:47:55Z,10.968000173568726,2,4,2
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,4,1,2,1,1,1,2024-04-24T21:48:12Z,17.06599998474121,1,5,1
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,5,2,1,1,2,1,2024-04-24T21:48:34Z,22.2979998588562,2,2,3
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,6,2,1,0,0,0,2024-04-24T21:48:57Z,22.15000009536743,4,0,3
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,7,0,1,0,2,0,2024-04-24T21:49:19Z,22.132999897003174,3,0,2
55a7d0a1fdf99b65badeeed7,Increasing,2024-04-24 21:47:04,2024-04-24 21:49:48,8,1,0,0,0,0,2024-04-24T21:49:39Z,19.831000089645386,2,1,3
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,1,0,0,0,1,0,2024-04-24T21:48:21Z,0,0,3,0
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,2,2,0,1,2,1,2024-04-24T21:48:40Z,18.950999975204468,4,0,4
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,3,1,1,1,1,0,2024-04-24T21:48:56Z,16.058000087738037,2,1,4
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,4,0,1,1,1,0,2024-04-24T21:49:03Z,7.234999895095825,2,2,1
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,5,0,0,0,2,0,2024-04-24T21:49:18Z,15.029000043869019,1,3,3
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,6,0,0,0,0,1,2024-04-24T21:49:31Z,12.98200011253357,1,3,2
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,7,2,0,1,1,0,2024-04-24T21:49:47Z,16.036999940872192,2,1,4
6581c0d833f32d42d1790ee1,Increasing,2024-04-24 21:47:52,2024-04-24 21:50:02,8,2,0,1,2,0,2024-04-24T21:49:54Z,6.500999927520752,3,1,1
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,1,0,0,0,1,0,2024-04-24T21:49:12Z,0,3,2,0
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,2,1,0,1,2,1,2024-04-24T21:49:23Z,11.424000024795532,0,2,4
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,3,2,0,0,1,0,2024-04-24T21:49:32Z,9.335000038146973,4,1,4
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,4,2,2,1,2,0,2024-04-24T21:49:43Z,10.039999961853027,2,2,3
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,5,2,1,1,2,0,2024-04-24T21:49:47Z,4.713000059127808,3,1,1
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,6,2,1,0,1,0,2024-04-24T21:49:55Z,7.398999929428101,5,1,2
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,7,0,1,0,1,1,2024-04-24T21:50:03Z,8.628000020980835,3,3,2
6323977fbe559b8a0b01aae6,Increasing,2024-04-24 21:48:47,2024-04-24 21:50:21,8,1,0,1,0,1,2024-04-24T21:50:17Z,13.973000049591064,0,2,4
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,1,1,0,1,1,0,2024-04-24T21:49:28Z,0,2,1,0
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,2,1,0,1,2,0,2024-04-24T21:49:43Z,14.883000135421753,1,1,1
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,3,1,0,0,1,0,2024-04-24T21:49:53Z,9.406999826431274,3,2,2
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,4,1,0,0,1,1,2024-04-24T21:49:58Z,5.343000173568726,4,1,1
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,5,0,0,0,1,0,2024-04-24T21:50:06Z,8.432999849319458,2,2,2
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,6,0,0,0,0,0,2024-04-24T21:50:14Z,7.216000080108643,1,3,1
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,7,0,1,0,0,0,2024-04-24T21:50:19Z,5.293999910354614,2,3,1
5ff090bc539a38452f1f9a06,Increasing,2024-04-24 21:48:52,2024-04-24 21:50:26,8,0,2,0,0,0,2024-04-24T21:50:23Z,3.689000129699707,1,4,1
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,1,0,0,0,0,0,2024-04-24T21:48:17Z,0,1,2,0
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,2,0,1,1,0,0,2024-04-24T21:48:43Z,26.59600019454956,1,2,2
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,3,1,0,0,1,0,2024-04-24T21:48:55Z,12.348999977111816,2,3,4
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,4,2,0,0,2,0,2024-04-24T21:49:22Z,26.709999799728394,2,3,2
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,5,2,0,0,1,1,2024-04-24T21:49:35Z,13.128000020980835,2,3,2
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,6,1,0,1,1,0,2024-04-24T21:49:47Z,11.871999979019165,1,4,3
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,7,1,1,0,2,1,2024-04-24T21:49:57Z,10.09000015258789,5,0,4
60e6ed09b102ff57a70ca23f,Flat,2024-04-24 21:47:59,2024-04-24 21:50:31,8,0,0,0,1,0,2024-04-24T21:50:25Z,27.58899998664856,1,3,4
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,1,0,0,0,1,0,2024-04-24T21:49:21Z,0,5,0,0
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,2,0,0,0,0,0,2024-04-24T21:49:28Z,6.7149999141693115,4,0,1
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,3,0,0,1,0,0,2024-04-24T21:49:38Z,10.038000106811523,3,1,1
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,4,1,0,1,2,0,2024-04-24T21:49:48Z,10.27999997138977,2,3,2
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,5,2,0,1,2,0,2024-04-24T21:49:53Z,4.639999866485596,2,2,1
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,6,0,0,1,1,1,2024-04-24T21:50:10Z,16.9280002117157,3,2,3
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,7,0,0,0,1,1,2024-04-24T21:50:19Z,9.337999820709229,4,1,1
5c4c57609446be00017e6746,Flat,2024-04-24 21:49:02,2024-04-24 21:50:38,8,2,0,0,0,0,2024-04-24T21:50:29Z,9.860000133514404,3,0,3
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,1,0,0,0,0,0,2024-04-24T21:49:19Z,0,5,0,0
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,2,1,1,1,1,1,2024-04-24T21:49:33Z,14.621999979019165,0,4,5
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,3,2,2,0,2,0,2024-04-24T21:49:46Z,12.911999940872192,2,1,5
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,4,1,1,1,1,0,2024-04-24T21:49:58Z,12.044000148773193,1,3,4
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,5,0,1,0,2,0,2024-04-24T21:50:13Z,14.66700005531311,3,0,3
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,6,1,0,0,0,0,2024-04-24T21:50:26Z,13.233999967575073,4,1,3
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,7,2,1,0,1,1,2024-04-24T21:50:39Z,12.745999813079834,1,2,4
66293a672ed5c50b4a896bbb,Flat,2024-04-24 21:49:08,2024-04-24 21:50:55,8,0,1,0,2,0,2024-04-24T21:50:51Z,11.842000007629395,3,0,3
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,1,0,0,0,0,0,2024-04-24T21:49:29Z,0,1,3,0
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,2,0,0,1,0,0,2024-04-24T21:49:40Z,11.398000001907349,2,2,1
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,3,1,0,1,0,0,2024-04-24T21:49:57Z,16.469000101089478,3,1,1
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,4,1,0,1,1,0,2024-04-24T21:50:09Z,12.093999862670898,2,2,1
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,5,1,0,1,2,0,2024-04-24T21:50:14Z,5.700999975204468,2,1,1
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,6,1,0,1,0,1,2024-04-24T21:50:22Z,7.980000019073486,4,0,2
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,7,1,1,1,0,1,2024-04-24T21:50:32Z,9.773000001907349,5,0,1
5bb7c0a64eae9c0001085b15,Increasing,2024-04-24 21:49:09,2024-04-24 21:50:58,8,2,1,1,0,1,2024-04-24T21:50:52Z,20.080000162124634,4,0,1
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,1,0,0,0,0,0,2024-04-24T21:49:00Z,0,2,3,0
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,2,1,1,1,1,0,2024-04-24T21:49:25Z,24.979000091552734,3,0,4
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,3,2,2,0,2,1,2024-04-24T21:49:39Z,13.819999933242798,1,3,5
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,4,0,1,1,1,0,2024-04-24T21:49:51Z,12.530999898910522,4,0,5
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,5,0,2,0,2,1,2024-04-24T21:50:05Z,13.450000047683716,2,2,4
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,6,1,0,0,0,0,2024-04-24T21:50:17Z,11.841000080108643,1,3,4
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,7,1,1,1,1,1,2024-04-24T21:50:27Z,10.61299991607666,2,1,4
64860c8cfd693e6467ad6d15,Flat,2024-04-24 21:48:46,2024-04-24 21:51:01,8,2,2,1,2,0,2024-04-24T21:50:40Z,12.769999980926514,3,1,4
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,1,0,2,1,1,0,2024-04-24T21:50:13Z,0,4,2,0
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,2,1,0,0,0,1,2024-04-24T21:50:21Z,7.986000061035156,0,3,5
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,3,2,2,1,1,0,2024-04-24T21:50:30Z,9.125,5,1,5
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,4,2,2,0,1,0,2024-04-24T21:50:37Z,7.096999883651733,4,2,1
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,5,2,2,1,2,0,2024-04-24T21:50:44Z,6.763000011444092,4,1,2
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,6,2,2,1,2,1,2024-04-24T21:50:50Z,6.200000047683716,3,0,1
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,7,1,2,1,2,1,2024-04-24T21:50:54Z,4.190000057220459,2,0,1
5f653ce1f8363c0a4165e03d,Increasing,2024-04-24 21:50:03,2024-04-24 21:51:02,8,0,2,1,2,1,2024-04-24T21:50:58Z,4.1519999504089355,2,1,1
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,1,0,0,0,0,0,2024-04-24T21:48:58Z,0,1,3,0
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,2,0,0,0,1,1,2024-04-24T21:49:52Z,53.937000036239624,1,1,2
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,3,0,0,1,1,1,2024-04-24T21:50:01Z,9.039000034332275,2,2,1
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,4,0,0,1,2,1,2024-04-24T21:50:15Z,14.783999919891357,1,2,1
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,5,1,1,1,2,1,2024-04-24T21:50:28Z,12.680999994277954,3,1,2
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,6,2,0,0,2,0,2024-04-24T21:50:45Z,16.76900005340576,1,1,4
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,7,2,2,0,1,0,2024-04-24T21:50:51Z,5.990999937057495,2,2,2
609a0fa06cfe6658d4c1a4f3,Flat,2024-04-24 21:48:47,2024-04-24 21:51:07,8,1,1,1,1,0,2024-04-24T21:51:00Z,8.88700008392334,5,2,3
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,1,0,0,0,0,0,2024-04-24T21:50:29Z,0,3,1,0
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,2,0,1,0,0,0,2024-04-24T21:50:40Z,10.997999906539917,4,0,1
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,3,0,2,0,0,0,2024-04-24T21:50:44Z,4.903000116348267,3,0,1
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,4,1,2,0,0,0,2024-04-24T21:50:49Z,4.968999862670898,4,0,1
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,5,1,1,0,0,0,2024-04-24T21:50:55Z,5.517000198364258,5,0,1
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,6,1,0,0,0,0,2024-04-24T21:50:58Z,3.235999822616577,4,1,1
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,7,2,0,0,0,0,2024-04-24T21:51:02Z,4.337000131607056,3,2,1
6400e710846ec9e2eedb0893,Increasing,2024-04-24 21:50:17,2024-04-24 21:51:11,8,2,1,0,0,0,2024-04-24T21:51:06Z,3.1740000247955322,4,1,1
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,1,0,0,1,1,0,2024-04-24T21:49:34Z,0,5,0,0
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,2,2,1,0,1,1,2024-04-24T21:49:55Z,21.132999897003174,1,3,4
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,3,1,1,1,2,0,2024-04-24T21:50:11Z,16.167999982833862,2,0,4
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,4,0,1,0,1,0,2024-04-24T21:50:23Z,12.001000165939331,3,1,3
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,5,2,0,1,1,1,2024-04-24T21:50:43Z,19.616999864578247,3,2,4
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,6,0,0,1,1,0,2024-04-24T21:50:54Z,11.000999927520752,5,0,2
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,7,0,0,1,2,0,2024-04-24T21:51:08Z,14.284000158309937,4,0,1
6104b941b6b6aedf462f393b,Flat,2024-04-24 21:49:08,2024-04-24 21:51:32,8,2,0,1,2,0,2024-04-24T21:51:17Z,8.783999919891357,3,1,1
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,1,0,0,0,0,0,2024-04-24T22:01:37Z,0,3,4,0
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,2,1,0,0,0,0,2024-04-24T22:01:47Z,9.83899998664856,4,3,1
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,3,2,0,0,0,0,2024-04-24T22:01:54Z,6.973999977111816,3,3,1
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,4,2,1,1,2,0,2024-04-24T22:02:06Z,12.034000158309937,2,0,3
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,5,2,0,1,2,0,2024-04-24T22:02:15Z,8.351999998092651,3,1,1
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,6,2,0,0,2,0,2024-04-24T22:02:20Z,5.760999917984009,4,2,1
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,7,1,0,0,1,0,2024-04-24T22:02:28Z,7.428999900817871,4,2,2
6629598876266c6b82f285f1,Flat,2024-04-24 22:01:25,2024-04-24 22:02:51,8,2,0,0,1,0,2024-04-24T22:02:42Z,14.516000032424927,3,2,1
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,1,0,0,0,0,0,2024-04-24T21:52:24Z,0,2,4,0
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,2,0,0,0,1,0,2024-04-24T21:52:43Z,18.141000032424927,3,3,1
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,3,1,0,0,1,0,2024-04-24T21:52:52Z,9.253000020980835,2,3,1
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,4,2,0,0,1,0,2024-04-24T21:52:59Z,6.835000038146973,2,4,1
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,5,0,1,0,1,0,2024-04-24T21:53:07Z,8.750999927520752,3,2,2
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,6,0,2,0,1,0,2024-04-24T21:53:13Z,5.672000169754028,4,2,1
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,7,0,2,1,1,0,2024-04-24T21:53:20Z,6.4629998207092285,5,1,1
5d546368d39e340001e155c1,Increasing,2024-04-24 21:51:58,2024-04-24 21:53:59,8,0,2,1,2,0,2024-04-24T21:53:36Z,16.578999996185303,4,1,1
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,1,0,1,0,1,0,2024-04-24T21:52:44Z,0,1,2,0
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,2,1,1,1,1,0,2024-04-24T21:53:11Z,26.513000011444092,1,3,2
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,3,1,2,1,1,0,2024-04-24T21:53:19Z,8.197999954223633,2,2,1
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,4,2,2,1,1,0,2024-04-24T21:53:30Z,11.216000080108643,1,3,1
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,5,1,2,0,1,0,2024-04-24T21:53:40Z,9.59500002861023,3,1,2
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,6,1,2,0,2,0,2024-04-24T21:53:50Z,10.04699993133545,4,1,1
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,7,1,2,0,2,1,2024-04-24T21:53:59Z,9.255000114440918,5,0,1
65a7e34961fd2e2798ac3d26,Increasing,2024-04-24 21:52:21,2024-04-24 21:54:22,8,0,2,0,2,1,2024-04-24T21:54:16Z,17.16700005531311,4,0,1
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,1,0,0,1,1,0,2024-04-24T21:52:28Z,0,2,3,0
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,2,1,0,1,1,1,2024-04-24T21:52:53Z,25.286999940872192,3,1,2
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,3,2,0,0,1,0,2024-04-24T21:53:12Z,18.687000036239624,4,1,3
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,4,2,1,0,1,1,2024-04-24T21:53:29Z,16.694999933242798,4,0,2
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,5,2,0,1,1,1,2024-04-24T21:53:38Z,8.919000148773193,4,1,2
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,6,2,0,1,1,0,2024-04-24T21:53:49Z,11.151999950408936,3,2,1
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,7,2,0,1,2,1,2024-04-24T21:53:56Z,7.006999969482422,3,2,2
63d8966cb1c8fda2f6006864,Flat,2024-04-24 21:52:01,2024-04-24 21:54:23,8,1,0,0,1,1,2024-04-24T21:54:08Z,11.967999935150146,4,0,3
6087dd9f8bd2ba7a4217314f,Flat,2024-04-24 22:01:27,2024-04-24 22:05:12,1,2,0,0,1,0,2024-04-24T22:02:55Z,0,4,0,0
6087dd9f8bd2ba7a4217314f,Flat,2024-04-24 22:01:27,2024-04-24 22:05:12,2,0,0,1,2,1,2024-04-24T22:03:37Z,41.68600010871887,0,3,4
6087dd9f8bd2ba7a4217314f,Flat,2024-04-24 22:01:27,2024-04-24 22:05:12,3,0,1,1,2,1,2024-04-24T22:04:01Z,23.603999853134155,1,3,1
6087dd9f8bd2ba7a4217314f,Flat,2024-04-24 22:01:27,2024-04-24 22:05:12,4,0,2,1,2,1,2024-04-24T22:04:07Z,6.585000038146973,0,4,1
6087dd9f8bd2ba7a4217314f,Flat,2024-04-24 22:01:27,2024-04-24 22:05:12,5,1,1,1,2,1,2024-04-24T22:04:17Z,9.874000072479248,1,4,2
